	sentence	sentiment
8179	sirappana Tharamana sampavamThalaivar marana mass petta paraak	positive
8180	Rajanikanth sir fans like here...	positive
8181	Vijay Fan Ba But nan Dislike pannamatean  THALA is Back	positive
8182	Pesama title night show nu vachirukalam...	negative
8183	SUPERSTAR Rajini SEMA SPEED And ENERGY Seems Like A YOUNG HORSE	positive
8184	1m Views & 101k likes  #SK #Hero	positive
8185	500k views in 2 hours but how it is not trending	neutral
8186	Marana katu katuvom Da....style ah .... super star..one and only	positive
8187	Like   If you think its look like Muhamoodi	positive
8188	Yuvan music therikkuthu.. Yuvan fans like pannunga..	positive
8189	i m vijay fan but thala yam masssss	positive
8190	Thalaivaaaa ....vera level ... shankar sir creativity semma .... thalaivar acting .vera level	positive
8191	Thalaivaaaaaaaa unna pakka dhan wait pannitu irundha... enna style yaa.. marana masss thalaiva..	positive
8192	Ennada hey ram bgm ah poturukeenga	negative
8193	Padipa matum evanayalum eduka mudiathu   powerful dialogue	positive
8194	பவர்கட் இனி இல்லை!\r Sijlee energy solutions pvt ltd\r sijlee.com\r 044-48684268,9789082241\r Emi available\r Chennai	positive
8195	Pettta win pannum like pannunga  Viswasam pannunga CMT pannuga	positive
8196	Ennoda comment ku like podunga please	neutral
8197	U1  mass bgm. Thala gethu.  U1 + thala = marana mass	positive
8198	Tq..... Karthik suppuraj thalaivar vera leval  Thalaivarkku oru like	positive
8199	kola veri la irundha Ne pudingiruviyo..poda Dai...un age ku yetha madhri nadi pa	negative
8200	I'm from Hyderabad I love RK	positive
8201	Bgm tralier unmaiaga super like pannunga	positive
8202	Opening la vara Andha stage dance aha partha yuvan song aha pinni eduthuruppar pola	positive
8203	Thala and  yuvan  veriyan on	positive
8204	1st like and 1st comment	positive
8205	Semma semma semma semma semma marana masss	neutral
8206	I'm from kerala.. Naan ajith saarude big fan.. enakku tamilil romba pudicha actor ajith sir mattum.. Love youuuuuuuu	positive
8207	I don't like rajini...but trailer weightuu..	positive
8208	Iam vijay fan bat tis movie is bolokbastar 100% AJITH kumar fans like	positive
8209	2.01 akshay kumar fans hit like.	negative
8210	Kaithi.. FDFS pakkanumnu ninaikkira fan's LIKE Podunga..	negative
8211	Must listen 1.56  purinjavan paruppu..	positive
8212	sara paisa kya chidiya pe kharch kardiya dissapointed on vfx	positive
8213	Thala + Yuvan = Vera level	positive
8214	pangaaligala intha vegama paththathu innum vegama like ah therika vidunka	positive
8215	Gv music vera level  Dhanush aa ithu pakkave bayama irukku	positive
8216	Nala iruku. Naturel ah edukuromnu Vada Chennai mathiri bad words ilama irutha nala irukum.	positive
8217	Yammadiya ithuvum kola massa ya irruka	negative
8218	Mass thalaivaa Sk	positive
8219	Starting la Marvel bit and kadasila Batman bitu! 🤦‍	positive
8220	we love actor rajini not politician rajini	neutral
8221	Tomorrow Fdfs yar yar poringaa ?	positive
8222	This is true... Semma mass vikram...... 🤙🤙🤙🤙	positive
8223	Nt interested juz to point out da fact so u juz enjoy	neutral
8224	What a man chiyan 53 age Partha apdiye iruku any way waiting	negative
8225	I love u Rajini sir 🤩🤗	positive
8226	All Tamilians look like Africans lol	negative
8227	My chellakutty always mass  love u VSP	positive
8228	Innum ye trending la varla3.4 m views	positive
8229	Objection ur honour tavura vera dailogue ille pola	positive
8230	Paakuradhuku cartoon maadhiri iruku nu solravangallaa...indha padatha 3D la paathutu vaai paesunga	negative
8231	2:08 ivarukku vayasu 60+ ah illa 30+ ah???	neutral
8232	Semma ... Theatre la visulu parakka poguthu.. semma punch super chiyaan ... Mass overload,	positive
8233	Thaliva ni vera Laval... Love you anna	positive
8234	Thala vera level nu nenaikaravaga.. like here 🤩🤩🤩🤩🤩	positive
8235	AYYO EPADA PADAM PAKANUM POLA IRUKU	positive
8236	Thala naraya naraya naraya narayaa .....I love you	positive
8237	Thalaivar nu ungala koopda naanga kuduthu vechirukanum :-)	negative
8238	Being Rajinified..  luv from kerala	negative
8239	TOTAL 29.5 VIEWS 40 HOURS SUPER THALAIVAAA WORLD SUPER STAR   MASSSSSSS	positive
8240	Thalaivaaa one & only super star	positive
8241	Kotta ilatha ajith ali punda mavan	negative
8242	Thalaya alikanumnu silaroda mandhiram vazlu vazla Vidu Avaroda mandhiram	neutral
8243	Ini Paarunga Two Weeks Munnadi Teaser Release Date Announce Paniruvanga Aparam Evanavathu Naanga Record Breake Panitomnu Varatum Avanukalluku Irukku	neutral
8244	Pink movie remake. ajith sir pls dont do remake  movies	positive
8245	Kadasi dialogue super thala ...... Thalapathy veriyan	positive
8246	18k dislike pple hang yourself Teaser is mind blowing 80s Rajini sir is back	positive
8247	Vera level bgm   Vera level sk anna	neutral
8248	Thalaaaaaaaa....... . .   ........nthala........	positive
8249	ethula kuda hair dye adikkama nadichi..savadikrarea..	negative
8250	sema thala waiting eh veri aguthu	positive
8251	Ner konda paarvai Trailer Vera level Thala da	positive
8252	Aiyayo ithu Nalla iruke,. Thalaivar semmmma	positive
8253	Super vera level Dhanush anna mass	positive
8254	I'm from Karnataka I love thala	positive
8255	Saaho, kadaram kondan..ghibran marching to next level..	positive
8256	Padam paakanum nu Oru interesting scene kuda ila	positive
8257	Thalaiva therika vidudinga ah.. ipove  mov ah pakkanum pola iruke	positive
8258	Dislike pannava eva  da maavne kola kandula irukka kolamma vidamatten	negative
8259	Salami fans ku oru  ooooo podu	positive
8260	Teaser ah vidama trailer ah vittutaga🤩🤩🤩🤩🤩	positive
8261	Rajini - karthick subbu wow k wow	positive
8262	Thaadi konjam athigama irukhura maathiri irukhu... Korachi iruntha innum nalla irunthu irukhum....	neutral
8263	Always thala mass than!!  trailer massnu nenaikiravaga like it!!	positive
8264	yaarupa adhu kadasila bijili ramesh madri	negative
8265	Avalavo rajini padam trailer pathathea ila verithamana eruku......	negative
8266	thanus anna semma mass i m str veryan	positive
8267	Maarana Maass Petta thalaivaa thalaivaa thalaivaa...	positive
8268	WAITING FOR MOVIE     SUPER STAR RAJINI SIR MAAS	positive
8269	Suriya Anna fans support Thalaiku Eppovom irukum  love you Thala	positive
8270	yappa dai Vfx super but logic a illa,	neutral
8271	Thalivaa eppadi ippadi masss kammika mudiyuthu	positive
8272	Saavratha irunthaalum Sanda potu saavanum sir....  Bayanthu kaal la vilunthu saaga koodathu...	neutral
8273	Always Sk anna nale massuu kuda arjun sir vera aprm padam hit on hitu	positive
8274	Thala always thala. King Maker	positive
8275	IT WILLBE MORE INTERESTING WATCH IN 4D	neutral
8276	VJS & super star fans like it	positive
8277	Teaser ku sponsor. Romba overaa panringa pa	negative
8278	100% blockbuster... Thalaivar fan from kerala	positive
8279	thala solla varthai Ella semma mass trailer	positive
8280	Intha Padam block buster agumnu solravanga like pannunga	positive
8281	Thala60 new look leak -	positive
8282	Idhu enna da Batman Ku vanda sodhana	positive
8283	2 second la like pottavangalaam yaaru?!	positive
8284	antha police lu bobby simaa va potrukalam semaiya iruparu	positive
8285	Muthipona munji yellam ithapaathu thirunthugada	negative
8286	Dislike pottavanga mela sema gandula iruken  mavane kollama vida maten..	positive
8287	Sir trailer realesa epa padam release october 6 ah illa 4 ah	positive
8288	kadesi dialog yella rasiganuku thaan    thiruthunga da	positive
8289	Enna pa thalaivar rock pa..thalaiva super pa......	positive
8290	Semma vera level Chiyaan anna than mass	positive
8291	Nee velaiyadunathu yanta illa yaman ta  theeriiii	positive
8292	Ellam Avan seyal ladies version	positive
8293	Adha 38k dislike thayolinga kedacha nalla irukum	negative
8294	My god wowwqwwqw what a man rajini sir	negative
8295	Looking handsome and rocking Superstar	positive
8296	Kasta pattu edutha padatha sariya  poganumana entha promotion pathathu ennum nalla promotion pannunga...	positive
8297	Love love u thala.. Oruthavga vachu visavathuka ye aduthavagala asiga paduthuriga.. Sema dialogue	positive
8298	Viswasam kaatturadhukkaaga nu thala fans'a dhan soldraaru avar.	positive
8299	thala fans ennada Seireenga trailer vanthu  3naal aachu innum 10M varalla...	neutral
8300	Verithana ma irrukku pa trailer pakkum pothey	positive
8301	collegla erundhu pakarvangum matum enga like panunga marana maas petta.....	positive
8302	1M likes varuthuku ithula ena da iruku?	negative
8303	thalivar sema youth.... 80 vayasulayum ipdi irupar pola....	neutral
8304	Semma 60 thandunalum alagum stylelum marala semma thalaiva  inum neraya padam pananum all the best I am waitting	neutral
8305	Samma samma ani bgm + thalavar walk superb combo	positive
8306	BIGGEST DEADLY HARDCORE DIE-HARD FAN OF THALA AJITH KUMAR FROM ENGLAND󠁧󠁢󠁥󠁮󠁧󠁿	positive
8307	Vaa Thalaivaaaaa Neethan Thalaiva Inga kingu	positive
8308	ek dum dhakad akshay kumar sir look rajnikant sir	positive
8309	Love from Vijay devarkonda fans &hirthik Roshan fans	neutral
8310	Nice nice nice nice nice nice	positive
8311	sweet sapada poram dialogue semaiya eruku	positive
8312	Dei neenga innum 1m like adikkalaya....adengappa....ha ha	positive
8313	Thalapathy 64  than niyabagam varuthu	positive
8314	Ultimate star ajithkumar nu summa va solranga	positive
8315	Vaa thalaiva..ENPT ku serthu idhula bangam pandrom..! !	positive
8316	🤩🧡 hit  rangini-vijay sethupathi fans	positive
8317	Chiyaan ku all the best..but trailor semma mokkkaa..	positive
8318	like podutu video pathavanga like  poduga	positive
8319	Dis Like Pannevee Amma Thevoodiyaa so Ethanaa Thevodiyaa Erukkunu Parugaa	negative
8320	Suyamava?!  Aprm enna mayruku krish mask copy adichu vachuruka!	negative
8321	Full views sollunga eppo update pannuvinga	positive
8322	Thala nee vaa thala , padam inimey yengaluthu	positive
8323	Logesh kanagaraj masss thalapathy 64 ku waiting g	positive
8324	Vera level,I like it so much	positive
8325	Thalaivar than Pongal ku marana mass kattaporaru,	positive
8326	Otha marana mass da version 2.0	positive
8327	Full 100% rajnisim, total Marana mass	positive
8328	Isai puyaal vl hit yo bang... Hope safe yo eardrums	neutral
8329	Dhanush annanuiku national award ready pannuinka	positive
8330	Ajith fans a iruntha like pannunga	positive
8331	pakathane pora Intha kaliyoda attatha 🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘🤘	positive
8332	Sema sk anna and arjun sir	positive
8333	Batman,superman,spiderman ivanga varisaila mugamoodi?  Sk anna- thambi ponga thambi poi oorukula yengala pathi kelunga thambi	positive
8334	NERKONDA PAARVAI Fan Made Anthem	positive
8335	Indha pongal sema treat iruku pola sema maassss	positive
8336	Viswasam bgm + NKP bgm = ASURAN Bgm trailer	negative
8337	Payagarama irku semma vera level Dhanush Anna Acting look	positive
8338	Massssssssss Movieeeeeee...Waiting to see in big screen	positive
8339	Dislike pannave ratham kakkidha da savinga🤣	negative
8340	thalaivaaa unga nadippukku ellaye illai insha Allah next CM of India	neutral
8341	Background music padatha innum thooki niruthuthu teejay act panni erukkarupa	positive
8342	Veraa level trailer! Awesome visuals  mass	neutral
8343	thalaivar movi eppa vantha mathiry erukku trailer look seems mass mRNA mass God bless you	positive
8344	Tamil nattula intha getup la nadikka evanukkuda thillu irukku     ellam ota up uh	positive
8345	Suyama yosikkiravan super hero va appuram yenda krish kick 2 velayutuam ithalam kalanthu adicha maathiri irukku	positive
8346	Kola kandle irukke padathe pakkame irukka mudiyathu. Trailor superrr	positive
8347	hindi version dekho ye h link	positive
8348	158 comment Super starr Fans like pannuga	positive
8349	Pogeda.. nigalum unge padaum.. trailer pathitu movieku ponen paru.. enne sollanum..	negative
8350	Ethu ellam oruu trailar ah thu naiya	negative
8351	Ithua Namma Annanukku Therija Varutha Paduvaru Namma Annavukku Eppavume Nalla Per Vaangi Tharanum So Please Stop Negative Tag	positive
8352	I think THALA. line maari poittu irukaaru paavam	negative
8353	Dhanush aa vera lvl rowdy yakiduvaru pola ivaru	positive
8354	Inga “sumanth r” nu  oru thevidiya paiyan irupan , Namma Ellar poolayum oombarathuku .antha pottamaariya vidathinga Thala bloods	negative
8355	Thalaivaaa vaa thalaiva. Enna look enna mass omg marana mass panna poringanu nenaikira thalaiva.I am waiting	positive
8356	Padama ipdi irukanum No heroine No dance  No girl Verithanam	neutral
8357	Setha thayriyuma savunum kal vilunthu savei kudathu.. Seme	positive
8358	Hindi serial mari iruku	positive
8359	En sun tv innum trending la teaser vara mattikinthu yyyy????	neutral
8360	Trailler pidikkadhavangalaam  like pannunga    expect panna alavukku trailer illa oknna like pannunga....	positive
8361	Dei yenda inu trending la varala. Evan pakra velada ithu	negative
8362	Director mela sema kandu la  eruken,yanga vijaysethupathi Anna down level la kamichirukiga dai	negative
8363	Tha looking is Tha English man	positive
8364	vidathu  karuppu   chetan   erukapla...	negative
8365	Thala superb ........ antha pandey paya irukan padam yepdi hit akutho........	neutral
8366	Story la attraction kammi ah irukuramathiri irukeaaa	negative
8367	Ennappa comedya irukudhu   Very funny........	neutral
8368	Thalaaaaa eppavumee veraaa levelll  aduchukkaaa aale ilaaaa	positive
8369	#2 trending 1st varanumn like pannunga	positive
8370	verithanam thalaivaaaa entha varudamum namba thaaaaa	positive
8371	Still trending no 1 semma Thala Mass	positive
8372	Oru all mala katra viswasathukaga mathavangala asinga paduthuringga	positive
8373	viyay  na vethu  pullinga Ajith  na  gethu  pullinga	neutral
8374	Thala Yoda ovevoru dialogue delivery um sema mass vera level Goosebumps overloaded	positive
8375	Thala vera vera vera level	positive
8376	karthik subbarajda padamnale mokkayathan ikkum papum rajinikkaha speciala ethachi irukkanu	negative
8377	Padippa mattum namma kitterndhu edukkuvey mudiyathu....	positive
8378	Tharamana sambavam kaathutu irrukku diwali ku... Bigil vs kaithi	negative
8379	Mokkaa graphics idhukaa da evlo nall waitinguu	negative
8380	Entha pundamavanuvo intha maathiri trailer ku dislike panranuvonu therla payangara vayiru erichala nu nenaiken 🤣🤣🤔🤔	negative
8381	Lighta adanga maaru bgm maathiri theriyuthu	positive
8382	Ennada ithu pakka pakka pathuttey irukkanmnu thonutu	positive
8383	I love Akshay Sir ji... Rajani sir	positive
8384	Trailer ippadi irukanum, Bigil m iruka samiii parka mudiyala	positive
8385	Thala mass U1 lost bgm semma	positive
8386	Epadiyum oru 50thu vatti pathu iruken innum athey 1st time pakkura energy  mariya iruku thalaivar swags.....	positive
8387	400 cros but cg innum nala pannirukanum. Mathabadi k	negative
8388	Apdilam nadakathu.....nadaka koodathu ayyoooooooo thala vera level can't wait seekram release pannunga pa	negative
8389	Rajini in cinema= maasu maranam Rajini in politics= thamasu tharanum	neutral
8390	Pakka masss sa irruku pathu kettan irrukan Na. Thalapathi tesar mattum tha papen frist time pathan petta marana massss	positive
8391	Pakkathana pore intha Kali oda aadathaaa	negative
8392	I'm Vijay anna fan but I'm also follow Ajith bro rules...  ஒருத்தர் மேல விசுவாசம் kaatarathukaga innorutharaa yen avamana paduthuringara...	neutral
8393	Madmaxfury matri iruku... But nice one	neutral
8394	Dislike potavan la ratham kakki savan	negative
8395	idhala nanga bhairavaaa layae pannitto da dai pongada	negative
8396	Slang was well spoken perfect kolam potutu iruntha payalukagaluku epdi ivlo thairiyama????	positive
8397	Ajith vandar yellarum side ki ponga ...back with a bang.....u1	positive
8398	Namaku thevayaanadha namma thaan adichu vaanganum	positive
8399	Rajini mass my age18 rajini fan	positive
8400	Hit like if ur missing SANA	positive
8401	August 10 yarellam thala ku waiting.... hit like....	positive
8402	Semma trailer Hollywood movie trailer pakara mari ruku	negative
8403	1:08 Padippa Mattum Namma kitta irunthu Eduthukka Mudiyathu	positive
8404	1 M Likes varanum share maximum	positive
8405	Ama Inga enga Kamal Hassan ah kanom	positive
8406	0.49 bgm vera level yuvan  thala & u1 combo	positive
8407	Konjam overa thaan poromo Povum enanaa paniduvanga	positive
8408	Trailer sweet main picture ku karumpu taste than thalaiva... Yaarelam thalaivar film wait... Like podunga	positive
8409	Konja naala thamilla sema hit padama varuthu.. Waiting thlaiva... Irumpu thirai Imaikka nodikal Ratsasan Uturn Merkuthodarsimalai 96 Pariyerum perumal Next thalaivar 2.O	positive
8410	Bigil hit o illayo but kaidhi payangara hit but atlee vitra maattaan. Avan trailer varla	positive
8411	Yenna ba ithu Sakthiman graphics mari iruku	positive
8412	Karela vikram fance like butten powlikda	positive
8413	8 second la 1.3 million views	positive
8414	Hollywood movie trailer madiri irukku semma	positive
8415	Vayasanalum un alagum stylum unna vittu pogala ....intha dialogue than yabagam varuthu trailer pakkumpothu	positive
8416	Marana mass dialogue... Last one	positive
8417	Padam blockbuster nu soldravanga oru like	neutral
8418	Enada ithu sema mass ah iruku	positive
8419	marana masskku massa gettha nama thalaivaru  massa  ierukku mudiyathu marana na  style	positive
8420	Enada ithu views 58k likes 98k ppidrukku... lokesh rocks	negative
8421	I am Thalapathi fan  Ana thala mass	positive
8422	Trailer ah vida Teaser dhan super. Lik if u agree	positive
8423	Sir next film also seme mokke	negative
8424	Chitti....... Welcome  to   kerala	positive
8425	Sankar ... Sankar ... Than ... Evanum adichukka mudiyathu	positive
8426	Idha pathutu road la students kathi vaichi kitu sanda poduvanunga 🤦	negative
8427	See after viswasam trailer anyone like..,.....,..	positive
8428	Pakathane pora indha Kaali oda aatatha vera level dialogue thalaiva	positive
8429	Verithanam naa epdii erukanum nu ninikarevangaa mattum hit likee	positive
8430	naar konda porvai! Ithenna, naarai ottikkondu pentha pentha vizhiththaal pothuma?	neutral
8431	FIRST DAY FIRST SHOW (FDFS)  ANYONE?	positive
8432	Hollywood in Kollywood.. Thank you Shankar Sir!!!	neutral
8433	MERSAL , PETTA , SARKAR , VISWASAM ipadi ellam movie RECORD KANDIPA BREAK PANNUM	positive
8434	pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka	positive
8435	Ajth sar mass vasanam Ner konda baarvai mass	positive
8436	Rajni Sir means MAHA blockbuster	positive
8437	Bgm score avlo serappa illa sam dei yeppa pathalum bgm gura perla kathitae iruka	neutral
8438	Levelu levelu levelu veraaaaaaaa veraaaaaa veraaaa levelu thalaivaaaa waiting for ur tharisanam   By die hard thalapathy fan	neutral
8439	Silaiyai udaikalam sinthanayaium sithanthayum azhika mudiyathu power full dialogue	positive
8440	Thala na mass uh...thala fans like podu	neutral
8441	Nejamavae sema trailer..... Dhanush--vetrimaaran....... Kalaiyum kaviyum vivasayathin paguthi  puthumai padappu... Asuran....	positive
8442	Yarelam dislike paninglo avangellam........ Onnum illa reason mtm slitu pongada naingla	negative
8443	Super star....super star dhan Yaa Thalaivaaaaaa	positive
8444	Series ah solreh thalaiver sema smart ah irukkaru	positive
8445	Movie vere levela irukke porethu confirm	positive
8446	Todaycininews youtube channela marakama subscribe pannirunka	positive
8447	Thala na lae Mass than daaa	positive
8448	Ithayellam epdi da dislike panna manasu varuthu ungalukku	positive
8449	Verithanam Thalaivalove u thalaiva vera level thalaiva	positive
8450	#3on Trending make it no 1again	positive
8451	kola gandu le irukken..kollama vidamaten semma...	positive
8452	suttu pottalum soori ku comedy varaadhu pola	negative
8453	Iam Telangana but i love tamil movie s	positive
8454	Thala padam eppo varum eppo varum nu verithanama wait pandravanga like pannunga!!!	positive
8455	Kadaram kondan trailer vera level kk movie Mariana waiting	negative
8456	Thalaivaa  tharama iruku vera level 🤗	neutral
8457	Super bro rajinikanth rajinikanth rajinikanth rajinikanth	positive
8458	Irumugan maathiri feel aachu solluravan like poodu	positive
8459	Naangalum....kola gaandula dhaan ....nee appidiye.... cinema layae irundhu...du..... Loosumadhri arasiyaluku vandha....mavane ...thookipottu midhichuduvom....	negative
8460	ithu enda innom 1m likes vangala!!!	positive
8461	Bigil first song 600k like Nkp treaser 800k like than hehehe	positive
8462	Karthi annna vera level-uhhh	negative
8463	Paruda...ivaru lawyerlayaei rowdy lawyera irupar pola	neutral
8464	R A J A Y U V A N	positive
8465	Shanker fans hit like	positive
8466	Ultimate star ajith kumar THALA DA	positive
8467	Ayyo thailava enna thailava ethu mm epdi ?	negative
8468	Video pakkama like potavanga...vanthu attendence pottu ponga	neutral
8469	Goosebumps dhanush Anna dailauge vazhthukkal thalaivaa	positive
8470	Sila thala fans ku thalaye solli irukaru, semma.hatss of thala luv uuuuuuuuuuuu	positive
8471	Rangaraj Pandey ethuku intha padathuku vandharu nu ippa pathi therinchuduchu	positive
8472	Madura petta going to be viral.......	positive
8473	Enakku idhula onnume purila. Enna maari irukuravanga. Or like podunga	negative
8474	Within in 58mins 303K+ likes wow	positive
8475	Vijay Sethupathi is Back nu Soldravanga Vandhu Kila Kuthunga... Likela	negative
8476	#thala teaser la ye therikka vitrukapla	positive
8477	Padam pathutu trailer pakravanga like panunga...	positive
8478	As a neutral fan.. Petta trailer rocks	positive
8479	Appadiyellam Nadakathu......Nadakavum koodathu. Yuvan hatsoff bro. Mass BGM for thala by U1.	positive
8480	Aama yedhuk dislike pannirukanga nallathanaya iruk, oruvela poraamaya irukumo	neutral
8481	Akshay kumar! Siva kumar kitta pesuriya... Manda battharam	positive
8482	தல - veru  enna vendum	positive
8483	Ippa 10.4 LA iruku andha 10.5 mathi vitu polama thala bloods	positive
8484	What a combo rajni sir + vjs + nawaz	negative
8485	Ipdi unmayila nadantha Arrange marriages love marriagesa vida athikarikum Yaarukachum ithu purincha like pannunga	negative
8486	Trending no 1 Since 2days in sri lanka	positive
8487	Trailer oda teaser pudichavanga like podungaa	positive
8488	caller tune la kola gaandla irukkaen mavana kollaama vidamaattaennu dialogue vechaa phone panravan reaction eppadi irukkum	neutral
8489	Vetri + Dhanush + G.V.P + Velraj = Successsssssssssssssssssssss	positive
8490	Yaru la IPo trailer ah pakuringa.....like potu ponga	positive
8491	Rajani fans  hit like here	positive
8492	Classic trailer....  But enaku muttum taa ellam avan seyal movie matri theriyutha 🤔🤔	neutral
8493	Kola gandu le irruken mavane kollama vida maaten - Kaali message to all	negative
8494	Ena ba release agi one day Achu inum trending la varala	negative
8495	karthik supuraj en sunniku samam da thalaiku mela mayeru thanda iukku athu than sotta rajini	negative
8496	Vere level  last scene pwolli	positive
8497	Engayo kadasila ketta maathirikke music ending,  Ohh Sherlock holmes  saaa	positive
8498	Namala asinga paduthanumnu ninaikuravanga kitta revenge yedukurada Vida avanga munnadi nalla vazlndhu kaaturadhu dha biggest revenge Nice movie nice concept	positive
8499	Kola gaandula irukken .... Semma dialog .... Petta adhurudhu	positive
8500	Yuvan Anna fans hit like  here	positive
8501	Enna da nkp theme music ah 0:42 pottu irukinga??!!!	negative
8502	Kali oda aatadha paakaporavanga  Like here	positive
8503	Last linea... Keattavathu thirunthungada rendu fansum {vj v/s thala}	neutral
8504	Phoenix Thala in NKPku marana  Waiting  Agust 10  therika vuduranda	positive
8505	Thalaivaa  70 vayasu aalukku rasiganaaga un veriyanaaga yaen irukaaenu evanaachum keta, poda poi petta trailer paaru puriyum nu solvaen	positive
8506	Andhra telangana tamilnadu all are ajith (thala) fans Telugulo balayya tamil lo thala ajith	neutral
8507	Siripaana tharamana sambavatha inemey tha pakapora	positive
8508	‍8k dislike.. , but awesome trailer	positive
8509	Petta International super star Rajinikanth yaaaa	positive
8510	thala yoda ovevoru dialogue delivery um sema mass Vera level	positive
8511	சிம்பு fans Yarum Irukingala ..?? Ohhh simbu ve illayaa  . Funny guy simbu ..	positive
8512	Padam name Petta Rajini sattaila otta	positive
8513	Pathu sethu pongada gandugala petta kitta matti kanthalaga poreengada chottus	negative
8514	Dai viswasam and nkp bgm mix panna maari iruku	positive
8515	Ne thalabathita mokka vanga readya iru d	negative
8516	Dialogue enna mo engalukku solra mathiri irukke	positive
8517	Ithu Mari movie vidhai pottathu Mr. Sankar	positive
8518	Vera level la irukku I am waiting Thalaivar movie	positive
8519	Sathiyama nalla ila ipo lam pasanga neraiya hollywood padamlam pathutu irukanga idhu ellarukum pudikuma konjam sandhegam dhan	positive
8520	Semma super thalaiva love you	positive
8521	Rajnikant And Akshay  Sir Hit Like Button Share Movie	positive
8522	Ennaku ennamo padam boni agumnu thonala	negative
8523	Honestly, the trailer looks just just ok.	negative
8524	Ennaku Ennamo Intha Padatha Parka Yaarumey Varamaatanga Polaairukku	positive
8525	Ithu koncham viththiyasamana padamayirukkum intha murai thrikka vida poram but openingila Buildups koncham ovara irukku	neutral
8526	Innum trading no 1 thala ne velra leval	positive
8527	Vijay sethupathi bro.. you are always massssssssssuuuuuuuuu....	positive
8528	Vijay sethupathi fans hit like here	positive
8529	Thalaivar Rocks. Thaarmaaaaaaaaaaaaaru. Idhu dhan Thalaivar padam. This is what we are all waiting from a Decade.	positive
8530	Oruthar Mela ninga viswaasam kaatrathukaga inoruthar ah yen asinga paduthuringa.... ... Superb dialog	positive
8531	Maranao massu maranao Tuffu tharano adhuku Thalaivar trailer utharanam	neutral
8532	Thalaivaaaaa...dheivameeee...indha maari ungala paaka ethana varusham dhavam irundhom	positive
8533	Andha last 2:20 sec le  vara kurumba pakaveee waiting Thalaivaaaaaa	positive
8534	Thala  u r beauty	positive
8535	Thala love you so much vera level ummmmaaaaa Thala Mass ultimate  Thala...  king maker...	positive
8536	Adai fansu kadishi dilog ungaluku thaa da	positive
8537	Pride of Indian Cinema Superstar Rajinikanth🤘	neutral
8538	Sema vera level thala mass hero in tamil nadu.....	positive
8539	Innoru kokki kumara pakura mathiriyae irukku	positive
8540	Endaa 41K dislikes? Semma trailer ! -Telugu Fans	neutral
8541	Makkal Selvan VJS Fans Like Here..!	positive
8542	Pure Rajinism....! Thalaivar Rocks... # PettaPaarak	positive
8543	Teaser onnum avala paingaramala Illa average than	negative
8544	I'm suriya Anna fan Naane 100Times Mela pathuten Thala Vera level love you Thala  love you	positive
8545	Trailer semma  idhukku mela vera   enna  venum	positive
8546	ÀLL THE BEST WISHES BY THALAPATHY VIJAY'S FAN	positive
8547	YUVAN BGM .... VERITHANAM OVERLOADED... Love you THALAIVAAAAA <3	positive
8548	da 700k like  mukuthu very bad	negative
8549	Ippa intha trailer pakkuravanga oru like podunga	positive
8550	Thala maturity vera level in last dialogue oruthar ku viswasam kata inoruthar ah asinga padutha vendam	positive
8551	Romba nallaiku appuram oru Goosebump Trailer , Asuran blockbuster hitaga Vaazthugiroam	positive
8552	Thala nee yeppavum vera level I love you	positive
8553	nalla palakam iruku..... yar kathu koduthalum simiram kathupanam........ masssssss	positive
8554	Wow wow wow wow wow thalaivaaaa	positive
8555	Semma semma asuraa namakku thevana namadhan aditchi vanganum	positive
8556	5 time Mela pathvan oru like thatti vidu	positive
8557	Intha age lium king ah irrukaru	positive
8558	BGM kaka mattum marupadium pathavanka like podunka	positive
8559	2:00 mavane kola gaandula irukkein..... Super super super super mass thalaiva	positive
8560	Dhanush Vetrimaran Gv  Yathuku pa promosion panununum Panamala  akum Movie  Don't worry	positive
8561	Ammodi 23k comments just 1hour Vera level	positive
8562	Y U V A N	positive
8563	2.O is awesome trailer Vera leval	positive
8564	True lines - Kola gaandula iruken mavane kollama vida maatten  Warning for all politicians by people	positive
8565	Diwali Ku Semma Adi Vanga Podhu KaiThiThalapathy Pullingo Lam Verithanama Vanthutu IruKom‼	negative
8566	Here before 1000  views	positive
8567	Setthanda rajini haters ella, vada unga tailarukkum enga tailarukkum choli choli pappoma	negative
8568	Ipa than ajith acting ku oru nalla padam set agi iruku, after varalaru movie	positive
8569	Trailer sumaar nd long..ana rajini so like poduren...po. .	positive
8570	Thalapathy fans like podunga paa 🤣🤣🤣🤣🤣🤣	positive
8571	Thalaivar padam idhuku mela enna venum	positive
8572	2:01 Vaseegaran is Dr Richard	positive
8573	Thala fan's lam oru like podunga	neutral
8574	Bigil on diwali  .ho ho hooooooooooooo..Sungu de	negative
8575	Akshay kumar get uP looks like sakthimaan villan..	neutral
8576	CHITTI RELOADED..   EXPECTATION OVERLOADED	positive
8577	Intha depavaliku 3 tharamana padam irruku...Bigil, kaidhi$ Sangathamizhan....How many r waiting 4r Deepavali?	positive
8578	Thalaivaa neenga greatu poonga Pongalukku paakka Thane pora	positive
8579	Trailer Pakka pakka super ah irkku  THALA Yoda acting kku waiting	positive
