	Unnamed: 0	sentence	sentiment	transliteration	translation
9349	9349	Marana mass ah irukke...song um trailer um...saavadi	positive	மராநா மாஸ் அ இருக்கேசங் உம ட்ரைலேர் உம்ஸாவாதீ	Marana mas a iketsang uma trailer umsawadee
9350	9350	Last puch vj fans ka irukumo?	positive	லாஸ்ட் புச வ்ஜ பன்ஸ் கா இருகுமோ	Last pusa vja puns ka irukumo
9351	9351	Pink movie Tamil remake ah ??	positive	பிங்க் மோவி தமிழ் ரேமாம்க் அ 	Pink Movie Tamil Remamc a
9352	9352	Thala marana mass ...  AK AK AK AK AK AK AK AK AK AK	positive	தாலா மராநா மாஸ்   ஏக ஏக ஏக ஏக ஏக ஏக ஏக ஏக ஏக ஏக	Tala Marana Mas Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka Eka
9353	9353	gun rotate style .... pppphhhaaaa vera level ji	positive	குண ரொட்டேட் ஸ்டைல்  பொஹா வேரா லேவேல ஜி	Guna Rotate Style Poha Vera Levela G
9354	9354	Pangalingala inniki Sunday and leave day so adichi thookalamaa thagida thagida thagida thagida ‍‍‍‍‍‍‍‍‍‍‍‍‍	positive	பாம்கலீந்கலா இந்நீகீ சுந்தஏ அண்ட் லீவ் டே சோ அதிசீ தூகலாமா தாகிடா தாகிடா தாகிடா தாகிடா 	Bamkalingala inneekee sundae and leave day so athisee thoogalama takita takita takita takita
9355	9355	Ajith kumar mutta punda nadippin nayakan tha king	negative	அஜீத குமார முத்தா புண்டா நதிப்பின் நாயகந தா கிங்	Ajitha Kumar Mutha is the hero of Bunda river Nayakana Tha King
9356	9356	Ajith kumar i love you sir	positive	அஜீத குமார இ லவ யூ சிர்	Ajitha Kumar e Love U Sir
9357	9357	Valimai Bgm ku yarru waiting	positive	வாலீமாஈ பம் கு யார்ரு வைடிங்	Walimaee bum ku yarru whiting
9358	9358	I think Villadhi villain uh iruka poraru... Marana Mass... Thalaivaaa...	positive	இ திங்க் வில்லதி விலாயின் உஹ இருகா போரரு மராநா மாஸ் தலைவா	E think villathi vilayin uha iruka poraru marana mas thaliva
9359	9359	yavanachum trailer paarthi yeppudi irukunu comment pandrangala.... like kaithi comment bigil.... pottudu irukanuga....	negative	யாவனாசும் ட்ரைலேர் பார்தீ யெப்புடி இருகுநு காமஎண்ட் பம்த்ரம்கலா லைக் கைதீ காமஎண்ட் பிகில் பொட்டுடு இருகாநுகா	Yavanasum Trailer Parthee Yepudi Irugunu Comand Bhamdramkala Like Kaithee Comend Bigil Pottudu Irukhanuka
9360	9360	Aug 10 ku 25+M vivews & 1.2M likes varumnu ethirpaakurean Enna readiya thala bloods	positive	ஆக் 10 கு 25ம் விவேவ்ஸ்  12ம் லீக்ஸ் வரும்நு ஏதீர்பாகுரேஅன் என்னா ரீடியா தாலா ப்ளூட்ஸ்	Ag 10 Ku 25m Vives 12m Leagues Varinu Etheerbhagurean Enna Redia Thala Bloods
9361	9361	Intha padam vetri pera vazhthukkal From Thalapathy fans	positive	இந்தா பதம் வேத்ரீ பேரா வஸ்ஹ்துக்கல் கார்ம் தலாபதி பன்ஸ்	Inda Padam Vetri Pera Vashtukal Garm Thalapati Buns
9362	9362	Trailer la mass ah dha iruku Ana BGM ketta dha engeyo Iman music la ketta Mari iruku...	neutral	ட்ரைலேர் லா மாஸ் அ தா இருகு அநா பம் கேட்டா தா இங்கேயோ இமான் முஸிக் லா கேட்டா மாரி இருகு	Trailer la mas a tha irugu ana bam ketta tha ingeyo iman music la ketta mari iruku
9363	9363	chiyan veriyan ivan pandiyan  street aruppukottai	positive	சியாந வெரியந இவாந பம்டியாந  ஸ்ட்ரீத அருப்புகோட்டை	Siyana Veriyana Iwana Bamdiyana Streetha Aruppukottai
9364	9364	Rajnikanth looks young like telugu hero nani	positive	ரஜநீகாம்த லூக்ஸ் யௌங் லைக் தெலுங்கு ஹீரோ நாநீ	Rajneegamtha Looks Young Like Telugu Hero Nani
9365	9365	ASURAN BGM FOR STATUS DEDICATED TO ALL DHANUSH FANS AND ASURAN MARNA WAITING	positive	அஸுரன் பம் பார் ஸ்டைட்ஸ் டெடிக்கடெட் டூ ஆல் தநுஷ பன்ஸ் அண்ட் அஸுரன் மர்னா வைடிங்	Asuran Bum Bar Stides Dedicated To All Danusha Buns And Asuran Marna Whiteing
9366	9366	Mind la asuran theme mattum dhaan oditu irukku	neutral	மிண்ட் லா அஸுரன் தீம் மட்டும் தாந ஓடிதூ இருக்கு	Only Mint Law Asuran theme is running
9367	9367	BGM therikka uttanda sam cs uh	neutral	பம் தெரிக்கா உத்தம்டா ஸம க்ஸ் உஹ	Bum terika uttamda samaks uha
9368	9368	Nall cartoon padam sankarte sarakku illaiyo	negative	நல் கார்டூன் பதம் ஸம்கர்ட் சரக்கும் இலாயியோ	Nal cartoon padam samkart merchandise also ilaio
9369	9369	What did u say ?	positive	வ்ஹத் டித் உ ஸ்ய 	What did you say?
9370	9370	Lokesh kanagaraj on  Karthi  Eagerly wi8ing 4r கைதி....	positive	லோகேஷ கநாகராஜ ஆன்  கார்தீ  இகேர்லி வி8இங் 4ர் கத	LOKESHA KANAGARAJA ON KARTI IGIRLIE V8ING 4R KATH
9371	9371	Semma semma goose bumps no doubt mega hit thalaivar	neutral	செம்மா செம்மா கூஸ் பம்ப்ஸ் நோ டோப்ட் மேகா ஹித தலைவர	Semma Semma Goose Pumps No Doubt Mega Hita Chief
9372	9372	Interest ha trailer ha paathukunu irrukum bodhu eacha kala Madhri naduvula  ADD ha yean da  poduringa ......	neutral	இன்டரெஸ்ட் ஹா ட்ரைலேர் ஹா பாதுகுநு இர்ருகம் போது ஈசா கலா மாத்ரீ நாதுவுலா  அத் ஹா இயன் டா  போதுரிங்கா 	Interest ha trailer ha badugunu irrugam tha isa kala matri natuula ath ha ian da patharinga
9373	9373	Neraya neraya neraya. Vera level mass thala	positive	நேராயா நேராயா நேராயா வேரா லேவேல மாஸ் தாலா	Neraya Neraya Neraya Vera Levela Mass Tala
9374	9374	I m Waiting Thalaiva...... Pongalukku Theatre Porom.... Thomsam panrom... Ne Kalakku... Rajini Uncle....	positive	இ ம் வைடிங் தலைவா போங்கலுக்கு தேட்ரே போரோம் தோம்ஸம் பண்ரோம நே கலாக்கு ராஜீநீ உன்கிலே	I am whiteing thaliva pongaluk thetre porom thomsam panroma ne kalaku rajini unkile
9375	9375	Looks like chindamani kolakase movie theme	neutral	லூக்ஸ் லைக் சிம்தமாணீ கொலாகாஸ் மோவி தீம்	Looks Like Simthamanee Kolakas Movie Theme
9376	9376	goood last dialogue is very good	positive	கூத் லாஸ்ட் டியாலோகு இஸ் வெரி கூத்	Gooth Last dialogue is very gooth
9377	9377	Ithanda thalaivar petta  Ippadi patta aala poi ranjith naai kitta maativittangaley	neutral	ஈதாந்தா தலைவர பெட்டா  இப்பதி பட்டா ஆலா பாய் ரம்ஜீத நாஈ கித்தா மாட்டிவித்தம்கலே	Ethanda chief petta ipadi patta ala bhai ramjeeta naee kitha mativhamkale
9378	9378	August 8-12 .am first day first show paka poravanga like panunga	positive	ஆகுஸு 812 அம் பர்ஸ்ட் டே பர்ஸ்ட் ஷோ பகா போரவங்கா லைக் பானுங்கா	Agusu 812 Am First Day First Show Baga Borawanga Like Panunga
9379	9379	petta parak... Kola Kandula iruken. Thalaiva redefined	positive	பெட்டா பரக கோலா கம்டுலா இருகென் தலைவா ரெடேபினெட்	Betta paraga kola kamtula irken thaliva redefinet
9380	9380	Mokka da samii, old dialogue, same story , like vellaikaran	neutral	மோக்கா டா ஸமீ ஓல்ட் டியாலோகு ஸமே ஸ்டோரி  லைக் வெல்லைகரண	Mocha Da Same Old Dialogue Same Story Like Vellaikarana
9381	9381	Yaru yaru download paniyum .. YouTube la yae pakuringa repeated ah	positive	யாரு யாரு டவன்லோட் பனியும்ம்  யௌதுப் லா யா பகுரிங்கா ரிபீடெட் அ	YARU YARU DOWNLOAD PANIYUM YOUTUBE LA YA BAGURINGA REPEATED A
9382	9382	Average padamaa than erukum entha  pink ... Dub movies...	negative	அவேராஜ் பதாமா தந எருகம் ஏநதா  பிங்க்  துப் மோவிஸ்	Averaj Badama Thana Erugam Enatha Pink Dub Movies
9383	9383	Wow.... V r waiting..... Thala pola varummaaaa	positive	வோ வ ர் வைடிங் தாலா போலா வரும்மா	Does it sound like a wo var widing tala?
9384	9384	2019 Diwali treat  Bigil - like  Kaithi - cmt	neutral	2019 திவாலி ட்ரேட்  பிகில்  லைக்  கைதீ  கம்ட்	2019 Diwali Trade Bigil Like Kaithi Comt
9385	9385	Idha nambi thaan da theatre ku vanden.. Kadaisila naamatha potingaley da 🤦 🤦	positive	இதா நாம்பீ தான் டா தேட்ரே கு வண்டென் கட்ய்ஸீலா நாமாதா பொடிம்கலே டா  	Ita nambee than da thetre ku vanden kadysila namata potimkale da
9386	9386	G. V. Prakash Kumar Musical     🥁	positive	க் வ ப்ரகாஷ குமார முஸிக்கல்     	GW Prakash Kumara Musical
9387	9387	Bangam da saami.... Vera level trailer baa..pakka mass ....bgm verithanam	negative	பங்கம் டா ஸாமி வேரா லேவேல ட்ரைலேர் பாபக்கா மாஸ் பம் வேரீதநாம்	Bangam Da Sami Veera Levela Trailer Babakka Mass Bam Vereethanam
9388	9388	Motherfuckers la dislike pandranga pola .	negative	மதர்புக்கர்ஸ் லா டிஸ்லிக் பம்த்ரங்கா போலா 	MotherBookers La Dislik Pamtranga Bola
9389	9389	Mass mass mass vera vera level	positive	மாஸ் மாஸ் மாஸ் வேரா வேரா லேவேல	Mass Mass Mass Vera Vera Levela
9390	9390	Niraiya niraiya ne niraiya vaati soltare	positive	நிரையா நிரையா நே நிரையா வாதி சோல்டாரே	Niraiya Niraiya Ne Niraiya Vadi Soldare
9391	9391	Maranam maasu maranam... Toughuu taranumm.... Athukku avanthan porandhu varanum....	positive	மரநாம மாஸு மரநாம டுகூ தாரநும்ம அதுக்கு அவம்தந போரந்து வரநும்ம	Maranama masu maranama dugu taranumma for it avamtana borandu varanumma
9392	9392	Petta baraak  frame by frame sedhukki vachirukanga	positive	பெட்டா பாராக  ப்ராமே பி ப்ராமே ஸேதுக்கி வாசீருகாங்கா	Peta paraga brame b brame setuki vasirukanga
9393	9393	All Karthi Anna Fans mass Diwali Nammaldhu dha otha Verithanamana sambavam iruku...	neutral	ஆல் கார்தீ அந்நா பன்ஸ் மாஸ் திவாலி நம்மல்து தா ஓதா வேரீதநாமாநா ஸம்பவம இருகு	All karthi anna puns mas diwali nammaltu tha oda vreedanamana sambhavama iruku
9394	9394	marninng elunthu undan thala tharishanam thaan	positive	மர்நீந்ங் எலுந்து உந்தந தாலா தாரிஷநாம தான்	Marniing Elundu Undana Tala is Darishanama
9395	9395	Asuran second part veynum nu solranvnga like pannuga	positive	அஸுரன் செகண்ட் பார்ட் வேய்னம் நு ஸோல்ரன்வ்ங்கா லைக் பன்னுகா	Asuran second part waynam nu zolranvnga like pannuga
9396	9396	Vayasukku thagundha kelvi ya kekka sollunga da	neutral	வயாஸுக்கு தாகுந்தா கெளவீ யா கேக்கா சோல்ஜங்கா டா	Dagunta kalavee ya kekka soljanga da for Vyas
9397	9397	Super sir revenge story ya sir but ok andha padipu dialogue SEMA Chidambaram	positive	ஸுபர் சிர் ரேவேந்கே ஸ்டோரி யா சிர் புட் ஓக் அந்தா பதிப்பூ டியாலோகு சேமா சிடாம்பரம	Super sir revenke story ya sir put ok antha patipoo dialogue Seema Chidambaram
9398	9398	கெட்ட பையன் சார் இந்த காளி  dialogue vachurundha ultimate mass  and class aa irundhurukum	positive	கடட பயன சர இநத கள  டியாலோகு வாசுருந்தா அல்டிமாதே மாஸ்  அண்ட் கிளா ஆ இருந்துருகம்	Kata Pyana Chara Anatha Kala Dialog Vasurunda Ultimate Mass and Claw
9399	9399	Oruthar mela viswasam katrathukkaka en aduthavangala asinga paduthuringa	positive	ஓருதார் மேலா விஸ்வஸம் கடராதுக்காகா ஏந அதுதாவம்கலா அசிங்கா படுதுரீந்கா	Orudhar Mela Visvasam Kadarathukaka Ena Atudavamkala Asinga Padudhurinka
9400	9400	thalaivar pazhaya style gethu yella appadihey iruku	positive	தலைவர பஜ்ஹாயா ஸ்டைல் கேதும் எல்லா அப்பதீஹே இருகு	Chairman Bajhaya Style Ketum Ella Appadihe Iruku
9401	9401	Vijay WON NO RECORD BROKEN BY 2.0 TRAILER	negative	விஜய வன் நோ ரெகார்ட் ப்ரோகென் பி 20 ட்ரைலேர்	Vijaya Van No Record Broken P20 Trailer
9402	9402	Onnum Puriyala Theater la poi thunga tha seiyanum	positive	ஓன்னம் புரியாலா தீட்டர் லா பாய் தங்கா தா சியாநும்ம	Onnam buriyala theeter la bhai thanga tha siyanumma
9403	9403	0:15 to 0:51 bgm stolen from Han Zimmer	negative	015 டூ 051 பம் ஸ்டோல்ன் கார்ம் ஹன் ஸிம்மேர்	015 do 051 bum stoln carm hun zimmer
9404	9404	eppavume namma thala thaan trending no 1	positive	இப்பாவுமே நாம்மா தாலா தான் ட்ரெண்டிங் நோ 1	Ibbaumme Namma Thala is trending no 1
9405	9405	Intha padathil don alleyaaa..ith enna mayam	positive	இந்தா பதாதில டான் அல்ல்யைத என்னா மாயம	Don Alliyaita Enna Mayama in Inda Pada
9406	9406	I love Vikram movie s as kannadiga	positive	இ லவ விக்ரம் மோவி ஸ் அஸ கந்நாதீக	E Love Vikram Movie S As Gannathika
9407	9407	Dailyum trailer ah thirumba thirumba paakuravanga like pannunga	neutral	டைல்ய்ம் ட்ரைலேர் அ திரும்பா திரும்பா பாகுரவங்கா லைக் பன்னுங்கா	Daytime trailer a duhra duhra pakurawanga like pannunga
9408	9408	Pink movie ... hit in bollywood...	positive	பிங்க் மோவி  ஹித இன் பொலிவுட்	Pink Movie Hita in Bollywood
9409	9409	eii...pongal ku evanavathu visuvasam kusuvasam nu vantha appadiyae oodi poiru kola kaandula irukaen**tha screen kilinchurum	negative	ஏஈபோங்கல் கு ஏவாநாவாதும் விஸுவாஸம் குஸுவாஸம் நு வம்தா அப்பதியா ஊடி பாயிரு கோலா காண்டுலா இருகேந்தா ஸ்க்ரீன் கிலின்சுரம்	Aeepongal ku evanavadum visuvasam kusuasam nu vamta apadiya oodi pairu kola kandula irukenta screen kilinsuram
9410	9410	Idhu thala , adha vittu shivakuda mokka movies la nadichutu	positive	இது தாலா  அதா வித்து ஷிவாகுதா மோக்கா மோவிஸ் லா நதிசுதும்	This is tala ada vitu shivakuta mocha movis la nadisudhum
9411	9411	Sema Mass.. waiting, Sankar sir great	positive	சேமா மாஸ் வைடிங் ஸம்கர சிர் க்ரேட்	Seema Mas Widing Samkara Sir Crate
9412	9412	Hahaha... Shakthi Maan nu nenachu Maadi la irundhu kudhicha 90s kid Da Naanga.!!!?	positive	ஹஹாஹா ஷக்தீ மாந நு நேநாசு மாதி லா இருந்து குதீசா 90ஸ் கிட் டா நாம்கா	Hahaha Shakti Maana Nu Nenasu Maathi Laa From Kutisa 90s Kid Da Namka
9413	9413	Ore time la 2,3sotting powaru pola	negative	ஓர் டைம் லா 23சோட்டிங் போவாரூ போலா	Or time la 23soting like Bovarou
9414	9414	Indian Brucelee  Vera Level  Paaaaaa	neutral	இந்தியன் புரூஸ்லி  வேரா லேவேல  பா	Indian Brucella Vera Levela pa
9415	9415	Teaser mokka sonavangaa Ida parthu meralaporanga	neutral	டெஸ்ர் மோக்கா ஸோநவங்கா இடா பார்தும் மேரளபோரம்கா	Tesr Mocha Sonawanga Ida Parthum Meralaporamka
9416	9416	Yuvaaan fans.    z	positive	யுவாந பன்ஸ்    ஸ்	Yuvana Puns S
9417	9417	Oru ponnukita poai kekra kelvia paaru	positive	ஓரு போந்நுகீதா போஐ கேக்ரா கெல்வியா பாரு	A bonnukita poi kegra kelvia baru
9418	9418	Otha..... bigil  ..hoooo.....hoooo🤣🤣🤣🤣kaithi team sema	positive	ஓதா பிகில்  ஹூஹூகைதீ டீம சேமா	Oda Bigil Huhoogaidee Teema Seema
9419	9419	thalaiva semma mass trailere summa adirudula thaliva	positive	தலைவா செம்மா மாஸ் ட்ரைலேரே சும்மா அதிருதுலா தாலீவா	Thaliva semma mass trailere summa athirutula thaliva
9420	9420	Namma Kita Kaadu iruntha edthukuvanungo, Kaasu iruntha pudungikanuvo, Padipa Matum eduka mudiyathu, Best dialogue and story	positive	நாம்மா கிதா காடு இருந்தா எட்துகுவாநும்ங்கோ காஸு இருந்தா புதும்கிகனுவோ பதீபா மாதும ஏதுகா முதியாது பெஸ்ட் டியாலோகு அண்ட் ஸ்டோரி	Namma Gita Kadu Tuva Ethukwanumngo Kasu Tuva Pudumkiganu Padipa Matuma Ethuka Mudiyatu Best Dialogue and Story
9421	9421	Thalaivara vanga vanga  kola mass irukku... Mor(10.00) mani showkku kandippa unka tharasinam tha...	positive	தலைவாரா வம்கா வம்கா  கோலா மாஸ் இருக்கு மோர்1000 மணி ஷோக்கு கந்திப்பா உநகா தரசிநம் தா	Thalaivara vamka vamka kola mas ru more 1000 mani show kandippa unaka tarasinam tha
9422	9422	Padathula ethana per irunthaalum Thalaivar thaniya theriyuraru pa Mass marana mass trailer..........	negative	பதாதுலா எதாநா பர் இருந்தஆலும தலைவர தாநீயா தெரியுராரு பா மாஸ் மராநா மாஸ் ட்ரைலேர்	Badatula Ethana Par Utaaluma President Taniya Teriuraru Ba Mass Marana Mass Trailer
9423	9423	Trailer attamyai Vera Level,app padam atthukum melai..	positive	ட்ரைலேர் அத்தம்யஈ வேரா லெவெலாப்ப பதம் அத்துகம் மெலாஈ	Trailer athamyaee vera levelappa padam athukam melaee
9424	9424	Bgm visvasam bgm slow motion la ketta madhiri iruku.	negative	பம் விஸ்வஸம் பம் ஸ்லோ மோட்டின் லா கேட்டா மதிரி இருகு	Bam viswasam bam slow mode la kata madiri iruku
9425	9425	Song umailaye nallarku lyrics Ku ethamari yuvan tune pannirkaru Ithu Oru emotional song.	positive	சோங் உமைளாயே நல்லார்கு லைரிக்ஸ் கு ஏதமாரீ யுவந தூன் பந்நீர்கரும் ஈது ஓரு எமோதியோனல் சோங்	Song Umailaye Nallargu Lyrics Ku Ethamari Yuvana Toon Panneerkarum Edu Oru Emotional Song
9426	9426	Dae ne la thirunthave maatiya padam nadikurana padam intha lachanathula evuru iron man voice panrara thu .	negative	தஏ நே லா தீரும்தவே மாட்டியா பதம் நதிகுரானா பதம் இந்தா லசநதுலா ஏவுரு இரோன் மன் வோஈஸ் பம்ரரா து 	Tae ne la thirumdave matiya padam nadigurana padam inda lasanatula evuru iron man voies pamrara du
9427	9427	pakathana porra pongaluku engaloda aatatha 10th JANUARY 2K19	positive	பகாதாநா போரா போங்கலுகு எங்களூடா ஆததா 10த ஜனவரி 2கே19	Pakadana Bora Pongaluku Omudda Adatha 10th January 2K19
9428	9428	Petta parrraakkk... mass 1990 rajini sir..	positive	பெட்டா பார்ராக்க மாஸ் 1990 ராஜீநீ சிர்	PETA BARRACHA MASS 1990 RAJEENI SIR
9429	9429	Nega vunmai yana thala fan aaa. iruntha 30 million views Ku kondu poga papom	positive	நேகா வுந்மாஈ யாநா தாலா பன் ஆ இருந்தா 30 மில்லியன் வியஸ் கு கோண்டு போகா பைபோம்	Nega wunmae yana tala pan aa ifta 30 million vies ku kondu poga bibom
9430	9430	Pink 2 looks like who thinks ????	positive	பிங்க் 2 லூக்ஸ் லைக் வோ தீநக்ஸ் 	Pink 2 looks like wo tenks
9431	9431	idhellam oru trailer ah? mayiru madhiri iruku...	negative	இதேள்ளம் ஓரு ட்ரைலேர் அ மயிரு மதிரி இருகு	There is also a trailer of Mairu Madiri
9432	9432	I'm a thalapathy fan but ending thala semmaiya irukaru bha	positive	இம் ஆ தலாபதி பன் புட் எண்டிங் தாலா செம்மாயா இருகாரு பா	Im aa thalapati pan put ending tala semmaya irukaru pa
9433	9433	Vera level Of Kollywood proud Of you Shankar sir	positive	வேரா லேவேல ஆப் கொல்லிவுட் ப்ரூத் ஆப் யூ ஷங்கர சிர்	Vera Levela of Kollywood Broth of U Shankara Sir
9434	9434	Podura podura like ah... Chiyaan back with bang... Wat a stylish making...	positive	போதுரா போதுரா லைக் அ சியாந பக் வித் பங் வாட ஆ ஸ்டைலிஷ மகிங்	Pathara Pathara Like a Chiana Buck with Bung Wada aa Stylish Making
9435	9435	Tears thalaivaaaa. Un kavalan en adhil enaku enrume perumai. Petaaa thalaivar paraak	negative	டேர்ஸ் தலைவா உன் கவலந ஏந அதில இநகு இன்ருமே பெருமாஈ பேடா தலைவர பராக	Dare&#39;s leader, take care of your concern
9436	9436	Na kuda mokkaya irukumnu nenachan, but nalla dhaan iruku ...  But Theatreku ponuma nu yosanayave iruku...	positive	நா குடா மோக்கயா இருகும்நூ நேநாசந புட் நல்லா தாந இருகு   புட் தேட்ரேகு போனுமா நு யோஸநாயாவே இருகு	Na kuta mokaya irukumnu nenasana put nala tana iruku put thedreku panuma nu yosanayawe iruku
9437	9437	Super star is always a super star... Indha mathiri padangala dan paaka aasai padrom...	positive	ஸுபர் ஸ்டார் இஸ் ஆழ்வாய் ஆ ஸுபர் ஸ்டார் இந்தா மதீரீ படாம்கலா தன் பாகா ஆஸாஈ பத்ரோம்	Super Star Is Alvai Aa Super Star Inda Maderee Patamkala Dhan Baga Aasai Badrom
9438	9438	Movie semmya eruka poguthu..i am thalapahy fan but i like thala ajith.	positive	மோவி செம்ம்யா ஏருகா போகுதுய் அம் தலாபஹி பன் புட் இ லைக் தாலா அஜீத	Movie Semmya Eruka Pokutui Am Talabahi Bun Put I Like Thala Ajeeta
9439	9439	1:08 Yov Military nee engaya inga :0 :0	positive	108 யோவ் மிலிட்டரி நீ இங்காயா இங்கா 0 0	108 yow military ne ingaya inga 0 0
9440	9440	Thala yoda kusu va kudinga daa...avan vaithayalaya nakkunga daa chunni chappigala!	negative	தாலா யோதா குஸு வா குடிங்கா தாவந வைதயாலயா நக்குங்கா தா சுந்நீ சாப்பீகலா	Tala yoda kusu va kudinga davana vaidayalaya nakunga tha sunni chappikala
9441	9441	Thala Marana mass U1 music mass	positive	தாலா மராநா மாஸ் உ1 முஸிக் மாஸ்	Thala Marana Mass U1 Music Mass
9442	9442	Opening alam nalla than irukku finishing sarillaye pa!	neutral	ஓபெனிங் ஆலம் நல்லா தந இருக்கு பீநிஷிங் ஸரில்லயே பா	The opening is good, but the finishing is not good
9443	9443	Padatha takkunu release panni udunga pa... Wait panna mudila...	negative	பதாதா டக்குநு ரெலியாஸ் பந்நீ உதுங்கா பா வாத் பன்னா முதிலா	Padada takunu relias panni udunga pa wat panna mudila
9444	9444	Romba naal ku aprum oru nalla movie panraru thala	positive	ரோம்பா நால் கு அப்ரம் ஓரு நல்லா மோவி பம்ரரு தாலா	Rompa nal ku abram oru nalla movi pamraru tala
9445	9445	Bigil padathuku sangu utha verila irukanda kaithi	neutral	பிகில் பதாதுகு ஸங்கு உதா வெரீலா இருகாந்தா கைதீ	Bigil Padatuku Sangu Uda Verila Irukanta Kaithee
9446	9446	I'm Telugu VijaySethupathi AnnA Movie Pakka Blockbuster....	positive	இம் தெலுங்கு விஜய்ஸேதுபதீ அந்நா மோவி பக்கா ப்ளாக்புஸ்டர்	This Telugu Vijaysetupathi Anna Movie is a Blockbuster
9447	9447	Trailer pudichirukko illayo siva kitta irunthu thala thappichathe pothum nu ninaikuravanga hit like here	neutral	ட்ரைலேர் புதிசிருக்கோ இள்ளாயோ ஸீவா கித்தா இருநது தாலா தாப்பீசாதே போதும் நு நீநைகுரவங்கா ஹித லைக் ஹேரா	Trailer Pudhisirukko Illayo Siva Kita Irunadu Thala Thappisade Satu Nu Neenaikurawanga Hita Like Hera
9448	9448	Ellam ok intha mugamoodi mathiri irukathunu ninaikiren	positive	எல்ளம் ஓக் இந்தா முகாமூதி மதீரீ இருகாதுநு நீநைகிரேந	Ellam ok inda makanuthi madiri irukatunu neenaikerena
9449	9449	Unkitta irukura padippu .. yaarum thiruda mudiyaadhu # purinjavan pistha	positive	உந்கித்தா இருகுரா பதிப்பு  யாரும் திருடா முதியாது  பூரிந்ஜாவாந பிஸ்தா	Unkitta Irukura version none thiruta mudiyadu purinjawana pistachio
9450	9450	Marana waiting	positive	மராநா வைடிங்	Marana Whiting
9451	9451	Thalaiva oru 10 varusam munadi patha mari iruka	positive	தலைவா ஓரு 10 வருஸம முனாதி பதா மாரி இருகா	Thaliva is a 10-year Munadi Pada Mari Iruka
9452	9452	THIS IS REMAKED VERSION OF PINK	positive	தீஸ் இஸ் ரேமாம்கெட் வெர்ஷன் ஆப் பிங்க்	This is the remamket version of Pink
9453	9453	1:55 ipoyachum thirundhunga da Thala-Thalapathy fans	positive	155 இபோயாசம் திருந்துங்கா டா தலதலாபதி பன்ஸ்	155 Iboyasam Tiruntunga Da Thaladalapati Buns
9454	9454	Thala nalae mass tan....ithu massoo massuuu	positive	தாலா நளஏ மாஸ் தாநீதும் மஸ்ஸூ மஸ்ஸூ	Tala nala mas thaneetum mazoo mazoo
9455	9455	no 4k? dai sarkar ke4k inche da .im disappointed	negative	நோ 4கே டை சர்கர் கே4கே இஞ்ச் டா இம் திசாப்பாயிண்டெட்	No 4k die sugar k4k inch da im disapointed
9456	9456	Kola gaandla iruka kollama Vida maata rajinism	positive	கோலா கான்ட்லா இருகா கொல்லாமா விதா மாதா ராஜீநீஸம்	Kola kandla iruka kollama vida mata rajeenism
9457	9457	Our target is 500k likes for today	positive	ஓர் தார்கட் இஸ் 500கே லீக்ஸ் பார் டுடே	Or tarkat is 500k leaks bar today
9458	9458	Thala wil make us proud by nerkondapaarvai movie	positive	தாலா வில் மக் உஸ் ப்ரூத் பி நெர்கோந்தாபார்வாஈ மோவி	Thala Will Mak Us Bruth B Nergontha Parvaee Movie
9459	9459	Its a Hindi pink movie remake...	positive	இட ஆ ஹிந்தி பிங்க் மோவி ரேமாம்க்	Ida Ah Hindi Pink Movie Remamc
9460	9460	Evergreen superstar ,thalaivar mass intha vayathilum,make up irunthalum set aka vendumallava,thalaivar unmayilaiye marana mass.	positive	எவர்க்ரீன் ஸுபர்ஸ்டார் தலைவர மாஸ் இந்தா வாயாதீலும்மக உப இருந்தலம் செட் அகா வேம்துமல்லாவதாலைவர உந்மாயீலாயெ மராநா மாஸ்	EVERGREEN SUPERSTAR CHAIRMAN MAS INDA WAYATHILUMMAKA UPA VITALALAM SET AKA VEMDUMALLAVATHALAIVARA UNMAYILAYE MARANA MAS
9461	9461	Ajeeth Vijay mass super star Marana mass 3	neutral	அஜித விஜய மாஸ் ஸுபர் ஸ்டார் மராநா மாஸ் 3	Ajith Vijay Mas Super Star Marana Mas 3
9462	9462	Thala naa mass thala mattum dhaan mass yeh	positive	தாலா நா மாஸ் தாலா மட்டும் தாந மாஸ் யே	Tala na mas tala only dana mas ye
9463	9463	Are u virgin ngrathu mass dialogue ahm...ennada unga akkaporukku alave illa...	neutral	அர் உ வெர்ஜின் ங்ராதும் மாஸ் டியாலோகு அஹ்மம்நடா உங்கா அக்கபோருக்கு அலவ் இல்லா	Ar u vergin ngratum mas dialogu ahmamnada unga akaboru no alau
9464	9464	Watha verithanam karthi  Bigil kuppai enna aaga pogutho	negative	வாதா வேரீதநாம் கார்தீ  பிகில் குப்பஐ என்னா ஆகா போகுதோ	Vada vereedanaam karthi bigil kuppai enna aga pogudho
9465	9465	70 Million dollar CGI  But still sucks	positive	70 மில்லியன் டால்லர் க்கீ  புட் ஸ்டில் ஸுக்ஸ்	70 Million Dollar Key Put Still Sucks
