	Unnamed: 0	uid	sentence	lang	sentiment	translation
9569	9569	9570	Nuevo banner en el canal Zombers !! ^^ ya me dirán sus opiniones de si les gusta o no ! :D	['ES', 'EN', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	positive	New banner in the canal Zombers !! ^^ of me they will say their opinions of and them like O no ! :D
9570	9570	9571	no quiero empezar el packing my shit process .. .	['ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA', 'NA']	negative	no I want start the packing my shit process .. .
9571	9571	9572	"by "" En la #alfombraroja #50masbellos … http://t.co/Xh7tIReatV"	['EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA']	positive	"by "" In the #Red carpet #50masbellos … http://t.co/Xh7tIReatV"
9572	9572	9573	free para ver a tu family haha and yess . Yes I am haha y tu ?	['EN', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'ES', 'ES', 'NA']	positive	free for to see a that family haha and yes . Yes I am haha Y that ?
9573	9573	9574	anyways no quiero ir al cielo , seria muy aburrido . Bye .	['EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA']	negative	anyways no I want and al sky , would be very bored . Bye .
9574	9574	9575	hablame al group :-)	['ES', 'ES', 'EN', 'NA']	positive	tell me al group :-)
9575	9575	9576	Quiero un roadtrip	['ES', 'ES', 'EN']	positive	I want and roadtrip
9576	9576	9577	White privilege un carajo . Ya callense chorro de gente quejona . Lo que hizo esta mal y ya . No tiene que ver nada con su raza .	['EN', 'EN', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	negative	White privilege and fuck . Of callense jet of people she complains . It what those is times Y of . No have what to see anything with are raza .
9577	9577	9578	#bendito #elvacilondelaGatita Lol	['ES', 'ES', 'EN']	neutral	#blessed #elvacilondelaGatita Lol
9578	9578	9579	Y VAMOS CON UN #MeloSalseo PARA HOY , BABIES . HAGAN SUS PREGUNTAS , esta vez , sobre el AMOR . Consejos , dudas , todo lo que queráis . :)	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	positive	Y WE WILL WITH AND #MeloSalseo FOR TODAY , BABIES . HAGAN THEIR QUESTIONS , is turn , about the LOVE . Tips , Doubts , all it what you want . :)
9579	9579	9580	El vlog de hoy , pequeños botecitos de tinta : MI NUEVO Y PRECIOSO TATUAJE	['ES', 'EN', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES']	positive	The vlog of today , little ones little boats of ink : ME NEW Y PRECIOUS TATTOO
9580	9580	9581	PINK LOVER 💕 Weekend outfit 🎵 GYPSY SUMMER 🎵 #salhuaclothing Blusas a cuadros http://t.co/RhCw1JULab	['EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'EN', 'ES', 'ES', 'ES', 'NA']	positive	PINK LOVER 💕 Weekend outfit 🎵 GYPSY SUMMER 🎵 #salhuaclothing Flea a paintings http://t.co/RhCw1JULab
9581	9581	9582	Tu eres mi gusto , mi flow .	['ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'EN', 'NA']	positive	That are me like , me flow .
9582	9582	9583	Zombers nunca he hecho un directo , pero creo que pronto haré uno y asi ya voy sorteando el album ^^	['EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	positive	Zombers Never he done and straight , but I think what ready I will do one Y but of I go raffling the album ^^
9583	9583	9584	No goodbyes , just hello 's	['ES', 'EN', 'NA', 'EN', 'EN', 'EN']	positive	No goodbyes , just hello 's
9584	9584	9585	Cuando la mujer tira indirectas y no contestan nada .. .. .. lol #temasdepareja #elvacilondelaGatita	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'EN', 'ES', 'ES']	positive	When the woman strip indirect Y no they answer anything .. .. .. lol #temasdepareja #elvacilondelaGatita
9585	9585	9586	wow que difícil fue convencerme en verdad	['EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	negative	wow what difficult it was convince me in TRUE
9586	9586	9587	OMG SE ACABA DE SUBIR EL VLOG !! SÉ QUE ES UN POCO TARDE PARA ESPAÑA PERO LATINOAMÉRICA SIGUE A TOPE !! VAMO VAMO 😃😍	['EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'NA']	positive	OMG SE ENDS OF RIDE UP THE VLOG !! SEE WHAT IT IS AND LITTLE BIT AFTERNOON FOR SPAIN BUT LATIN AMERICA FOLLOW A TOPE !! LET&#39;S GO LET&#39;S GO 😃😍
9587	9587	9588	"“ : Cherophobia is the fear of being too happy because "" something tragic "" will happen . ” Yo tengo esta mierda"	['NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES']	negative	"“ : Cherophobia is the fear of being too happy because "" something tragic "" will happen . ” They I&#39;ve got is shit"
9588	9588	9589	Argentina !! !! !! !! ! ÷ !! ! ÷÷÷ Congrats #Elvacilondelagatita http://t.co/WU8Ziid8nT	['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'EN', 'ES', 'NA']	positive	Argentina !! !! !! !! ! ÷ !! ! ÷÷÷ Congrats #Elvacilondelegated http://t.co/WU8Ziid8nT
9589	9589	9590	nene hello te puedo ver tuitiando	['ES', 'EN', 'ES', 'ES', 'ES', 'ES']	positive	nene hello the Can I to see tuiting
9590	9590	9591	HAHA solo intento abrir contactos para hacer algo épico en el canal , así que petar el tweet anterior a ver si lo ve ! ^^ ajaja	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES']	positive	HAHA alone try Open contacts for do something epic in the canal , So what peter the tweet anterior a to see and it ve ! ^^ command
9591	9591	9592	Feliz cumple a Una Chica super fashion , ASI Somos las Capricornianas ! 👗👠🎁🎉🎈🎂	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	positive	Happy meets a A Girl super fashion , BUT Are the Capricornianas ! 👗👠🎁🎉🎈🎂
9592	9592	9593	Friday #ElvacilondelaGatita	['EN', 'ES']	neutral	Friday #ElvacilondelaGatita
9593	9593	9594	Gracias por el Snack en la campo rico !! súper rico como siempre !! Sigan así ! http://t.co/GzD8bnTrd5	['ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'NA', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'NA', 'NA']	positive	Thank you by the Snack in the field rico !! super rico as forever !! follow So ! http://t.co/GzD8bnTrd5
9594	9594	9595	Hay q organizarnos #fashionteam 👗👠	['ES', 'ES', 'ES', 'EN', 'NA']	neutral	Hay q organize ourselves #fashionteam 👗👠
9595	9595	9596	#GanaleAlaManana Despertarme y tenerlas conmigo #MorningWin #Miami http://t.co/nTJgOiJrcL	['ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA']	positive	#GanaleAlaManana Wake up Y have them with me #MorningWin #Miami http://t.co/nTJgOiJrcL
9596	9596	9597	Déjame comerme un guineo y callarme , puñeta , porque le voy a seguir saliendo bicha a to ' el mundo	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'ES']	negative	Let me eat me and banana Y shut up , damn , why the I go a follow coming out fag a to ' the world
9597	9597	9598	q bella !! ! Happy Bday a ella ! Q grande , comí pasa el tiempo .	['ES', 'ES', 'NA', 'NA', 'EN', 'EN', 'ES', 'ES', 'NA', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA']	positive	q bella !! ! Happy Bday a she ! Q great , I ate happens the weather .
9598	9598	9599	lowkey indirecta .. .?	['EN', 'ES', 'NA', 'NA']	negative	lowkey hint .. .?
9599	9599	9600	QUE FUCKING HAMBRE	['ES', 'EN', 'ES']	negative	WHAT FUCKING HUNGER
9600	9600	9601	No puedes hacer un change request ?	['ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'NA']	neutral	No you may do and change request ?
9601	9601	9602	que annoying	['ES', 'EN']	negative	what annoying
9602	9602	9603	Mi perra está enferma y toda mi familia ha llamado a casa a ver como está jajaja que cute	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN']	positive	Me bitch it is ill Y all me family he has called a House a to see as it is LOL what cute
9603	9603	9604	NeXT flight out is in 16 Hours ! El saludo !! !	['EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'NA', 'ES', 'ES', 'NA', 'NA']	positive	NeXT flight out is in 16 Hours ! The greeting !! !
9604	9604	9605	🌾 NATURE is the ART of GOD 🍃 Disfruta de los nuevos collares con detalles de hojas -> hippie mode ! a tan sólo $ 11.50 http://t.co/lcdD63Ijvw	['NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA']	neutral	🌾 NATURE is the ART of GOD 🍃 Enjoy of the new necklaces with details of sheets -> hippie mode ! a tan single $ 11.50 http://t.co/lcdD63Ijvw
9605	9605	9606	-Hoy creo que es el concierto de enanitos verdes +De qué .. . los smurfs ? Dios dame paciencia	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'EN', 'NA', 'ES', 'ES', 'ES']	neutral	-Today I think what it is the concert of dwarf greens +From what .. . the smurfs ? God dame patience
9606	9606	9607	He añadido un vídeo a una lista de reproducción de ( http://t.co/vLB0q3fjrC - Nuevo capítulo - Kronno & Nery Godoy |	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'ES', 'ES', 'NA', 'EN', 'NA', 'NA', 'NA', 'NA']	neutral	He added and video a a list of reproduction of ( http://t.co/vLB0q3fjrC - New chapter - Kronno & nery Godoy |
9607	9607	9608	Un look Muy classy y juvenil para hoy en http://t.co/B7vEYJj3	['ES', 'EN', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	neutral	And look Very classy Y youth for today in http://t.co/B7vEYJj3
9608	9608	9609	Drew es pal de sexy	['EN', 'ES', 'ES', 'ES', 'ES']	positive	Drew it is pal of sexy
9609	9609	9610	El vlog de hoy , pequeños vinos calientes : MAMI MELO PARTE DOS	['ES', 'EN', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES']	positive	The vlog of today , little ones wines hot : MAMI MELO PART FROM
9610	9610	9611	Para lucir bella y radiante Necesitas maquillaje , pelo y vestuario soon ! http://t.co/MH6dTm4N	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA']	neutral	For shine bella Y radiant You need make-up , fur Y locker room soon ! http://t.co/MH6dTm4N
9611	9611	9612	Muy pero que muy atentos a mi próximo tweet .. . A mas de uno se le puede parar el corazón .	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	neutral	Very but what very attentive a me next tweet .. . A but of one with the can to stop the heart .
9612	9612	9613	#OsomIsComing , ¿ eh ? Intelechante .. . MUY intelechante .	['EN', 'NA', 'NA', 'ES', 'NA', 'ES', 'NA', 'NA', 'ES', 'ES', 'NA']	positive	#OsomIsComing , ¿ eh ? Intelligent .. . VERY intelligent .
9613	9613	9614	Roadtrip !! Hoy es viernes para mi !	['EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	positive	Roadtrip !! Today it is Friday for me !
9614	9614	9615	Imagen Modeling by La Gatita Foto José Naranjo . Modelo Yanielis Alvarez . Registraciones …	['ES', 'EN', 'EN', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'ES', 'NA', 'NA', 'NA', 'ES', 'NA']	neutral	Image Modeling by The cooked Photo José Naranjo . Model Yanielis Alvarez . registrations …
9615	9615	9616	El #Perrito mas entrenado del mundo . Que cosa mas inteligente son los mascotas de uno . #petlover #dogs … http://t.co/5E1QIApPMK	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'NA', 'NA']	positive	The #Puppy but trained of world . What What but intelligent son the pets of one . #petlover #dogs … http://t.co/5E1QIApPMK
9616	9616	9617	El vlog de hoy , pequeños cortes de pelo : CAMBIO DE PELO !!	['ES', 'EN', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA']	positive	The vlog of today , little ones polite of fur : CHANGE OF FUR !!
9617	9617	9618	#MorningWin #Ganalealama ñana http://t.co/zGS2VgFDbr	['EN', 'ES', 'ES', 'NA']	neutral	#MorningWin #winalama plants http://t.co/zGS2VgFDbr
9618	9618	9619	Excelente compartir contigo gracias por tu amistad u rock	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN']	positive	Great to share with you Thank you by that friendship in rock
9619	9619	9620	mami viene pa acá so me voy con ella , te aviso cuando llegueeee	['ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES']	positive	mami he comes well here so me I go with she , the Warning when arriveeeee
9620	9620	9621	Accesorio de hoy -> blue moon collar http://t.co/d0OgA9BD4q	['ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'ES', 'NA']	neutral	Accessory of today -> blue moon collar http://t.co/d0OgA9BD4q
9621	9621	9622	Baby confiesales , dile de una vez .	['EN', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA']	neutral	Baby confiesales , say it of a turn .
9622	9622	9623	#quote #elvacilondelagatita #monday	['EN', 'ES', 'EN']	neutral	#quote #elvacilondelegatita #monday
9623	9623	9624	No one gets how much I love sleeping	['ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN']	positive	No one gets how much I love sleeping
9624	9624	9625	Maleta lista para #nyc #falltrendreport #stylist #myjob http://t.co/ZGiTvPdttX	['ES', 'ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'NA']	negative	Bag list for #nyc #falltrendreport #stylist #myjob http://t.co/ZGiTvPdttX
9625	9625	9626	Perder peso de forma inteligente , por . INTERESANTE VÍDEO , BABIES . 🔥	['ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'ES', 'ES', 'NA', 'EN', 'NA', 'NA']	positive	Lose weight of form intelligent , by . INTERESTING VIDEO , BABIES . 🔥
9626	9626	9627	im in the airport .. . te espero ? jajajaja	['EN', 'EN', 'EN', 'EN', 'NA', 'NA', 'ES', 'ES', 'NA', 'ES']	neutral	in the in the airport .. . the expect ? LOL
9627	9627	9628	En serio . Happy bowls anyone ??	['ES', 'ES', 'NA', 'EN', 'EN', 'EN', 'NA']	neutral	In serious . Happy bowls anyone ??
9628	9628	9629	jajajajajes una rar jajaja jodiendo that 's her job hun ! me pregunto que te preguntara ¿ como te fue ? .. . estas viva ?	['ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'ES', 'ES', 'NA']	neutral	hahahaha a rar LOL fucking that 's her job she ! me I ask what the ask ¿ as the it was ? .. . is viva ?
9629	9629	9630	el struggle de toda la tarde jajajaj	['ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES']	positive	the struggle of all the afternoon hahaha
9630	9630	9631	#elvacilondelagatita #halloween party hialeahpark	['ES', 'EN', 'EN', 'EN']	neutral	#elvacilondelegatita #halloween party hialeahpark
9631	9631	9632	Shoulders out may you wish to have one 💫 tu quieres una #dreamscometrue 💫 Pedidos 096.880.7384 #AllYouNeedIsEcuador	['EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'EN', 'NA', 'ES', 'NA', 'EN']	neutral	Shoulders out may you wish to have one 💫 that you want a #dreamscometrue 💫 Requests 096.880.7384 #AllYouNeedIsEcuador
9632	9632	9633	I feel you , se me van hasta las ganas de comprar	['EN', 'EN', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	negative	I feel you , with me from until the desire of purchase
9633	9633	9634	yo no estoy en la uni bobolon , pero voy paya ya mismo so mas vale que te vea	['ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES']	neutral	they no am in the him silly , but I go swamp of same so but Valley what the see
9634	9634	9635	Buenos Dias Ramon y Feliz lunes para ti ! A sonreir a la Vida y a lo demas que Next !	['ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	positive	Good Days Ramon Y Happy Monday for of ! A smile a the Life Y a it the rest what Next !
9635	9635	9636	Una combi ' china , Gooooood , qué rico	['ES', 'ES', 'NA', 'NA', 'NA', 'EN', 'NA', 'ES', 'ES']	positive	A combi ' china , Gooooood , what rico
9636	9636	9637	Manana empiezan los two a days 😭	['ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'NA']	negative	We have they start the two a days 😭
9637	9637	9638	Road trip improvisado .. ..	['EN', 'EN', 'ES', 'NA', 'NA']	positive	Road trip improvised .. ..
9638	9638	9639	ALÁBALO QUE VIVE !! !! !! ! MEJOR NOTICIAAAAAAAA EVER	['ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'NA', 'ES', 'ES', 'EN']	positive	ALABALO WHAT LIVE !! !! !! ! BETTER NEWSAAAAAAAAA EVER
9639	9639	9640	Ohio state gana este	['NA', 'EN', 'ES', 'ES']	positive	Ohio state enough It is
9640	9640	9641	Si le dais a rt al tuit del vídeo como locos os amaré . Para siempre no porque oye , nunca se sabe en esta vida , pero rt , rt .	['ES', 'ES', 'ES', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'EN', 'NA', 'EN', 'NA']	positive	And the dais a rt al Tweet of video as locos you i will love . For forever no why understand , Never with You know in is life , but rt , rt .
9641	9641	9642	Borré mi tweet porque Perea se sintió incómodo .	['ES', 'ES', 'EN', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA']	negative	I deleted me tweet why Perea with He felt uncomfortable .
9642	9642	9643	Me ha pasa 'u como 7 veces hoy	['ES', 'ES', 'ES', 'EN', 'ES', 'NA', 'ES', 'ES']	neutral	Me he has happens &#39;in as 7 times today
9643	9643	9644	Ayer tuve un cheat meal bastante importante así que hoy toca pues no sé REVENTARME , MATARME , ASESINARME y , finalmente , MORIR en el gym .	['ES', 'ES', 'ES', 'EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'NA', 'ES', 'ES', 'NA', 'ES', 'NA', 'ES', 'ES', 'ES', 'EN', 'NA']	positive	Yesterday I had and cheat meal quite important So what today touch well no see BUST ME , KILL ME , MURDER ME Y , finally , TO DIE in the gym .
9644	9644	9645	Ay , fuck this shit	['ES', 'NA', 'EN', 'EN', 'EN']	negative	Oh , fuck this shit
9645	9645	9646	hahahaha le da un infarto 😂	['EN', 'ES', 'ES', 'ES', 'ES', 'NA']	positive	Hahahaha the and and heart attack 😂
9646	9646	9647	Gracias bellaaa !! Voy en noviembre so see u soon 😜	['ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA']	positive	Thank you Bella !! I go in november so see in soon 😜
9647	9647	9648	Acabo de llegar a casa y no tengo fuerzas para ponerme a editar el vlog .. . Mañana tendréis dos , ¿ vaye ? Vaye .	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'NA', 'ES', 'NA']	neutral	Finished of get a House Y no I&#39;ve got forces for put myself a To edit the vlog .. . morning you will have From , ¿ them ? He .
9648	9648	9649	Mi mood es bipolar .	['ES', 'EN', 'ES', 'ES', 'NA']	negative	Me mood it is bipolar .
9649	9649	9650	gracias #happybdaytome 🎉🎁🎈🎂	['ES', 'EN', 'NA']	positive	Thank you #happybdaytome 🎉🎁🎈🎂
9650	9650	9651	Dile babyyyy	['ES', 'EN']	neutral	language babyyyy
9651	9651	9652	Nadie presta atención en esta clase . Todo el mundo esta online shopping or something .	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'EN', 'EN', 'EN', 'NA']	negative	No one good attention in is class . all the world is online shopping or something .
9652	9652	9653	I just used Shazam to discover Bomba Para Afincar by Vico C . Mega CLÁSICO .. . mejores tiempos	['EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA', 'NA', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES']	positive	I just used Shazam to discover Pipe For settle down by Vico C . Mega CLASSIC .. . top time
9653	9653	9654	Whitee whiteee .. . is the new BLACK !! #dress #urbanvibes & meliashoes Sweet dress en blanco Envios …	['EN', 'EN', 'NA', 'NA', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'EN', 'NA', 'EN', 'EN', 'EN', 'ES', 'ES', 'ES', 'NA']	positive	Whitee whiteee .. . is the new BLACK !! #dress #urbanvibes & meliashoes Sweet dress in white Shipping …
9654	9654	9655	que tu me dicessss ?? daleeee pleasee	['ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'EN']	positive	what that me dicessss ?? daleeee please
9655	9655	9656	new york will be my home for the next 4 years .. . HOLY SHIT NO LO CREO	['EN', 'NA', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'EN', 'NA', 'EN', 'NA', 'NA', 'EN', 'EN', 'ES', 'ES', 'ES']	positive	new york will be my home for the next 4 years .. . HOLY SHIT NO IT I THINK
9656	9656	9657	Que buen show #miami #adalramones gracias friend la pase de pelos !! !! !! http://t.co/M9sNR7MCpX	['ES', 'ES', 'EN', 'NA', 'NA', 'ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'NA', 'NA']	positive	What good show #miami #adalramones Thank you friend the than of by the !! !! !! http://t.co/M9sNR7MCpX
9657	9657	9658	Escucha lo que dijo de #bobo Y Viste .. . ya no es #rubio #exclusive …	['ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA']	neutral	Listen it what said of #bobo Y Knew .. . of no it is #rubio #exclusive …
9658	9658	9659	El nap de la vida lo acabo de coger yo	['ES', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	positive	The nap of the life it finished of take they
9659	9659	9660	Aprendiendo a usar tacones bajitos .. . #dolorespalda Lol cuestión de costumbre .	['ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'EN', 'ES', 'ES', 'ES', 'NA']	positive	Learning a to use high heel shoes shorties .. . #backache Lol question of custom .
9660	9660	9661	Tus faldas favoritas lucianas e irinas están con el 50% off ! A mitad de precio ! 🙆 te esperamos ! #celebrandoamama http://t.co/uLjgtdqBxk	['ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'NA', 'EN', 'NA', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA', 'ES', 'ES', 'NA', 'ES', 'NA']	positive	The skirts favorites lucian and irina is it so with the 50% off ! A half of price ! 🙆 the we wait ! #celebratingmom http://t.co/uLjgtdqBxk
9661	9661	9662	“ : Poor Kid 😂 ” esto siempre me da risa jajaja	['NA', 'NA', 'EN', 'EN', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES']	positive	“ : Poor Kid 😂 ” this forever me and risa LOL
9662	9662	9663	Happy bday a la señorita bonita y hermosa Tqm amaba besotes y aquí tienes tu regalito !… http://t.co/kBBHo0oATH	['EN', 'EN', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'NA']	positive	Happy bday a the Miss pretty Y beautifull Tqm or infested Y here you have that little gift !… http://t.co/kBBHo0oATH
9663	9663	9664	Todo bien ! Bueno mas u menos . Ahora estoy 👿👿👿 ya q el medico a llamado a 2 personas a llegaron después q YO .	['ES', 'ES', 'NA', 'ES', 'ES', 'EN', 'ES', 'NA', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA']	negative	all good ! Okay but in any less . Now am 👿👿👿 of q the doctor a called a 2 people a they arrived after q THEY .
9664	9664	9665	#quote #elvacilondelagatita	['EN', 'ES']	positive	#quote #elvacilondelegatita
9665	9665	9666	Toma !! ! Eso es lo q pasa cuando no hay supervision . Duerman bien q mañanase los llevo el devil !! !	['ES', 'NA', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'NA', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'ES', 'EN', 'NA', 'NA']	negative	Take !! ! It&#39;s it is it q happens when no nice supervision . sleep good q tomorrow the wear the devil !! !
