	Unnamed: 0	sentence	sentiment	translation
2529	2529	adipoli     s	positive	adipoli s
2530	2530	Camera man	positive	Camera man
2531	2531	Polichu laletta lalettan fans like adikko	positive	Polichu lalettan lalettan fans like addiko
2532	2532	Enta ponna.... laletta. Nigal masalla marana masss	positive	Enda ponna.... laletta. Nigal masala marana mass
2533	2533	Pwoli trailer  BGM vere level  Ithokke kandal mathi ithil ninne manassilakkam box office poorakkadal akum	positive	Pwoli trailer BGM vere level Ithokke kandal mathi ithil ninne manassilakkam box office poorakkadal akum
2534	2534	Awesome	positive	Awesome
2535	2535	This looks like... Thrishur pooram.	positive	This looks like... Thrissur Pooram.
2536	2536	Chunk alla chunk edippanu lalettan like addicho makale	positive	Chunk alla chunk edippanu lalettan like addicho makale
2537	2537	Annum Innum Ikkayude Bthday nnu vachal nammal malayalikal ellarum oru atbudama...   Vayasulpade tettate malayalikal parayan  Matethu nadanundu inganoru pretyekata  #Ikka	positive	Annum Innum Ikkayude Bthday nnu vachal nammal malayalikal ellarum oru atbudama... Vayasulpade tettate malayalikal parayan Matethu nadanundu inganoru pretyekata #Ikka
2538	2538	Ikka fans mathramalla ettan fansum undu...Box officeeee Chaavaan thayyaraayikko ...Mamangam	positive	Ikka fans mathramalla ettan fansum undu...Box officeeee Chaavaan thayyaraayikko ...Mamangam
2539	2539	Ikka fight lu ottum pinnilottu ninnittillaa...ikka maarakam	positive	Ikka fight lu ottum pinnilottu ninnittillaa...ikka maarakam
2540	2540	Lalettane vellan Indian cinimayil arum ellllaaa...	positive	Lalettane vellan Indian cinimayil arum ellllaaa...
2541	2541	Ithu 100 core klubil kerumennu urappullavar like adilk	positive	Ithu 100 core klubil kerumennu urappullavar like adilk
2542	2542	MadhuraRaja blockbuster aagan Madhurey hero Vijay Fans ente Aashamsakal....	positive	MadhuraRaja blockbuster aagan Madhurey hero Vijay Fans ente Aashamsakal....
2543	2543	Ikka yude fitness at this age...vere level	positive	Ikka yude fitness at this age...vere level
2544	2544	Mamukayude bramanda thandavam njan kande.... adipoli	positive	Mamukayude bramanda thandavam njan kande.... adipoli
2545	2545	Trailer erangan 1 manikoorinu munpae  3k dislike...  Nth tholvikal aano ntho..  kanditu vilayiruthu suhurthukalae.	negative	Trailer erangan 1 manikoorinu munpae 3k dislike... Nth tholvikal aano ntho.. kanditu vilayiruthu suhurthukalae.
2546	2546	renddunda oru venda.	neutral	renddunda oru venda.
2547	2547	ഒടിയൻ polee avilllaa urapppa     lalettaaa pwolich onnum parayanillaa	positive	Peony polee avilllaa urapppa lalettaaa pwolich onnum parayanillaa
2548	2548	Trailer aaya engane venamEthrem kandapole film kandolan vayya	positive	Trailer aaya engane venamEthrem kandapole film kandolan vayya
2549	2549	Athoru valiya kadhaya mone...paranju thudanghiya ori paththu nuppathu kollaththe charithram parayendi varum.....uff ejjathi.ikkakatta waiting	positive	Athoru valiya kadhaya mone...paranju thudanghiya ori paththu nuppathu kollaththe charithram parayendi varum.....uff ejjathi.ikkakatta waiting
2550	2550	Enda ponno mass padam i like it mostly	positive	Enda ponno mass padam i like it mostly
2551	2551	LastE one minute romanjification....    ente laletaaaaa....	positive	LastE one minute romanjification.... ente laletaaaaa....
2552	2552	Rajuvettandhe direction vere level aayirikkumennu trailer kandappo manasilayi...#romanjification	positive	Rajuvettandhe direction vere level aayirikkumennu trailer kandappo manasilayi...#romanjification
2553	2553	ande ponno kili poi trailer kanditt	positive	ande ponno kili poi trailer kanditt
2554	2554	Oru rekshellaaaaa  thakarppan Pwoliii item	positive	Oru rekshellaaaaa thakarppan Pwoliii item
2555	2555	vandiyil vanu iragana scene oru reshayam illaa  bgm	positive	vandiyil vanu ighana scene oru reshayam illaa bgm
2556	2556	Ittimani kanaan arokke plan ittu.katta waiting	positive	Ittimani kanaan arokke plan ittu.katta waiting
2557	2557	Enth potta trailer aanu... Chumma mass ennu paranjittu karyamilla.... Trailer verum waste. Cinema enkilum nannaya mathiyarunnu	negative	Enth potta trailer aanu... Chumma mass ennu paranjittu karyamilla.... Trailer verum waste. Cinema enkilum nannaya mathiyarunnu
2558	2558	Teaser undakkiya manekkedu theerth Poli Vijay level ilott povatirunna matiyarunn	neutral	Teaser undakkiya manekkedu theerth Poli Vijay level ilott povatirunna matiyarunn
2559	2559	Ithaan ikkane megaaastar aakith Ikka uyirrrr	positive	Ithaan ikkane megaaastar aakith Ikka uyirrr
2560	2560	Malayala cinemayude charithram mattan deric abraham june 16 ethum	positive	Malayala cinemayude charithram mattan deric abraham june 16 ethum
2561	2561	Padam polikkum.pakshe bahubali pooloru padavumai compare chayyatheda mandanmaare	neutral	Padam polikkum.pakshe bahubali pooloru padavumai compare chayyatheda mandanmaare
2562	2562	Engane ulla filims venamm..kooduthal mass onnum venda... Simple but powerfull..	positive	Engane ulla filims venamm..kooduthal mass onnum venda... Simple but powerfull..
2563	2563	KGF nte oru feel kittya poole	neutral	KGF nte oru feel kittya poole
2564	2564	Appo booking eppalannu start aavane 🤩🤩🤩🤩	positive	Appo booking eppalannu start aavane 🤩🤩🤩🤩
2565	2565	Lal ettan fans evide adik likeadutha hit loading aann makkale	positive	Lalettan fans evide adik like adutha hit loading aann makkale
2566	2566	Marana  mass  ikkkaaa	positive	Marana mass ikkkaaa
2567	2567	All the bst mamukkaby katta lalettan faan	positive	All the best mamukkaby katta lalettan fan
2568	2568	Mass Ennu paranjaal patoolla kola mass aanu Lalettan and Prithi	positive	Mass Ennu paranjaal patoolla kola mass aanu Lalettan and Prithi
2569	2569	Ikkayodu muttan inniyum valaraanund palarum 🥰🥰🥰	positive	Ikkayodu muttan inniyum valaraanund palarum 😘😘😘
2570	2570	Ee onam ettante pillerk ullatha ettante kude ee aniyan marrum kanumenn parajekk	positive	Ee onam ettante pillerk ullatha ettante kude ee aniyan marrum kanumenn parajekk
2571	2571	Dislike cheytha ellaa poorimakkalkum naduviral namaskaram	negative	Dislike cheytha ellaa poorimakkalkum naduviral namaskaram
2572	2572	Sunny chechi ullath kond cinema jayikum	positive	Sunny chechi ullath kond cinema jayikum
2573	2573	Onnil kooduthal like adikunna option undoooo	positive	Onnil kooduthal like adikunna option undoooo
2574	2574	Nalla movie aanennu thonunu.....vineeth sreenivasan undallo....	positive	Nalla movie aanennu thonunu.....vineeth sreenivasan undallo....
2575	2575	Mammookyde oru padavum fdfs kndttla.. ith FDFS locked	positive	Mammootty oru parvam fdfs knottla.. with FDFS locked
2576	2576	Above 250 cr collection kittum ennullavar ivide come on	positive	Above 250 cr collection kittum ennullavar ivide come on
2577	2577	Ei padamonnu erangikkottay athenu mumbay ningalu thallallay	negative	Ei padamonnu erangikkottay athenu mumbai ningalu thallalay
2578	2578	Pulimuruganae polae kidu bgm venamayirunnu.. katta waiting..	positive	Pulimuruganae polae kidu bgm venamayirunnu.. katta waiting..
2579	2579	Urakkam nashtappettu  Ith pinneyum kaanan thonnanu	positive	Urakkam nashtappettu Ith pinneyum kaanan thonnanu
2580	2580	Ingalk keralathil ivane allathe areyum kitteele abinayipikan kitteele	negative	Ingalk keralathil ivane allathe areyum kitteele abinayipikan kitteele
2581	2581	പൊളി ട്രെയ്‌ലർ ലാലേട്ടൻ & പൃഥ്വിരാജ് This deal is with the devil.... Pwoli.... Can't wait....	positive	Poli Trailer Laletan & Prithviraj This deal is with the devil.... Pwoli.... Can't wait....
2582	2582	Oru rakshayumilllaaaaa  katta waiting for the movie	positive	Oru rakshayum illa aaa katta waiting for the movie
2583	2583	marana mass Lalettan  From Tamilnadu	positive	marana mass Lalettan From Tamilnadu
2584	2584	Aamaye vellathil mukkikkollunna inam.  Hareesh kanaran rocks	positive	Aamaye vellathil mukkikkollunna inam. Hareesh Kanaran rocks
2585	2585	Good Luck Prithviraj And Lalettaaa Pwlichekkane...	positive	Good Luck Prithviraj And Lalettaaa Pwlichekkane...
2586	2586	Mamookante scene oo romancham a scene matram njan vindum vindum kanunu	positive	Mamookante scene oo romancham a scene matram njan vindum vindum kanunu
2587	2587	Kidukkaaachi trailer machoooo ...  Katta waitingggg	positive	Kidukkaaachi trailer machoooo ... Katta waitingggg
2588	2588	Mammukka chumma vann ang kond ppyi	positive	Mammukka chumma vann ang kond ppyi
2589	2589	Njan kandthan padm but onum koodi kanan thonun.. Ellrkm koodi onum koodi fans show vach poyalocalicut illor evde	positive	Njan kandthan padm but onum koodi kanan thonun.. Ellrkm koodi onum koodi fans show vach poyalocalicut illor evde
2590	2590	Unlike cheyyunnavark ennte ഹാർദ്ദവമായ നടുവിരൽ namaskaaaaaaram	negative	Unlike cheyyunnavark ennte cordial middle finger namaskaaaaaaram
2591	2591	Adi kapyare koottamani.....box office chattu....mammooka konnu....	positive	Adi kapyare kootamani.....box office chattu....mammootty konnu....
2592	2592	Dis like adichaa ellavaarode ettanode vedaaa  murugaaa nee theernadaa	negative	Dis like adichaa ellavaarode ettanode vedaaa murugaaa nee theernadaa
2593	2593	Last superman punch pwolich. Ejjathi item mamookka kidukki	positive	Last superman punch pavlich. Ejjathi item mammookka kidukki
2594	2594	Kandittum kandittum mathiyavanilladoooo.... Endutta mothal ithu....  Devil rules  Stephen nedumballi rules  Ettan rulesssss 🤩	positive	Kandittum kandittum mathiyavanilladoooo.... Endutta mothal ithu.... Devil rules Stephen nedumballi rules Ettan rulessssss 🤩
2595	2595	Sawaaaaaari giri...giri... Big fan of Malaiayam Cinema. From Srilanka. Chettan maar Cinema eppothum adi pozi thannaiaya.	positive	Sawaaaaaari giri...giri... Big fan of Malayayam Cinema. From Srilanka. Chettan maar Cinema eppothum adi pozi thannaiaya.
2596	2596	Eee trailer kanditt dislike adichavan mareyokke sammathikkanam..	negative	Eee trailer kanditt dislike adichavan mareyokke sammathikkanam..
2597	2597	Pokiri raja reloaded  Katta waiting  Madurai raja	positive	Pokiri raja reloaded Katta waiting Madurai raja
2598	2598	10 timesil kooduthal kanndavar ivde like adii🤩 RAJA Return	positive	10 timesil koodhuthal kannadavar ivde like adii🤩 RAJA Return
2599	2599	ഇത് #Mega star ന്റെ #mega mamangam#	positive	This is #mega mamangam# of #Mega star.
2600	2600	Adutha kettu manakunu. Anu Sitara kavya madavante clone alle. Ee koode abinekunevark onm oru tulli ulup tonille avo!	neutral	Adutha kettu manakunu. Anu sitara kavya madavante clone alle. Ee koode abinekunevark onm oru tulli ulup tonille avo!
2601	2601	Theatoril climax maathram kaanichal mathiyallo eny... any ways good trailor	positive	Theatrical climax mathram kaanichal mathiyallo any... any ways good trailer
2602	2602	Enta ponnoo... oru rakashem illa romanjification kond irikanum vaya nikkanum vaya	positive	Enta ponnoo... oru rakashem illa romanjification kond irikanum vaya nikkanum vaya
2603	2603	Kanan pona pooram ini paranju ariyikano	positive	Kanan pona pooram ini paranju ariyikano
2604	2604	Madhurarajakkum oru trailer undu	negative	Madhurarajakkum oru trailer undu
2605	2605	lucifer kanditt trailer onnoodi kaanan vannavar like adi  hvy hvy padam	positive	lucifer kanditt trailer onnoodi kaanan vannavar like adi hvy hvy padam
2606	2606	Katta waiting..anna ye kaanan kothiyakunnu kumbalangy nights pwoli love you...	positive	Katta waiting..anna ye kaanan kothiyakunnu kumbalangy nights pwoli love you...
2607	2607	Verum olla padam 10 paiseke kollulla	negative	Verum olla padam 10 paiseke kollulla
2608	2608	Oru raksha illa  adipoli trailer	positive	Oru raksha illa adipoli trailer
2609	2609	Poli tovi Chetta oru rakshayum illa marana mass	positive	Poli tovi Chetta oru rakshayum illa marana mass
2610	2610	Lastile superman punch oru rakshayumilla...love u ikka..	positive	Lastile superman punch oru rakshayum illa...love u ikka..
2611	2611	Realistic padam kandu maduthu eni korachu mass aakam	neutral	Realistic padam kandu maduthu eni korachu mass aakam
2612	2612	Ithoke ikkane kondallathe aare komdu pettum	positive	Ithoke ikkane kondallathe aare komdu pettum
2613	2613	Padchone ithippo rajayude koode ano irngunnad Pani palum pole thonnunnu	neutral	Padchone ithippo rajayude koode ano irngunnad Pani palum pole thonnunnu
2614	2614	Average trailer...tiyaan pole akandu iruna mathiyarno....too many dialogues..	negative	Average trailer...tiyaan pole akandu iruna mathiyarno....too many dialogues..
2615	2615	dislike adicha premukhan markku nanni . asooya	negative	dislike adicha premukhan markku nanni . asooya
2616	2616	Katta waitinggg marana masss idhaaan makkale heroism🤩🤩🤩	positive	Katta waitinggg marana masses idhaaan makkale heroism🤩🤩🤩
2617	2617	Eattante pooram kazhinjaal...ikkayude kodiyett... Lalettanum mammookkaykkum pakaram vekkaaan aaarumillaaaa....	positive	Eattante pooram kazhinjaal...ikkayude kodiyett... Lalettanum mammookkaykkum pakaram vekkaaan aaarumillaaaa....
2618	2618	lalettan maranamass ... rajuvettan claass dirctn... THEATER POORAPARAMBU AKAN INI ENTH VENAM	positive	lalettan maranamass ... rajuvettan claass dirctn... THEATER POORAPARAMBU AKAN INI ENTH VENAM
2619	2619	Mammuka fans hit like Mammukayude meyvazhakam haters kaanan pokunnathe ulu	positive	Mammuka fans hit like Mammukayude meyvazhakam haters kaanan pokunnathe ulu
2620	2620	Super hit aaavatte ....  Frm a lalettan fan	positive	Super hit aarattu .... From a lalettan fan
2621	2621	Ithoru nalla trailer aanenn aarum parayum ennitum dislike sammathikkanam... Mass +class	positive	Ithoru nalla trailer aanenn aarum parayum ennitum dislike sammathikkanam... Mass +class
2622	2622	Paat pole alla mone..... Ith polikkum	positive	Paat pole alla mone..... Ith polikkum
2623	2623	superman punch is superb	positive	superman punch is superb
2624	2624	Vellimoonga pole oru padam aanen thonunn.... polikkum	positive	Vellimoonga pole oru padam aanen thonunn.... polikkum
2625	2625	Repeat mode on..... Romanjification ...ettan pakka mass	positive	Repeat mode on..... Romanjification ...ettan pakka mass
2626	2626	Iyal malathile super staralla indiakarude muzhuvan stara	positive	Iyal malathile super staralla indiakarude muzhuvan stara
2627	2627	Full PIRATES OF CARIBIEN Visuals aanallo	neutral	Full PIRATES OF CARIBBEAN Visuals aanallo
2628	2628	Last one punch superman punch  madura raja special	positive	Last one punch superman punch madura raja special
2629	2629	Ellavarum marakkuna oraal... Murali Gopy. .. ... Kadhayum thirakadhayumillathe enth padam..	neutral	Ellavarum marakkuna oral... Murali Gopy. .. ... Kadhayum thirakadhayumillathe enth padam..
2630	2630	Derik abraham vannu pwolii...bgm adaar item!!	positive	Derick abraham vannu pwoli...bgm adaar item!!
2631	2631	Ivide nammal kandath oru 68kaarante poondu vilayaattam .....uffff....vere level	positive	Ivide nammal kandath oru 68kaarante poondu vilayaattam .....uffff....vere level
2632	2632	Trailer Valare ishtai	positive	Trailer Valare ishtai
2633	2633	Ikka and unni mukundan - nalla combo	positive	Ikka and unni mukundan - nalla combo
2634	2634	Ee dislike addikunnvarode .....onnum paryaanilla.....naldukandal aghikarikaan padikk	negative	Ee dislike addikunnvarode .....onnum paryaanilla.....naldukandal aghikarikaan padikk
2635	2635	Ittichante vaka oru sample hitum koodi	positive	Ittichante vaka oru sample hitum koodi
2636	2636	Massuman manssuman enn prnjatt ethil mass evdre	neutral	Massuman manssuman enn prnjatt ethil mass evdre
2637	2637	Ndhaa ipo indaaye? Ndhokeyaa kande?? Malayalam padam thanne aano idh.ejjadhi trailler	positive	Ndhaa ipo indaaye? Ndhokeyaa kande?? Malayalam padam thanne aano idh.ejjadhi trailer
2638	2638	Pulimurukan orma vannu ithu bb aakum sure	positive	Pulimurukan orma vannu ithu bb aakum sure
2639	2639	Nta ponnu ikkaaee manushyanu age onnum oru preshnavum alaa	positive	Nta ponnu ikkaaee manushyanu age onnum oru preshnavum alaa
2640	2640	Jayasuryakum mass movie chakochan ennavo inji	positive	Jayasuryakum mass movie chakochan ennavo inji
2641	2641	History of Mammukka   kattawaiting and support love u Mammukka	positive	History of Mammukka kattawaiting and support love u Mammukka
2642	2642	Njn ikka fana pakshe njagalude Ella support um ondakum	positive	Njan ikka fans pakshe njangalude Ella support um ondakum
2643	2643	valiya Kuzhapam ila baki screen il	neutral	valiya Kuzhapam ila baki screen il
2644	2644	ikkkayuda padayalikalk like adikkan ulla noolu	positive	ikkkayuda padayalikalk like adikkan ulla noolu
2645	2645	Njan mammootty fana but lalettan e onam thootuvarum polikkum	positive	Njan mammootty fana but lalettan e onam thootuvarum polikkum
2646	2646	Amala paul  nte Aadai cinemayum aayi saamyam thoniyavar undo?	neutral	Amala paul nte Aadai cinemayum aayi saamyam thoniyavar undo?
2647	2647	Ith orumathiri padam akum allenki kando	neutral	Ith orumathiri padam akum allenki kando
2648	2648	Prithviraj Sukumaran	positive	Prithviraj Sukumaran
2649	2649	uff malaru tension adichu chakum entha entho..padam irangi hit yennu kelkathe oru samadhanam illa :(	positive	uff malaru tension adichu chakum entha entho..padam irangi hit yennu kelkathe oru samadhanam illa :(
2650	2650	Kolakolli enoke paranjaa ithaanu.. Repeat mode ini on thanne aayirikkum...	positive	Kolakolli enoke paranjaa ithaanu.. Repeat mode ini on thanne aayirikkum...
2651	2651	Mass Marana Mass  Stephen Nedumballi yude rashtreeya thervazhchakku ini orazcha maathram katta waiting	positive	Mass Marana Mass Stephen Nedumballi yude rashtreeya thervazhchakku ini orazcha maathram katta waiting
2652	2652	Ullaaseetta parupaadi okke gambeeram aakattae keettooo...🤗	positive	Ullaaseetta parupaadi okke gambeeram aakattae keettooo...🤗
2653	2653	Trailer kandu raja polichu oru rakshayum illa	positive	Trailer kandu raja polichu oru rakshayum illa
2654	2654	Ikkada adutha 100kodi ikka marana Mass	positive	Ikkada adutha 100kodi ikka marana Mass
2655	2655	Pwolichu lalettaaaaaaa engalu mass anu	positive	Pwolichu lalettaaaaaaa engalu mass anu
2656	2656	Pala padangalude trailer orumich kndapole oru thonnal	neutral	Pala padangalude trailer orumich kndapole oru thonnal
2657	2657	Njan lalettan fan aah annal madhurajakk vendi waiting aah	positive	Njan lalettan fan aah annal madhurajakk vendi waiting aah
2658	2658	Iyyalkke rest cheyyanulla time aayilla.. kanda oola padagalilellam abinayiche vila poi paavam..	negative	Iyyalkke rest cheyyanulla time aayilla.. kanda oola padagalilellam abinayiche vila poi paavam..
2659	2659	Enna kidu bgm ahnu ikka	positive	Enna kidu bgm ahnu ikka
2660	2660	Dislike adicha guhanolikalkk...നടു വിരൽ നമസ്കാരം	negative	Dislike adicha guhanolikalkk...middle finger salute
2661	2661	Scripwriter Harikrishnan: Mass Director VAShrikumarMenon: Pakkamass Lalettan: Maranamass🤩	positive	Scriptwriter Harikrishnan: Mass Director VAShrikumar Menon: Pakkamass Lalettan: Marana Mass🤩
2662	2662	Adipoli mass superb kidu mammootty polich ____mass aayitund trailer pakka poli	positive	Adipoli mass superb kidu mammootty polich ____mass aayitund trailer pakka poli
2663	2663	Asooya paadilla. Abrahaminte Santhathikale ivde kandillallo?  Thallu aanenkilum ithupolonnu ethikk. Ennit ivde vaa :	negative	Asooya paadilla. Abrahaminte Santhathikale ivde kandillallo? Thallu aanenkilum ithupolonnu ethikk. Ennit ivde vaa :
2664	2664	Ayee....orumathiri oru Tamil kathii padam pole indu.....	positive	Ayee...orumathiri oru Tamil kathii padam pole indu.....
2665	2665	Poli annu kidu annu mass annu pine	positive	Poli annu kidu annu mass annu pine
2666	2666	Evante illuminati theernilleyy deivangaleeyy sukumaran saruu kanandaa...thinnu kalayum nine..	negative	Evante illuminati theernilleyy deivangaleeyy sukumaran saruu kanandaa...thinnu kalayum nine..
2667	2667	Kanditte ishttayillel cash ennode chothicho. Laletta still love uuuuuuuuuuuuuuuu. Prithvi thakz .......	positive	Kanditte ishtayillel cash ennode chothicho. Laletta still love uuuuuuuuuuuuu. Prithvi Thakz
2668	2668	Pwliii...mass ith pwlikkum raja ennum raja thaaan..	positive	Pwliii...mass ith pwlikkum raja ennum raja thaaan..
2669	2669	Fastest 100k trailer laletta ingal poli	positive	Fastest 100k trailer laletta ingal poli
2670	2670	Njan oru ikka fan aanu # but eatta powlichu  vere level# katta waiting    Oru palakkadkaran	positive	Njan oru ikka fan aanu # but eatta powlichu vere level# katta waiting Oru palakkadkaran
2671	2671	Poraaaa.. Luciferne tholpikkan ulla mass onnum illaaa..	negative	Poraaaa.. Luciferne tholpikkan ulla mass onnum illaaa..
2672	2672	Nalla oru movie aakatte ith Enthina veruthe highp koottunne	neutral	Nalla oru movie aakatte ith Enthina veruthe highp koottunne
2673	2673	Etinte camera man super Annu big salute	positive	Etinte camera man super Annu big salute
2674	2674	mohanlalinte mikka movies kanunnathine  kattiyum nallathu athinte trailer kanunnathanu  anu	neutral	mohanlalinte mikka movies kanunnathine kattiyum nallathu athinte trailer kanunnathanu anu
2675	2675	Njn oru ettan fan ahnu.trailer pwolichuttoo ikka superr abhrahm pwolikm	positive	Njn oru ettan fan ahnu.trailer pwolichuttoo ikka superr abhrahm pwolikm
2676	2676	mammootty anna telugu ārādhakar iviṭe iṣṭappeṭunnu	positive	mammootty anna telugu ārādhakar iviṭe iṣṭappeṭunnu
2677	2677	Oru mass padam....... congrats Murali Gopi and prithviraj.... you guys didn’t disappoint us.	positive	Oru mass padam....... congrats Murali Gopy and prithviraj.... you guys didn't disappoint us.
2678	2678	Yedaaa Mamooty mayirae....'Lucifer' Mass'u ninaku orukilum kittaadhu thendi..	negative	Yedaaa Mamooty mayirae....'Lucifer' Mass'u ninaku orukilum kittaadhu thendi..
2679	2679	Lucifer yenna filim kandu. Athinte aniyara prevarttakar paranju perippichathupole oru bhayangara sambhavam onnum alla 2 manickoor boradickathe kanam	neutral	Lucifer yenna filim kandu. Athinte aniyara prevarttakar paranju perippichathupole oru bhayangara sambhavam onnum alla 2 manickoor boradickathe kanam
2680	2680	PRITHVI & TOVINO 🤩Ishtam            LALETTAN  allah... parayanundo Peruthishtam......	positive	PRITHVIRAJ and TOVINO 🤩Ishtam LALETTAN allah...parayan undo Perth Ishtam......
2681	2681	Kalakkan movie..... Fight & background music... Okke Vera level......	positive	Kalakkan movie..... Fight & background music... Okke Vera level......
2682	2682	Njaan ithuvare malayala സിനിമയിൽ ഇങ്ങനെ oru trailer kandittilla	positive	Njan ithuvare malayalam movie like this oru trailer kandittilla
2683	2683	Kandu njan kandu sunny chechiye njan kandu	positive	Kandu njan kandu sunny chechiye njan kandu
2684	2684	Ejjathi. Trailer..!! MAMMUKKAAAAA 🥰🥰 🥰 ...Padmakumar nigal vere level aanuu.	positive	Ejjathi. Trailer..!! MAMMUKKAAAAA 🥰🥰 🥰 ...Padmakumar nigal vere level aanuu.
2685	2685	YouTube vare hang aaki ikkede piller	positive	YouTube vare hang aaki ikkede piller
2686	2686	entammo english trailer kaanunna feel.. ith polikkum	positive	enthammo english trailer kaanunna feel.. ith polikkum
2687	2687	Oru rekshamilla makkalee...... Varunnath oru onnonnara varava..  This deal is with a Devil	positive	Oru rekshamilla makkalee...... Varunnath oru onnonnara varava.. This deal is with a Devil
2688	2688	Sudeep all the best. Trailer kalakki machanea apo padam powlikkum.	positive	Sudeep all the best. Trailer kalakki machanea apo padam powlikkum.
2689	2689	Dislike tarunavanmarku enthe naduviral  namaskaram	negative	Dislike tarunavanmarku enthe naduviral namaskaram
2690	2690	ikkaaa vere leval anuu ....  i m waitingg for madhura raja	positive	ikkaaa vere level aanu .... i am waiting for madhura raja
2691	2691	Just waiting lalettattan mass. Kolakolli item	positive	Just waiting lalettattan mass. Kolakolli item
2692	2692	Gambeeeeeeeeeeram.	positive	Gambeeeeeeeeeeram.
2693	2693	E negative commentsitta  ella oolakalkum kadutha asooya matram...athinithuvare marunnu kandupidichittilla	negative	E negative commentsitta ella oolakalkum kadutha asooya matram...athinithuvare marunnu kandupidichittilla
2694	2694	Ith polikkum	positive	Ith polikkum
2695	2695	Njan itrayum oru cinemayude trilarin vendi kaathirunnittilla	positive	Njan itrayum oru cinemayude trilarin vendi kaathirunnittilla
2696	2696	Ettan fan aanu  Mamankathinayi katta waiting	positive	Ettan fan aanu Mamankathinayi katta waiting
2697	2697	MAnju variyar ullathu kondu oru pedi pottumop	neutral	MAnju variyar ullathu kondu oru pedi pottumop
2698	2698	Lucifer na pola marana masss avatte ennu aashamsikkunnu by an ettan fan	positive	Lucifer na pola marana masses avatte ennu aashamsikkunnu by an ettan fan
2699	2699	Eppol time 5:50am 2000 view koodi kittiyalll 2million aakum....enthoru pookku...ithu Ella recordum pottikkum	positive	Eppol time 5:50 am 2000 view koodi kittiyal 2 million aakum....enthoru pookku...ithu Ella recordum pottikkum
2700	2700	headset vechu kandunokk oru onnantharam kidilolski	positive	headset vechu kandunokk oru onnantharam kidilolski
2701	2701	Innanu film kanan pattiyathu... Mutheee lalettaaa.... Superb....	positive	Innanu film kanan pattiyathu... Mutheee lalettaaa.... Superb....
2702	2702	Trailer Releasinu munne 6k dislike itta ella punnara malarukalkum nadu viral namaskaram.... Chettakale	negative	Trailer Releasinu munne 6k dislike itta ella punnara malarukalkum nadu viral namaskaram.... Chettakale
2703	2703	unlike adicha ella oolakalum ivide thanne kaananam tta	negative	unlike adicha ella oolakalum ivide thanne kaananam tta
2704	2704	Dislike adicha oolakal odikooo.... Heavy trailer!!	neutral	Dislike adicha oolakal odikooo.... Heavy trailer!!
2705	2705	Nte ammo oru rakshayum illa pwoli	positive	Nte ammo oru rakshayum illa pwoli
2706	2706	Oru rakshem illa  Marana Mass	positive	Oru rakshem illa Marana Mass
2707	2707	Njangalude muthanu  ingalu laletta..... Lub u Etta......	positive	Njangalude muthanu ingalu laletta..... Lub u Etta......
2708	2708	Age in reverse gear.. Ennu parayunnath verthe alla ikkaa..	positive	Age in reverse gear.. Ennu parayunnathu veruthe alla ikkaa..
2709	2709	Kochi polee tirssur gundakaludee place aakuoo cinemakarrr.....trailer kollam...	positive	Kochi polee tirssur gundakaludee place aakuoo cinemakarrr.....trailer kollam...
2710	2710	nenchinakathu nammude lalettan aneee	positive	nenchinakathu nammude lalettan aneee
2711	2711	Unbelievable.. its Awsm .. laletta .. direction Rajuvetta	positive	Unbelievable.. its Awsm .. laletta .. direction Rajuvetta
2712	2712	Super star aakan pattiya aaal.  Tovi the mass	positive	Super star aakan pattiya aaal. Tovi the mass
2713	2713	Ithu kandattuu peruchazhy ormavarunnu... Athupolle avathirunna mathiiiyeee	neutral	Ithu kandattuu peruchazhy ormavarunnu... Athupolle avathirunna mathiiiyeee
2714	2714	Sathykatha anthannu vacha kandittu angottu mathivarunnilla	positive	Sathykatha anthannu vacha kandittu angottu mathivarunnilla
2715	2715	Kure paavangal pedichu virachukond dislike adichondirikuva ullil bhayam und nallonam.. ettante varavine bhayakunnavarde ennam koodunu..	negative	Kure paavangal pedichu virachukond dislike adichondirikuva ullil bhayam und nallonam.. ettante varavine bhayakunnavarde ennam koodunu..
2716	2716	hooo koritharipp romaanjam ulpullakam entammo adaar trailer	positive	hooo koritharipp romaanjam ulpullakam entammo adaar trailer
2717	2717	Sathyam parayanallo trailer vijarichathra angudu kalangiyilla....nnalum all the best	positive	Sathyam parayanallo trailer vijarichathra angudu kalangiyilla....nnalum all the best
2718	2718	Tovino macha ningalude time anu... adi thimarkku... bai... cutta support	positive	Tovino macha ningalude time anu... adi thimarkku... bai... cutta support
2719	2719	Oru like enikkum tharuo.....ikka uyir.love u ikka	positive	Oru like enikkum tharuo.....ikka uyir.love u ikka
2720	2720	Nadaka dialogue pole undallo avasanam filmum nadakamakumo.	negative	Nadaka dialogue pole undallo avasanam filmum nadakamakumo.
2721	2721	Dislikes adikan vendi mathram koree naarikal... Adiyeda adi... Ninneyokke thookki adikkaa tta	negative	Dislikes adikan vendi mathram koree naarikal... Adiyeda adi... Ninneyokke thookki adikkaa tta
2722	2722	10 million aayyonn nokkan vannavar indo	positive	10 million aayyonn nokkan vannavar indo
2723	2723	Ikka muthaanuuu...luv uuubut rajuetta ningale miss cheyyunnu	positive	Ikka muthaanuu...luv uuubut rajuetta ningale miss cheyyunnu
