	Unnamed: 0	Unnamed: 0.1	sentence	sentiment	transliteration	translation
2117	2117	2117	Onnum parayan illa polich adakki mammookka	positive	ഓനനുംമ പരായണ ഇല്ലാ പോലീച അദാക്കീ മമൂക്കാ	Onanumma Recitation no the police That&#39;s it Momoka
2118	2118	2118	youva thara nirayil eni yeattavum muzhangi keelkkunnath tovinoyude Peru aayirikkum...	positive	യോഉവാ താരാ നിരഇല ഇനീ യേത്തവഉംമ മുഝ്ഹാംഗീ കില്ക്കുംന്നഥ ടോവിനോയുദേ പേരു ആയിരീക്കുംമ	Yooo Tara no row You Yethavaumma Mujhangee Kilkumnnatha Dear Tovino the name Ayirikumma
2119	2119	2119	Film kandu.....Nalla movie aan dharyam ayi book cheythoolu🤗	positive	ഫിലമ കാന്പുനല്ലാ മോവീഏ ആന ധാര്യമ അയീ ബുക്ക് ചേയ്തഊലും	Filma Can&#39;t see The movie elephant Dharyama Aye book Cheitaool too
2120	2120	2120	Gopisunder pulimurukan eduthappozulla music padangal onnum marnnittia...engu rajayil eathinilkumbazum..elllam oruikalkudui avatharippikunnondu	negative	ഗോപീസുന്ദര പുലിമുരുകാന ഏദുതാപ്പോസുല്ലാ മ്യൂസിക് പദംഗല ഓനനുംമ മാര്ന്നിത്തിഏംഗൂ രാജഇല ഈഅഥീനീല്കുമ്ബഐഉമേലാമ ഓരുഇകാല്കുദുഈ അവതാരീപ്പീകുന്നോംഡു	Gopisunda Pulimurukana Don&#39;t worry Music Padangala Onanumma Marnithiengoo king leaf EatheneelkumbaaiUmelama Oruikalkudui Incarnate
2121	2121	2121	Trailer pwoli ............... .25	positive	ട്രേല്ര് പ്വോലി  25	The trailer Powley 25
2122	2122	2122	Trailer...kozhapila.....cinemayum nallatai vernam....pritvirajine viswasam Anu....but murali gopy story ayond Oru pedi	neutral	ട്രേല്ര്കോഝ്ഹാപിലാസിനേമയുംമ നല്ലതാഈ വേര്നാമ്പ്രീത്വിരാജീനേ വിശ്വാസം അനുബുത മുരലീ ഗോപി സ്റ്റോറി അയോംദ ഓരു പേദീ	Trailrkojhhapilasinema It&#39;s good Varnampreethvirajeen faith Anubuta Murali Gopi Story I&#39;m coming one Pedee
2123	2123	2123	Video kanunnathu munne comments aanunokye  ath kndple video sPrb aavummnnuthonni  powli  kAtta waiting fOr LUCIFER	positive	വീഡിയോ കനുന്നാഥും മുന്നേ കമ്മെന്റ്സ് ആനുനോക്യേ  അഥ കഇപ്ല വീഡിയോ സ്പ്ര്ബ് ആവുംമ്മന്നുഥോനനീ  പോവലീ  കട്ടാ വൈറ്റിങ് ഫര ലുസീഫര	Video Kanunnath too before Comments Anunokye Atha Kaipla Video Sprb Thank you very much Powlee Kata Whiting Fara Lucifera
2124	2124	2124	Katta waiting lalettaaaaa2' nd on trending kuwait	positive	കട്ടാ വൈറ്റിങ് ലാലെട്ടാ2 ന്ദ ഓം ട്രേന്ദിങ് കുവൈറ്റ്	Kata Whiting Laletta 2 Nda Omg Trending Kuwait
2125	2125	2125	Oru rekshayum illa......katta waiting......mathukutty mike kondu maathram alla camera kondum njettichu kalanjirikkunnu	positive	ഓരു രേക്ഷയുംമ ഇല്ലാകത്താ വൈറ്റിങ്മതുകുട്ടി മികേ കോണ്ടു മാഥ്രാമ അല്ലാ കാമറ കോണ്ടുമ ന്ജെട്തിചു കലാന്ജീരീക്കുംന്നു	one Reksha too Not possible Whiting and other children mike Condo Mathrama no the camera Condom Njetichu Kalanjireek
2126	2126	2126	Thallu vidunna moopanu pakaram appan  Daddy girija  Peter hein fight ( parannadi) Pulikk pakaram patti  Pinne mainayum same costume (Anushree)  .	negative	തല്ലു വിദുനനാ മൂപാനു പകാരമ അപ്പന  ദഡ്ഡി ഗിരിജാ  പേറ്റര് ഹൈം ഫൈറ്റ്  പരന്നദി പുലിക്ക പകാരമ പത്തി  പിന്നേ മൈനയുംമ സമേ കോസ്റുമേ അനുശ്രീ  	hit Vidunana Elder Pakarama father Duddy Girija Peter Haim Fight flat river Leopard Pakarama Ten Then Maina too same Kosrume Anushree
2127	2127	2127	Kgf movie kanda pola oru feel..... Endhayalum laleta kalakki	positive	ക്ഷ മോവീഏ കംദ പോളാ ഓരു ഫീല എന്ധ്യാലമ ലാലേതാ കലാക്കീ	Ksha The movie Kamda Pola one Phila Endyalama Laletha Kalakee
2128	2128	2128	Cinemakal koodumthorum age kuranju varuvanalloo.. Kidu look..  HBD IKKA	positive	സിനേമകല കുഡുംമ്തോരുമ അജ് കുരംജു വരുവാനല്ലൂ കിഡു ലൂക  ഹ്ബ്ദ ഇക്കാ	cinematography Kudummthoruma Aj Kuramju Not to come Kidu Luke Hbda Ika
2129	2129	2129	Mamangam marana mass akum allathe pinne	positive	മമംഗമ മാരാനാ മാസ അകുമ അല്ലത പിന്നേ	Mamanga Marana month Akuma not Then
2130	2130	2130	Ithu njangal polichadukkum. Love you latetta.....	positive	ഇതു ന്ജംഗല പോളിചാടുക്കുമ ലവ യൂ ലതെട്ടാ	This Njangala Polychadukuma Love Yu Latheta
2131	2131	2131	Raja trailer nu oru pulimurugan touch.. #goosebumps	positive	രാജാ ട്രേല്ര് നൂ ഓരു പുലിമുരുഗന ടൂച ഗൂസിബമ്പ്സ്	the king The trailer Nu one Pulimurugana Toocha Goosebumps
2132	2132	2132	Raju ettan kurve  nallonm thonnunde	negative	രാജു ഏത്തന കുര്വേ  നലോന്മ തോനനുന്ഡേ	Raju What is it? Kurve Kindness Tonanunde
2133	2133	2133	Oru njettalum illa romanjavum illa ayye	negative	ഓരു ന്ജേത്താലുംമ ഇല്ലാ റോമന്ജവുംമ ഇല്ലാ അയ്യേ	one Njetalumma no And Roman no Aye
2134	2134	2134	Padam kand trailer kanuvan vannvar undo..poli film	positive	പദമ കംദ ട്രേല്ര് കനുവന വന്നവര ഉണ്ടോപോലി ഫിലമ	Padma Kamda The trailer Kanuvana those who came as if Filma
2135	2135	2135	Nairmare vendannu paranja Kallamark kanich koduk ...Nairmarude karuth...lalettan and prithivi...tholpikkanam ee electinu....	negative	നൈര്മര വേന്ദനനു പരംജാ കല്ലാമര്ക കനീച കോടുക നൈര്മാംരുഡ കരുത്ലാലേത്തന ആന്റ് പ്രീഥീവിതല്പീക്കനാമ ഈം ഇലക്ടീനും	Nairmara To Vendan Paramja Call mark At least put up Nairmamruda Carelessness Ant Prithivitalpeekanama Ahem and electin
2136	2136	2136	Mammookka  love you ikkayanu loka ithihasa nayakan kolakomban...	positive	മമൂക്കാ  ലവ യൂ ഇക്കായാനു ലോകാ ഇഥീഹാസ നായകന കോലാകോംബന	Momoka Love Yu Ikayanu Loka legend hero Kolakombana
2137	2137	2137	Dislike adikkunnna 12 k kundanmare poyi ooombikkolu adhey nadkkuuu nanamkettttav hijadagal	negative	ഡിസ്ലീകേ ആദിക്കുംന്നാ 12 ക കുംദന്മാരേ പോയി ഔമ്ബിക്കോലും അധേയ നദ്ക്കൂ നാനാമ്കേത്തവ ഹിജദഗല്	Dislike Adikumnna 12 K Kumdans gone Aumbikol too subject look The ones I don&#39;t know Hijadagal
2138	2138	2138	lalettan screen presence 100 percent in trailer. Lalettan politics and actionil thakarkkum ennullavar like adi........	positive	ലാലെത്തന സ്ക്രീന് പ്രിസ്ന്സ് 100 പെരെന്റ് ഇന് ട്രേല്ര് ലാലെത്തന പോളിറ്റിക്സ് ആന്റ് ആക്ടിയോനീല ഠാകരക്കമ എന്നുല്ലാവര ലീകേ ആദി	Lalethana screen Prisons 100 parent In The trailer Lalethana Politics Ant Actionella Thakarakama Those who don&#39;t Leakey Adi
2139	2139	2139	Last oottam kanddo makkale onnum parayaan illa aaa face lle mattam anergy uff powlikkum ikkaaa	positive	ലാസ്റ്റ് ഉട്തമ കംഡ്ഡോ മക്കാലേ ഓനനുംമ പരയാന ഇല്ലാ ആ ഫ്സ് ല് മാത്തമ അനേര്ജി ഉഫ്ഫ പോവ്ലീക്കുംമ ഇക്കാ	Last good Come on Macaulay Onanumma Parayana no That fs In Matama Anergy Phew Povlikumma Ika
2140	2140	2140	Pala bgm um ketta pole thonnunundelum kidu feel	neutral	പാലാ ബ്ഗ്മ ഉമ കേട്ടാ പോല തോന്നുനുന്ദേലുംമ കിഡു ഫീല	Milk Bgma Uma listen like Do you think so? Kidu Phila
2141	2141	2141	Polichu  Pakka Oru Telugu Thriller Movie Pole Und.. Enthayalum Lucifer Theater Polichadukkam...	positive	പോളിചു  പക്കാ ഓരു ടെലുഗു ത്രില്ര് മോവീഏ പോല ഉണ്ട് എന്തയാലുമ ലുസീഫര തീറ്റര് പോളിചാടുക്കമ	Polichu Paka one Telugu Thriller The movie like There is whatever Lucifera The theater Polychatukama
2142	2142	2142	Vysakh etta padam kandu  oru raksheyum illaa  powliii Ningal marnamassalla athukkum mele aan Waiting for #Minister Raja	positive	വ്യ്സാഖ എട്ടാ പദമ കാണ്ഡു  ഓരു രക്ഷേയുംമ ഇല്ലാ  പോവ്ലീ നീന്ഗല മാര്നാമസ്സല്ലാ അതുക്കുമ മേല ആന വൈറ്റിങ് ഫര മീനിസ്റ്റര് രാജാ	Vysakha eight Padma Kandu one Rescue no Powlee Ningala Marnamasalla That too over elephant Whiting Fara Minister the king
2143	2143	2143	Annnnnnooii oru rakshem ella pwoliiiiiino words	positive	അന്നൂഈ ഓരു രക്ഷേമ ഏല്ലാ പ്വോലൈനോ വാര്ഡ്സ്	That&#39;s it one Welfare Ella Polinao wards
2144	2144	2144	Kidu energetic trailer     dislike adikkanum venam oru manakkatti	positive	കിഡു എനര്ജെറ്റിക് ട്രേല്ര്     ഡിസ്ലീകേ ആദിക്കനുംമ വേണാമ ഓരു മാനക്കാത്തി	Kidu Energetic The trailer Dislike Adikan too don&#39;t want one Manakathi
2145	2145	2145	Lucifer kanduu..... Thatikootuu padam....no story aake ulath kore vedivepum bombidilum..... Kashtmm thane.....	negative	ലുസീഫര കന്ദഊ താതീകൂടൂ പദമ്നോ സ്റ്റോറി ആകേ ഉലത കോരേ വേദീവേപുമ ബോംബിദിലുംമ കശ്തമ്മ ഠാനേ	Lucifera Kandaoo Get up Padamno Story be Ulata Corey Vedivepuma Bombidilma Kashthamma Thane
2146	2146	2146	aaa dislike adicha poorimakkalude ammakku mohanlal anu adichu kodukkunnadu tonnunnu	negative	ആ ഡിസ്ലീകേ ആദിചാ പൂരീമക്കാലുഡേ അമ്മക്കും മോഹനലാല അനു ആദിച്ചു കോടുക്കുന്നട് ടോന്നുന്നു	That Dislike Adicha Poorimakaluday Mother too Mohanalala Anu Aadi Kodukunnadu It sounds
2147	2147	2147	Padam kndit vndum trailer kanumpo veror feel	positive	പദമ കംദിത വംദുമ ട്രേല്ര് കനുംമ്പോ വേരോര ഫീല	Padma Kamdita Vanduma The trailer Kanumbo Varora Phila
2148	2148	2148	laletta na pole orale ullu malayalikalude ahagaramaya mohnlal	positive	ലാലെട്ടാ നാ പോല ഓരേല് ഉല്ലു മലയാലികാലുഡേ അഹഗരാമയാ മോഹനലാല	Laletta Na like Orel Chili Malayali Kaluday Ahagaramaya Mohanalala
2149	2149	2149	Ithu pradheekshikuna ....pole avilla ...padam avarage ...	neutral	ഇതു പ്രധിക്ശീകുനാ പോല അവില്ലാ പദമ അവരാഗ 	This Pradhiksikuna like There is no Padma Avaraga
2150	2150	2150	Youtube enagne  hang akathirikkum .korach koodiya item alle vannikkn	positive	യൌതുബേ ഏനാഗ്നേ  ഹംഗ അകാഥീരീക്കുംമ കോരച കുഡിയാ ഇതേമ അല് വന്നീക്ക്ന	YouTube Enagne Hanga Akathirikumma the bark Kudia The same Al Don&#39;t come
2151	2151	2151	Pulimurugan copy adi pole ind stund seen ellam	neutral	പുലിമുരുഗന കോപി ആദി പോല ഇന്ഡ് സ്തുംഡ് സീന ഏല്ലമ	Pulimurugana Angry Adi like Ind Stumped Seena Ellama
2152	2152	2152	Ee vishuvinu Madhura Rajayude oru Madhura കണി....  By a Lalettan Fan	positive	ഈം വിശുവീനും മധുരാ രാജയുദേ ഓരു മധുരാ കണ  ബി ആ ലാലെത്തന ഫന	Ahem Vishuveen too madura King one madura Kan B That Lalethana Fana
2153	2153	2153	38000000 viewrs oh my goddddddddddddddddd  megastar the gr8	positive	38000000 വിയര്സ ഓ മീ ഗോഡ്ഡ്  മേഗാസ്തര് ദ ഗ്ര8	38000000 Vierza oh m Godd Megastar The Gr8
2154	2154	2154	Trailer pora..Oru pathu kollam mumbulla tamil cinemade trailer polund	negative	ട്രേല്ര് പോരാഓരു പതു കൊല്ലം മുംബുല്ലാ തമിഴ് സിനിമദേ ട്രേല്ര് പോലുംണ്ട്	The trailer not enough Ten Kollam Mumbulla Tamil Movie The trailer There is even
2155	2155	2155	Oru 10 thavana kandu	positive	ഓരു 10 താവാനാ കാണ്ഡു	one 10 Tawana Kandu
2156	2156	2156	Mammukka oru rakshayumilla. Mammukka mass ....	positive	മമ്മുക്കാ ഓരു രക്ഷയുംമില്ലാ മമ്മുക്കാ മാസ 	Momma one There is no escape Momma month
2157	2157	2157	trailet ingana.appo cinema enganayundanne parayano... katta waiting..KL 40 fans	positive	ട്രേല്റ്റ് ഇന്ഗനാപ്പോ സിനേമാം ഇംഗനായുംദന്നേ പരായണനോ കട്ടാ വൈറ്റിങ്ക്ല 40 ഫംസ	Trail Inganapo cinema Inganaiumdanne Reciting Kata Whitingla 40 Phamsa
2158	2158	2158	Orumathiri tamil mass padam pole thonnunu...daivam noke parangu politiciansne oke ingane thalapathuvekkunne aavishamillatha hype alle ???.	neutral	ഓരുമാംഥീരീ തമിഴ് മാസ പദമ പോല തോന്നുംനുദൈവമ നോക പരംഗു പോളിറ്റീസ്യംസ്നേ ഓകേ ഇന്ഗണേ തലാപതുവേക്കുന്ന ആവീശമില്ലതാ ഹൈപ്പ് അല് 	You remember Tamil month Padma like It seems like God look Parangu Politicians okay so Head-scratching No enthusiasm The hype Al
2159	2159	2159	Entee ponn ettaaa..... 1:50 ullayaa ah dialogue oru rekshayum illaaa.....  VAAA DA.....	positive	എന്റീ പോനന ഏത്ടാ 150 ഉല്ല്യാ അഹ ദീഅലോഗു ഓരു രേക്ഷയുംമ ഇല്ലാ  വാ ദ	My Ponana what 150 Ullya Ah The dialogue one Reksha too no Come The
2160	2160	2160	Ipo allarkkum manasilayille lalunni charitra padam cheytal ingane undakum enn this is odiyan 2	negative	ഇപോ അല്ലാര്ക്കുംമ മാനസീലാഇല് ലാലുന്നീ ചാരിത്ര പദമ ചേയതല് ഇന്ഗണേ ഉന്ദകുമ ഏന തീസ ഇസ ഓദിയാന 2	now No one In Manasila Lalunni Charitra Padma Cheetah so Undakuma Ena Thesa Isa Odiana 2
2161	2161	2161	Padam kandu .....sidheeq ikka ....karayipikum alle ..ithoru sheelavakanda	positive	പദമ കാണ്ഡു സീധിക ഇക്കാ കാരാപികുമ അല് ഇതോരു ശീലാവാകംദാ	Padma Kandu straight Ika Carapikuma Al This one Silavakamda
2162	2162	2162	Ikkaaaaa masss enn vechaal ithaam masss	positive	ഇക്കാ മാസ ഏന വേചാല ഇഥാമ മാസ	Ika month Ena Vechala Ithama month
2163	2163	2163	mohanlal anna ningal veru mass alla kola massaa	positive	മോഹനലാല അന്നാ നീന്ഗല വേരു മാസ അല്ലാ കോലാ മസാ	Mohanalala Anna Ningala the root month no Koala Masa
2164	2164	2164	Mohanlal. THE GREATEST OF ALL GREATES.	positive	മോഹനലാല ദ ഗ്രേറ്റ്സ്റ്റ് ഓഫ് എല്ല ഗ്രേറ്റ്സ്	Mohanalala The The greatest Off Ella Greats
2165	2165	2165	Pooran mamooty	negative	പൂരണ മമൂടി	complete Mammootty
2166	2166	2166	entho missing aanu	neutral	എന്ഠോ മീസ്സിംഗ് ആനു	what Missing Anu
2167	2167	2167	Ellarum ikka ikkaa...Njan mathram anooo unni chettane mention cheyunnadh...Unni chettante pwoli	positive	എല്ലാര്മ ഇക്കാ ഇക്കാംജന മാതരാമ അനൂ ഉന്നീ ചേട്ടാനേ മെന്റേഷന് ചേയുംന്നാധുന്നീ ചേട്ടാന്തേ പ്വോലി	Ellarma Ika Ikamjana Matarama Anoo You are dude for mentation Do it Chetante Powley
2168	2168	2168	Lucifernne EzHuayallathu varakilla nnu urapaa pakshe padam pulimuragan level hittaa athu suraa	neutral	ലുസികറ്ന്നേ ഈഝ്ഹുആയല്ലാതും വരകില്ലാ നനു ഉരാപാ പക്ഷേ പദമ പുലിമുരഗന ലെവല് ഹിത്താ അതു സുരാ	Dear Lucy It is not Ejhhua Can&#39;t draw Nanu Urapa But Padma Pulimuragana level Hita that Sura
2169	2169	2169	Raju etta ningal Malayala cinema ye Vere Level Aaakum Alle	positive	രാജു എട്ടാ നീന്ഗല മലയലാ സിനേമാം യേ വേരാ ലെവല് ആകുമ അല്	Raju eight Ningala Malayalam cinema Yeh Vera level will be Al
2170	2170	2170	Variety cinemayude rajav  mammooseeee ikkaaaaaaa	positive	വരീഏറ്റി സിനേമയുദേ രാജാവ  മമ്മൂസീ ഇക്കാ	Lined up Cinema the king Mammouse Ika
2171	2171	2171	Eee vishu ettan aganu konduvaa ennu parayan paranju!!!!!!	positive	ഈം വിശു ഏത്തന അഗനു കോന്ദുവാ എന്നു പരായണ പരംജു	Ahem Vishu What is it? Aganu Kondua that Recitation Paramju
2172	2172	2172	Entta ponnu laletta.... Parayan vakkukal illa  Mass ka bapp	positive	എന്ട്ടാ പോനനും ലാലെട്ടാ പരായണ വക്കുകല ഇല്ലാ  മാസ കാ ബാപ്പ	what Ponan too Laletta Recitation Art no month Ka Dad
2173	2173	2173	Ithippo enthinulla purappadanavo randalum koodi Suraj  Soubi	positive	ഇഥീപ്പോ എന്ഥീനുല്ലാ പുരാപ്പദനാവോ രന്ദലുംമ കൂഡി സൂരജ്  സൌബീ	This is Why not? Ancient Randallumma too Suraj Saubee
2174	2174	2174	Waiting from Qatar LalettaI'd tagarkum katta support heavy 48pravasyam trailer kandu wow	positive	വൈറ്റിങ് കരോമ കാതാര ലാലെട്ടീഡ് ടാഗര്കുമ കട്ടാ സുപ്പോര്ട്ട് ഹേവ്യ 48പ്രവാശ്യമ ട്രേല്ര് കാണ്ഡു വാ	Whiting Caroma Katara Laletide Tagarkuma Kata support Hevya 48 Exile The trailer Kandu Come
2175	2175	2175	Ee item vech nammal nammade pracharanam thakarkkum..	positive	ഈം ഇതേമ വേച നമ്മല നമ്മദ് പ്രചരനാമ ഠാകരക്കമ	Ahem The same vecha We are Nammad campaign name Thakarakama
2176	2176	2176	enthe ponno enna lookkada mmmde eattan	positive	ഇന്ന പോനനോ ഏനനാ ലൂക്കാദാ മൈഡേ ഈത്തന	today Don&#39;t go Enana Lucada Mayday Ethana
2177	2177	2177	Ithu kidukkum Vere Levelu Aannu Makkaleee	positive	ഇതു കിടുക്കുമ വേരാ ലെവേലും ആന്നു മക്കാലീ	This I will get it Vera and level that&#39;s Macaulay
2178	2178	2178	Heavy mass        പൊളി	positive	ഹേവ്യ മാസ        പള	Hevya month the fruit
2179	2179	2179	Adutha flop	negative	അദുഥാ ഫ്ലോപ	Adutha Flopa
2180	2180	2180	Vere level ... Onnum parayan ella....	positive	വേരാ ലെവല്  ഓനനുംമ പരായണ ഏല്ലാ	Vera level Onanumma Recitation Ella
2181	2181	2181	Mamooka ishtam. Ennitum Njan Lucifer kandu laletante acting Kidu anennu mammokka fan aya enik parayAthirikan pattilla..	positive	മമൂകാ ഇശ്തമ എന്നീതുമ ന്ജന ലുസീഫര കാണ്ഡു ലാലേതന്തേ ആക്ടിംഗ് കിഡു അനേന്നു മമോക്കാ ഫന ആയാ ഏനിക പരായതീരീകന പത്തില്ലാ	Momoka Ishtama and the Njana Lucifera Kandu Lalethante Acting Kidu That&#39;s it Mamoka Fana Aya Enika Parayatheerikana Not ten
2182	2182	2182	Oru nalla cinema kkaayi kathirikkkunnu.    Dhayavayi ithine 100 cr pattikayil kettaruth	neutral	ഓരു നല്ലാ സിനേമാം ക്കായീ കഥീരീക്കുംന്നു    ധായാവായീ ഇതീന 100 ക്ര് പ്പാത്തികഇല കേത്തരുത	one good cinema Kayee Storytelling Good luck This is it 100 Kr Leaf untouchable
2183	2183	2183	Mass and class . Mammookka #faceofindiancinema . Nalla cinema aavatte	positive	മാസ ആന്റ് ക്ലാസ്സ്  മമൂക്കാ ഫൈസെഓഇന്ദ്യാന്സിനേമാം  നല്ലാ സിനേമാം ആവത്ത്	month Ant Class Momoka PhysioIndianemam good cinema Awath
2184	2184	2184	Rajuettan director ayath kond ith jaikkuvairikkum	positive	രാജുത്തന ദിരേക്ടര് അയാത കോണ്ട് ഇത ജൈക്കുംവൈരിക്കുംമ	Rajuthana Director Aayata Cont This Jaikumvairikumma
2185	2185	2185	Njan oru mohanlal fan aanu ennalum trailer istapettu pwoli	positive	ന്ജന ഓരു മോഹനലാല ഫന ആനു എന്നലുംമ ട്രേല്ര് ഇസ്ടാപെട്ടൂ പ്വോലി	Njana one Mohanalala Fana Anu but also The trailer Get ready Powley
2186	2186	2186	Ikka scene vere level	positive	ഇക്കാ സീന വേരാ ലെവല്	Ika Seena Vera level
2187	2187	2187	Ithupole mooonchiya Oru padam jeevithathil kanditillaaa.....	negative	ഇതുപോല മൂംചിയാ ഓരു പദമ ജീവീഥാതീല കംദിതീല്ലാ	Like this Moomchia one Padma For life Can&#39;t move
2188	2188	2188	Trailer kannunathinu munne dislike adicha mahanmark adaranjalikal....ivrk matram engana pattunoo ijathi kuru pottikal....kashtam...	negative	ട്രേല്ര് കന്നുനാതീനും മുന്നേ ഡിസ്ലീകേ ആദിചാ മഹാന്മാര്ക് ആദരാംജലികാലിവര്ക മാത്രമ ഇംഗാനാ പട്ടുനൂ ഇജാഥീ കുരൂ പോത്തികല്കശ്തമ	The trailer Kannadaen too before Dislike Adicha For the great ones Adaramjalikalivarka only Ingana Patunoo Ijathi Come on Pothikalkastama
2189	2189	2189	Uff kidilam oru ethum pediyum kittanilla story nthayirikkumenn 5vare Kath irikkanamallo katta waiting	positive	ഉഫ്ഫ കിദിലമ ഓരു ഏതുമ പേദീയുംമ കിത്താനിലആ സ്റ്റോറി ന്ഥായീരീക്കുംമേന 5വരേ കഥ ഇരീക്കനാമല്ലോ കട്ടാ വൈറ്റിങ്	Phew Kidilama one Any Pediyaumma Where is it? Story Nthayirikummena Until 5 story I&#39;m sorry Kata Whiting
2190	2190	2190	Etinum valiya surprise enni njngallu kittan ella	positive	ഏതിനം വാലീയാ സുരപ്രീസ എന്നീ ന്ജ്ന്ഗാല്ലൂ കിത്തന ഏല്ലാ	how much Wallia Surapreesa and Njngalloo kithana Ella
2191	2191	2191	LUCIFER KI JAY  LALLETTAN POLICHU MASS  VERUM  MASSALA  MARANA MASS LOVE  YOU LALLETTAAAAA	positive	ലുസീഫര കി ജയ  ലാലെട്തന പോളിചു മാസ  വേരുമ  മസ്സാലാ  മാരാനാ മാസ ലവ  യൂ ലാലെട്ടാ	Lucifera K Jaya Lalethana Polichu month Varuma Masala Marana month Love Yu Laletta
2192	2192	2192	Joy thakkolkaaranil ninnum oru massZz change	positive	ജോയ ഠാക്ക്ല്കാരനീല നീന്നമ ഓരു മാസ്സീജ് ചംഗേ	Joya Thakkalkara Neela the length one Massage Change
2193	2193	2193	Njangada nattila shooting cheythe Prithviraj vere level	positive	ന്ജംഗാദാ നാത്തിലാ ശൂട്ടിങ്ങ് ചേയ്ദ പ്രീഥ്വീരാജ വേരാ ലെവല്	Njangada in the country Shooting Cheida Prithviraj Vera level
2194	2194	2194	Padam 100 cr kayariyathinu shesham kanunnavarundo	positive	പദമ 100 ക്ര് കയരീയാഥീനും ശേഷമ കനുംന്നാവരുണ്ടോ	Padma 100 Kr and Kayariathin After Do you have any friends?
2195	2195	2195	Myru Padam. Kaanendaayirunnu. Ookkaanam vannittu vayya.	negative	മ്യ്രു പദമ കാനേന്ദ്യഈരുനനു ഊക്കാനമ വന്നീത്തു വയ്യാ	Myru Padma To Kanendyairuna Ukanama came can&#39;t
2196	2196	2196	Ikka kku nalla age feel cheyuunuu	neutral	ഇക്കാ ക്കു നല്ലാ അജ് ഫീല ചേയുംഉനൂ	Ika to good Aj Phila Yes and no
2197	2197	2197	anusithaaraye kaanan veendi trailer kandavar ivide like cheythooli	positive	അനുസീഥാരാഏ കാനന വിംദീ ട്രേല്ര് കാന്ദാവര ഇവിഡ് ലീകേ ചേയ്ഥഊലീ	Anuseetha Canon Vimdee The trailer Kandavara Evid Leakey Cheithoolee
2198	2198	2198	Kiduuu Trailer   Lalettan polichuu Apol ee onavum ettan kondupoi	positive	കിദൂ ട്രേല്ര്   ലാലെത്തന പോളിചൂ അപോല ഈം ഓനവമ ഏത്തന കോന്ദുപോയ്	Kidoo The trailer Lalethana Polychoo apola Ahem Onavama What is it? Kondupoi
2199	2199	2199	Njan A10 Fan ann but ikka pwolikkum katta waiting	positive	ന്ജന ആ10 ഫന അന്ന ബുത ഇക്കാ പ്വോലീക്കുംമ കട്ടാ വൈറ്റിങ്	Njana That 10 Fana Anna Wednesday Ika Pvolikumma Kata Whiting
2200	2200	2200	Mammookkaaaa love uuuuu ingal poliyanuuuuuu 68 alla ingakk  34 aanuuuuuu	positive	മമൂക്കാ ലവ ഊ ഇന്ഗല പോലിയാനൂ 68 അല്ലാ ഇന്ഗാക്ക  34 ആനൂ	Momoka Love Oh Engala Polianu 68 no Ingaka 34 Anoo
2201	2201	2201	copy annan	negative	കോപി അന്നന	Angry Anna
2202	2202	2202	Pandi rajaye malarthi adichu athanu lal magic	negative	പണ്ഡി രാജയേ മലാര്ഥീ ആദിച്ചു അതാനും ലാല് മഗ	Pandi King Malarthy Aadi And that too Lal Mag
2203	2203	2203	Poli poli poli .... am waiting..	positive	പോളി പോളി പോളി  ആമ വൈറ്റിങ്	Polly Polly Polly tortoise Whiting
2204	2204	2204	Lalelattanum raju ettanaumulla oru film kure kalamayi aagrahichirunnu  athu nadannathilulla santhosham pinne parrayanundo🤩🤩🤩🤩🤩	positive	ലാലേലത്താനുംമ രാജു ഏട്ടനഉമുല്ലാ ഓരു ഫിലമ കുരേ കലാമഈ ആഗ്രഹിചീരുനനു  അതു നദന്നാഥീലുല്ലാ സംഥോഷമ പിന്നേ പാര്രായനുംന്ദോ	Lalelamthanumma Raju Etanaumulla one Filma Kure Kalamaee For wishful thinking that Nadannathilulla happiness Then Parrayanando
2205	2205	2205	Poliiiii oru rekshem illa katta waiting	positive	പോലഈ ഓരു രേക്ഷേമ ഇല്ലാ കട്ടാ വൈറ്റിങ്	like one Rekshema no Kata Whiting
2206	2206	2206	Dislike adicha oombanmaarude shraddhakku....  Kittiya collectionum kondu oodikko  Chekuthan ninte ettane eduthittu oookkunnund  Adyam avante kunna vayileduthu ethane rakshikk	negative	ഡിസ്ലീകേ ആദിചാ ങ്ബനമാരുഡ ശ്രദ്ധാക്കും  കിത്തിയ കോള്ലക്ഷനുംമ കോണ്ടു ഒഡിക്കോ  ചേകുതന നീന്റ ഏത്റാനേ ഏദുഥീത്തു ഔക്കുന്നുംദ  ആദ്യമ അവന്ത് കുന്നാ വാഈലേദുതും എഠാനേ രാക്ഷിക്ക	Dislike Adicha Ngbanamaruda Will pay attention Kitia Collection Condo Odiko Chekutana your Which one? Edutheethu Aukunumda First daughter he The hill Vaeeledutum Ethan protect
2207	2207	2207	369 dislike myrol ikka uyir haters myr	negative	369 ഡിസ്ലീകേ മൈരോള് ഇക്കാ ഉയീര ഹാട്ടര് മര	369 Dislike Myrol Ika tall Hatter tree
2208	2208	2208	Telugu film pole masss  trailer	positive	ടെലുഗു ഫിലമ പോല മാസ  ട്രേല്ര്	Telugu Filma like month The trailer
