	sentence	sentiment
2143	Annnnnnooii oru rakshem ella pwoliiiiiino words	positive
2144	Kidu energetic trailer     dislike adikkanum venam oru manakkatti	positive
2145	Lucifer kanduu..... Thatikootuu padam....no story aake ulath kore vedivepum bombidilum..... Kashtmm thane.....	negative
2146	aaa dislike adicha poorimakkalude ammakku mohanlal anu adichu kodukkunnadu tonnunnu	negative
2147	Padam kndit vndum trailer kanumpo veror feel	positive
2148	laletta na pole orale ullu malayalikalude ahagaramaya mohnlal	positive
2149	Ithu pradheekshikuna ....pole avilla ...padam avarage ...	neutral
2150	Youtube enagne  hang akathirikkum .korach koodiya item alle vannikkn	positive
2151	Pulimurugan copy adi pole ind stund seen ellam	neutral
2152	Ee vishuvinu Madhura Rajayude oru Madhura കണി....  By a Lalettan Fan	positive
2153	38000000 viewrs oh my goddddddddddddddddd  megastar the gr8	positive
2154	Trailer pora..Oru pathu kollam mumbulla tamil cinemade trailer polund	negative
2155	Oru 10 thavana kandu	positive
2156	Mammukka oru rakshayumilla. Mammukka mass ....	positive
2157	trailet ingana.appo cinema enganayundanne parayano... katta waiting..KL 40 fans	positive
2158	Orumathiri tamil mass padam pole thonnunu...daivam noke parangu politiciansne oke ingane thalapathuvekkunne aavishamillatha hype alle ???.	neutral
2159	Entee ponn ettaaa..... 1:50 ullayaa ah dialogue oru rekshayum illaaa.....  VAAA DA.....	positive
2160	Ipo allarkkum manasilayille lalunni charitra padam cheytal ingane undakum enn this is odiyan 2	negative
2161	Padam kandu .....sidheeq ikka ....karayipikum alle ..ithoru sheelavakanda	positive
2162	Ikkaaaaa masss enn vechaal ithaam masss	positive
2163	mohanlal anna ningal veru mass alla kola massaa	positive
2164	Mohanlal. THE GREATEST OF ALL GREATES.	positive
2165	Pooran mamooty	negative
2166	entho missing aanu	neutral
2167	Ellarum ikka ikkaa...Njan mathram anooo unni chettane mention cheyunnadh...Unni chettante pwoli	positive
2168	Lucifernne EzHuayallathu varakilla nnu urapaa pakshe padam pulimuragan level hittaa athu suraa	neutral
2169	Raju etta ningal Malayala cinema ye Vere Level Aaakum Alle	positive
2170	Variety cinemayude rajav  mammooseeee ikkaaaaaaa	positive
2171	Eee vishu ettan aganu konduvaa ennu parayan paranju!!!!!!	positive
2172	Entta ponnu laletta.... Parayan vakkukal illa  Mass ka bapp	positive
2173	Ithippo enthinulla purappadanavo randalum koodi Suraj  Soubi	positive
2174	Waiting from Qatar LalettaI'd tagarkum katta support heavy 48pravasyam trailer kandu wow	positive
2175	Ee item vech nammal nammade pracharanam thakarkkum..	positive
2176	enthe ponno enna lookkada mmmde eattan	positive
2177	Ithu kidukkum Vere Levelu Aannu Makkaleee	positive
2178	Heavy mass        പൊളി	positive
2179	Adutha flop	negative
2180	Vere level ... Onnum parayan ella....	positive
2181	Mamooka ishtam. Ennitum Njan Lucifer kandu laletante acting Kidu anennu mammokka fan aya enik parayAthirikan pattilla..	positive
2182	Oru nalla cinema kkaayi kathirikkkunnu.    Dhayavayi ithine 100 cr pattikayil kettaruth	neutral
2183	Mass and class . Mammookka #faceofindiancinema . Nalla cinema aavatte	positive
2184	Rajuettan director ayath kond ith jaikkuvairikkum	positive
2185	Njan oru mohanlal fan aanu ennalum trailer istapettu pwoli	positive
2186	Ikka scene vere level	positive
2187	Ithupole mooonchiya Oru padam jeevithathil kanditillaaa.....	negative
2188	Trailer kannunathinu munne dislike adicha mahanmark adaranjalikal....ivrk matram engana pattunoo ijathi kuru pottikal....kashtam...	negative
2189	Uff kidilam oru ethum pediyum kittanilla story nthayirikkumenn 5vare Kath irikkanamallo katta waiting	positive
2190	Etinum valiya surprise enni njngallu kittan ella	positive
2191	LUCIFER KI JAY  LALLETTAN POLICHU MASS  VERUM  MASSALA  MARANA MASS LOVE  YOU LALLETTAAAAA	positive
2192	Joy thakkolkaaranil ninnum oru massZz change	positive
2193	Njangada nattila shooting cheythe Prithviraj vere level	positive
2194	Padam 100 cr kayariyathinu shesham kanunnavarundo	positive
2195	Myru Padam. Kaanendaayirunnu. Ookkaanam vannittu vayya.	negative
2196	Ikka kku nalla age feel cheyuunuu	neutral
2197	anusithaaraye kaanan veendi trailer kandavar ivide like cheythooli	positive
2198	Kiduuu Trailer   Lalettan polichuu Apol ee onavum ettan kondupoi	positive
2199	Njan A10 Fan ann but ikka pwolikkum katta waiting	positive
2200	Mammookkaaaa love uuuuu ingal poliyanuuuuuu 68 alla ingakk  34 aanuuuuuu	positive
2201	copy annan	negative
2202	Pandi rajaye malarthi adichu athanu lal magic	negative
2203	Poli poli poli .... am waiting..	positive
2204	Lalelattanum raju ettanaumulla oru film kure kalamayi aagrahichirunnu  athu nadannathilulla santhosham pinne parrayanundo🤩🤩🤩🤩🤩	positive
2205	Poliiiii oru rekshem illa katta waiting	positive
2206	Dislike adicha oombanmaarude shraddhakku....  Kittiya collectionum kondu oodikko  Chekuthan ninte ettane eduthittu oookkunnund  Adyam avante kunna vayileduthu ethane rakshikk	negative
2207	369 dislike myrol ikka uyir haters myr	negative
2208	Telugu film pole masss  trailer	positive
2209	Hindu kalku mahiravan islaminu ebileesu christianikalkku LUCIFER	positive
2210	Mohanlal fansinte full spprt ikka pwlichadukk .	positive
2211	Maranamass item ente ponno  ijjathi	positive
2212	Happy birthday  ikka movie polkikum....	positive
2213	entay ponnoo kola kolli item vannu makkaleay	positive
2214	mass aaan ikka ninga vere level aan	positive
2215	laletta movie kku super response aanalloo	positive
2216	Mass itom. Mass dialogue. Lalettan polikum	positive
2217	Arokke endokke paranjalum ingal Mmale changan Dileepetta	positive
2218	Ee dislike adichavarde sredhayk enna kanditta enth mosam kanditta dislike adichathenn koode parayamo?	negative
2219	Pakaram vaikkan..ellatha prathibha....lal.... njan paranjathu sheriyalle...plse like	positive
2220	mohanlal ingnanu kure chavar pole irakkilla .vanalo...odukkathe varavaakum..luv u laletta	positive
2221	Deslike adicha ella punnara makkalkum nanni	negative
2222	Poli padam njn ella mammooty movies kanarundu itrekku disapointed akkiya oru movie aduthundayittilla	negative
2223	Freezerinakathulla scene kandappo arkenkilum hollow man film orma varunnundo	neutral
2224	Aah nalla best marakkar...sound kettal thanne ariyam...ithu adutha neeraliyo odiyano aavanulla laksham aanu...daivame ee pulli ithu enthinulla purapadu aanu...🤣	negative
2225	Muppathil kooduthal thavana kanda njanalle sherikkum mess	positive
2226	avasanam kanjipole aavathirunal mathi all the best	neutral
2227	Oru tamil movie touch pole. Expect to be a good movie	positive
2228	Pulimurugan pole akkan ulla udesham bt release kazhinj parayam kollavo elliyo enn	neutral
2229	Polichu	positive
2230	Padam kanditt veendum trailer kaanan vannavar aarengilum undo enne pole	positive
2231	Ith kalki allaa ith kathi aahnu itiri	neutral
2232	Swantham panavum padavum aauapol experimentation undavumo;)	neutral
2233	Padam ettunila pottum ennu urappullavar like..	negative
2234	Ayyeeee....dialouge presentation ottum illa....evan enge nayakan ayi? Lalunni....evanano swayam complete actor ennu vilikanee.....myran	negative
2235	mammookkaye ee traileril kandu njettattavar aarum undavilla !	positive
2236	Oru thrilling und...  Padathilum ith muzhuneelam undakumennu karuthunnavar...  Like here	positive
2237	Aayea.... ithu oru unda aavolo.... boar ....	negative
2238	enth moonjiya padam oombiya kadha parachil avante konathile padam	negative
2239	Haneef adeni  Ninakevdunna mone ijjathi kolakolly items kitenne Vere level	positive
2240	No words to say katta pwoli van mass	positive
2241	Petrol vila karanam raja cycilil. polichu!!!!!	positive
2242	Pala chettakalum chelakkatte ith onnonnara padaman	positive
2243	Licifer vannna ennenthe pooram vanu.....madhuraraja 6 manik thanne poyi......but l is loading...coming....minutes left	positive
2244	theateril elaarkum moonjiya expression aannallo kandu kazhinju	negative
2245	E oru trailarinu vendiyanu njan kathirunnathu powliyanu... Kiduvanu... katta massanu....	positive
2246	Malayala cinema yude thalavara maattum e padam	positive
2247	eth 14k alavalathikal aanu dislike adichath	negative
2248	Kidu trailer oru rakshem illa katta waiting	positive
2249	KGF kanda oru effect trailer kandapol kitty	positive
2250	Katta waiting aliyoo njanga malayalikalkkum nddaa mass padangal	positive
2251	Surajettan ippol kadhapathramayi jeevikkukayanu.. mikka cinemakalilum	positive
2252	Polichittund Lal ettan fans like adi	positive
2253	pwolikkum #Unni #mammukka oru valya vijayam aakatte	positive
2254	Kolakolli Item Ikka war mode on	positive
2255	ട്രൈലെർ കിടു  Wishes to Janapriya Nayakan Dileepettan from Lalettan Fans	positive
2256	onnil kooduthal thavana trailer kandavar pls like here	positive
2257	uff trailer  mamuka mohanlal legends aanu oru tharkavum venda	positive
2258	HAPPY BIRTHDAY IKKKAAAAAAA  LOVE YOU IKKKAAAAAAAAA	positive
2259	massakkan  3.14 m venda 1.46 mathi love you raja	positive
2260	Jai marikkunnath kandappol othiri sangadamaayi	negative
2261	Njan Ettan fana ennaalum paraya e padam polikkum	positive
2262	Lalettanu Thulayam malayalam film industry yil Latten mathram...	positive
2263	cinema kandu....addipoli.. adyamaayitta oru cinema adhe divasam 2 thavana theatril kaanunne	positive
2264	Adipoli Trailer.......   parayaan Vaaakkilaa  Lalettan fans like here	positive
2265	kure naalu koodiya oru mammookka trailer kaandu santhosham thonunnathu.	positive
2266	Kutam parayunavaru Maryadaku zha parayan ariyatha team anu	negative
2267	Jayettan + Thrissur Oru Ugran PooraM Kodiyeri makkale...  katta waitin	positive
2268	Ho aaa BGM. Mammookka ithu oru pwoli pwolikkum	positive
2269	Ithu oru onnonnara item anu makane ee........Mass alla athukkum meleee.....	positive
2270	Sirea ethu keari koluthunna lekshanam undallo... bumbar hitavattea	positive
2271	Venda kutta uruttam last dialogue polii....	positive
2272	Pavam sanjeev pillaiku enthengilum credit kodukeda nayinte makkale	negative
2273	Ente mammookka  Ithokke abhinayikkanel minimum range venameda  Vere level	positive
2274	TRAILER VERE LEVEL ... ITH PWLIKKM	positive
2275	After Neram	neutral
2276	Nice ... Varampo kaanam engana nu ....	positive
2277	Pazhanjan formula aanaloo .....  Oru gramam	neutral
2278	cia   bgm  tch   undalllo  copy  etttaa	negative
2279	Ethreyum nalla oru creativity ku dislike cheyunnavarodu oru load pucham	negative
2280	waiting  ganagandharvan mamankom sherlock bilal  enik vayya.... mass ka baapp	positive
2281	Mammootty enna name thanne mathi charithra cinimakal poyi kaanan	positive
2282	30 minute 34 k views padam poorikum	positive
2283	mohanlal fananu but e filim ethraku pokanonnum ella. raju ethilentha amanushikano?	neutral
2284	Ith pole films aanu tamil telungu mass movies aakunnath	positive
2285	Camera style kandappo chapa kurush ormavannu	neutral
2286	Heavy..Mass & Clas...cudos team Lucifer... Laalettaa ingalu Muthaanu...Double Role Aanu Makkale......	positive
2287	Ottavakkil paranjal oru Pavam Padam.... But powerful	positive
2288	Ethra vattam kandu ennu areela	positive
2289	Verum mass alla kola mass raja daa	positive
2290	Kandit romanjam vernnu ikka eth ningale konde sadikku	positive
2291	Angine paranju paranju  trailer nalla YouTube chanalil thank irakki 🤩🤩 athinu irikkatte or kuthirappavan	positive
2292	Lalettan fans kar okke evadeeee....   Best wishes mammookka	positive
2293	I HOPE THIS WILL BE THE BEST THRILLER FILM SUPERB TRAILER  ORU rakshayumilla.... Kidukaachi kidiloski item....  #Katta waiting for #Lucifer	positive
2294	Pokkiraja pole full masa entertainment allann thonunnu..nallaru storyum ullath pole 🥰	positive
2295	Hollywood style...mammukka Box office kidukkum..mass stylish thriller aayirikkum...	positive
2296	malayathil ethu vare kandathil vech ettavumm bramandaa trailer  ikkaa hats off ...	positive
2297	Trailer avg aakki... preshakare pratheeksha veypikathe pritvii..padam pwoli aayrkm appoo...	neutral
2298	Trailer kidukkiiii....Lalettante Lucifer pole mammookkayude Madhurarajayum kathikkayaraan e lalettan faninte vaka prarthana undavum	positive
2299	Vishu stephen kondupoyinn parayan paranju ejjathi pwoli	positive
2300	Last atte aa adi polichu ...	positive
2301	E mass trailer ne vecchanalo madura raja ye compare cheyyunadh...kashtam	negative
2302	charithram onnum parayanda mammunniyalle Ella malayalikalkkumariyam kuninjoru paniyum cheyyathillennu	negative
2303	Bgm athu kalakkii muthe sambavam lesam haram kooditha to	positive
2304	hoo kolamass item thannee...bgm oru rakshayumillaa	positive
2305	Kidu trailer mammukka ithil 100 kodi urappu anu #justus143	positive
2306	ufff ikka ethe polikkum. Katta waiting	positive
2307	Raja  ellam adich toofan aakum	positive
2308	Enta ponney ijjathi item uff romanjam	positive
2309	Oru paandi gundeye Adichodukan Avn vannee	neutral
2310	Ikka evide  evide ennu nokkuvayirunu.. Vanapozhoo. Onnum parayan illa	positive
2311	Adipoli super  bgm no raksha	positive
2312	Enta ponnu jayettooiiiii ingalu mmde thrissurle polichadakkindalloo	positive
2313	I:46am  ithu 12 pravasyam annu kannune..stephen nedumbuli	positive
2314	10 ൽ കൂടുതൽ ഈ trailer kandavar ivide varoonjhaan 16 aayi	positive
2315	Ithu aanu trailer alathe koore cut seens kanikkal ala	positive
2316	Cinema Kandavar orikkalum cinema hit ennu parayathilla	negative
2317	Trailer il thanne full story undallo! Padam kidilan aakatte🤓	positive
2318	Nthu dislikes an... Ninnekondekke dislike cheyyane pattu...	negative
2319	trailer kanditu ithenkilum pwoliyillannu thonnunu..   nb:- njan oru katta #mohalal fan aanu	positive
2320	Hambo ..Vere level ..Oru rakshayum illa	positive
2321	(Ningal ee stagil keritt Chund anakkunnath ariyathavar aara) enthoo arkoo thangiya Pole thoniyath enikk mathramanoo	neutral
2322	Hvy  Rajuvettan rocks 🤩🤩🤩 Lalettan	positive
2323	Vineeth srinivasan.....ahaa otta peru mathe.....vere onnum vendaa...	positive
2324	Filim kaannadhe trailer kandu diss like adikkan kureyannam vannolum kashtam thanne diss like adikkan mathram jeevikkunna guys hii	negative
2325	Mammukka marana mass  Ikka fans like  Katta wi8 for mammangam	positive
2326	ethukandalariyam e padam padakkam pole pottum	negative
2327	Verum gust roll nu ejjathi waiting	positive
2328	Ikkayude adya 100cr padamakum ithennu urappullavar like adi	positive
2329	Ellaavarum ente channel onnu nokamo ishtamayenkil subscribe cheyyamo suraj ettan soubin kidu	positive
2330	Ente ponno ijjathi Raya kandam vazhi oodi eetahhh	negative
2331	Tgf teaser kola mass aanenkil.... Abrahaminte santhathikal trailer kodoora maassum alla... Athukkum mele aanu !!	positive
2332	Jaathee mathangalkk adheedhamaayi manushyaneyaanu snehikkendath enna threadil cinema thudangi athe threadil cinema avasaanippicha samvidaayakanu irikkatte oru kuthirappavan	positive
2333	Youthanmarude youthan njanmmala ikka#FDFS# katta w8ing	positive
2334	Pwolli item Mammukka Bgm Uff No words Katta waiting	positive
2335	Pulimuragan same climax and same location	neutral
2336	pullikkan stara pole undu trailer..powlikkane pisharadi eatta...thank you	neutral
2337	Ee thavanathe onam pooramakkan  itty maani varunu	positive
2338	Mammoka karanjal sahikkathavar indo..valsalyam	positive
2339	Nge...like kuranjo???..autolikes 3g.. anyway trailer heavy	positive
2340	Oru raksha illa makkal poli padam like	positive
2341	Amboooo pwoli veree levellll       Ettn ishtm	positive
2342	Aju chettan polikkum nna thonnane	positive
2343	Raja Returns powlichu Lucifer നെ ക്കാൾ അടിപൊളി trailer	positive
2344	Onnum parayanilla onnu matram mammookkayaan ente  lahari..............	positive
2345	Soubin ikka suraj ettan lead  roll ith oru sambavam aakum katta witing kidukachi filkm	positive
2346	Ithu polikum pappan marana massanengil pullu giri kola massanu jayettante first gangster underworld movie	positive
2347	eee prayathilum ennaaa look ekka keee	positive
2348	Ichayan pakkaa massdaaa I love tovino	positive
2349	Eee oru odiyan ikkade bilalnte athre muttan illa	neutral
2350	Indettante a dialogue kiduvanalle.. (Mahiravanan	positive
2351	Ambili kandavroke onnu like adiche Kanaathavar onnu kanade povalle nashtaman	positive
2352	Ayyeee Lucifer Oru political movie athine copy adichu madura raja Ee cinema director COPY SUNDAR  aano🤭	negative
2353	Direction Rajuettan aanel Standard inte glucose level high aa  Speechless	positive
2354	Trailer kidukki full movie kidukidukkum.. we still waiting..	positive
2355	Shwaasam adakki pidich trailer kandavar adik like	positive
2356	Oru singam mmayam..  pwoli trailer	positive
2357	OMG  lalettaaaa ummmaaaaa rajuvettaaa ningal marana mass anu.	positive
2358	Teaser kandappo itrakkum pratheekshichilla traler supsupsupsupsupsuper cinema pwplikkum	positive
2359	pulimurugan style aakan vazhi und.. palayidathum athe colour tone kanam.... enkilum vaishakilum ikkayilum oru pretheeksha	neutral
2360	adhyam 9 polinju 8 nilayil ini next ithum poliyum 9 nilayil	negative
2361	Ithu oru padamayirikum action orupadu vyethasetha ulla oru film ayirikum.....	positive
2362	ethentha lalettan thanneyano dout akunnu	neutral
2363	Njan oru lalettan fan anu.. pakshe ithu polichu... ikka super	positive
2364	Mammooty  Avasaanathe aa run hentammo.. GOOSEBUMPS...	positive
2365	Katta ikka fan aahnu anaalum A10nte padavum A10neyum ishttam Katta waiting for ittimaani first day first show	positive
2366	Oru mohanlal fan aaya njan   katta wait cheithu irikuna mamooty de filim...	positive
2367	Dislike adicha thanthayilla thayolikal aaranaavo ..murugane theerkkum ennu paranju nadannavar aavum	negative
2368	Last ikkede varavum ഡയലോഗും  mass	positive
2369	വിജയാശംസ കൾ  nerunnu.. 333 film magic. Film channel	positive
2370	Kilichundan mambazhathile... Laletan dilog parayana pole	neutral
2371	Nalla oru film anuuu ellavarum poyi kanu....	positive
2372	Mohanlalinte ee film engilum hit aayal matiyaarinnu...maduthu odiyente kuttam keettu keetee... Kaata lalaetta fan adi like	positive
2373	Lalettan fans like.  Super movie ikka muttwanu	positive
2374	Malayala cinemayude idhihasam mammookka happy birthday Mammookka	positive
2375	Ikkkaaa katta mass trailer pwolichu .....eniyaaanu masss katta waitin	positive
2376	Dislike adikaan vanna para naarikal pinne enthina ith verthee kaanunnath	negative
2377	Prithviyude voice modulation.....oru rakshayum ilya ponne....  Kidkaachi trailer Stylish paranja itha aanu makkalle	positive
2378	Ith  ndh manushiyana ith mass anno kollamass anno atho vere ndhelum anno romanjam pongunnu ambho	positive
2379	33k kurugal kanunnylllle dislike🤣🤣🤣🤣🤣 duranthngal pyaavam lavanmarude pramughanu youtube views illathente sangadam aavum	negative
2380	avasaanathe superman punch ath kalakkki ente ponnu ikka love uuuu...........	positive
2381	Vineeth sreenivasan ennnu kanda pinne onnum nokkanda padam vere level ayirikkum	positive
2382	Pratheekshakalkum appuram kaatti thannu pratheeksha orupaad uyarthu prithivaraj enna nammude malayalikalude swakarya ahangari...!!	positive
2383	Enna koora padama . Mamooty ullond kandirikam . Nalle boradiikkuna padam sthiram kadha	negative
2384	ithpole oru kidu trailerinu dislike adikkana myrroli mammoonni fansin naduviral namaskaaram(ella mamooty fansinem udheshichalla....chila choriyanmaare udheshich paranjatha)	negative
2385	Marana mass waiting for mamankham	positive
2386	Ettan da 6million views L.... M..wood mohanlal	positive
2387	Laletta negal namde muthanu ine vere arkum vitukodikila malayalikalude sothanu lalettan.	positive
2388	Ithu oru tamil/Telugu style padamaayi poyaallo dialogue and bgm oru gummillaa	negative
2389	Comments vayichppo oru karyam manasilayi.... Ethu njagade LALETTAN ANN	positive
2390	Dileepine polullavare thangi nadakkunnavarude padam kanathirikkuka.. Preshakarkku pullinte vila polum evar nalkunnilla..	negative
2391	Trending ayy..ini viwesum likesum Anu vendath	positive
2392	Malaya cinema abhimanikkunnu ingane oru nadane kittyathil.....Wish u a very swt & hpy bthday mammooka 🥡🥡	positive
2393	Mammoookkaaaa polichadukkiii katta waiting nv 21	positive
2394	Onnum parayanilla enna parayana lalettane enik vayya	positive
2395	Heavy trailer uff 0:14 bgm and ikkante performence	positive
2396	first adam jon trialer pole ndaynu .but bgm kidu	neutral
2397	Ithiri late aayalum prithviraj koodi venamayirunnu	neutral
2398	Bgm + ettan + dialogues + fight  = romanijification	positive
2399	Vamban hope chaidu vannadellam potti polijatte olle	negative
2400	Lalettan fan but aa lastle chadeet oru pedayille polichuuu	positive
2401	Trailer undakiyarithi valare mosham ann. Ith kanumbol enik oru feelum vannilla.	negative
2402	Ee thadiyanano nammale kunjali marakkar aayi abinayikkunnath ??? Prithviraj or Mammootty cheyyanda role aanu	negative
2403	Ettante records pottikkan ettan mathrame ollu inn malayala chinimayil	positive
2404	Dislike adichitt karyamilla makkale ith alu vereya	positive
2405	ethu type roleum ettante kayil safe aanu... sambhavam kidukum... fans show bookedettan uyir..	positive
2406	Wow ikkaa mass  bgm pwoliii   katta Waitinggg #Abraham	positive
2407	Swargatthil ninnu purathaakkappetta daivatthinte swantham maalakha polichuuuuuuu LUCIFER waitingggggg...........	positive
2408	Nte ponnu rakshyillaa	positive
2409	Ayye preteekshicha atonuletta trailer.. Valya tarakedila	neutral
2410	Aye kuura trailer oola padam chali mohanlal*************	negative
2411	Mammookkaa polichuuu hvy trailer katta waiting	positive
2412	Malayalam cinema innevare vannathil vachu ettavum mighacha trailer	positive
2413	Superb trailer from lalettan fan ....ikka polichu	positive
2414	Raja de randam varavini kodi kayaran ini kurach manikoorukal mathram.....idikatta waiting	positive
2415	Ethu santhathikal vannalum. Pulimurugante thattu thanu  thanne irikkum	neutral
2416	Enntta surajetta Super oru rakshaum ella	positive
2417	Oru mass heeroye kitti mone kitti	positive
2418	Trailer pole naalla story undayal mathiyarinu	positive
2419	Ethonnum mohanlalnu cherilla	negative
2420	Mammukka ishttam  padam pwlikkane .....!!!! Bzlee nammude mammukka pwlichu daa	positive
2421	Dislike adicha Lalettan hatersnulla adi avate ningalude likes...  Trailer vere level... Murali Gopi Mass.. Like Prithviraj too..	negative
2422	Ente ponno lalettan oru rekshaum illa  ഇടിക്കട്ട waiting	positive
2423	Star cast ile N F Varghese sir inne undayirunangile lalettanta kudey poliche adukiyene lucifer movieyile	positive
2424	I love Lalettan and prithviraj...prithviraj always admired him.. Ithu polikkum.. Alla pinna...	positive
2425	Lallettaaaa pwlichu maranna massss triller .you are the only king in mollywood  Triller ishttapettavar like aaddikkaddaaa	positive
2426	Lalettan oru vigaram mathram alla nammude ahangaram aanu....	positive
2427	Ithinekkal valiya romanjifickation trilor aaaayirunnu villan ...ennitto padam 8L pottii idum anginethanneyaavum ....laletta ingalu maaarikkoluuu pillleru kalikkette	negative
2428	24 k naarikkal eee cinema dislike ittu avanmaarku thallu kodukkuvan agraham ullavar like addi	negative
2429	Sathyathil abhinandanagal ariyikkendathu Prithvirajinanu. Thakarthu kalanjallo muthu	positive
2430	Itthu Pokkiri Rajaude athava Pulimurguan ennte 2 aam baagamo.	neutral
2431	Supperb ikka pwolichuu..ikkaa swoth baaki ellaam myr	positive
2432	Eeee paheyente sthaneth..Mohanlal annn 70am vayesill Eee padem cheythirinnenkill....edukam..pallikatilekh. Lal ettane..allenkil dehippikam..	negative
2433	Ullath parayallooo sidhiq ozhich bhaakki elllaaam chali actorors.... Enthaaavumooo enthoooo.... Comment nookiii... fayankaram ennu parayaan eee trailoril onnum illlaa...	negative
2434	Surajettanum subin ikkayum polichu  sesham screenil	positive
2435	Idikkatta waiting... Othiri thanks prithvirajinu...njangalde ettane	positive
2436	Dislike adicha pannikale Theater il kanada	negative
2437	Enik pulimurgante scnd part ayita thoniye	neutral
2438	Muriyandikal pannikuutatam pole thurimezhukuvansllooscenes are rememmbering pulimurugan	negative
2439	Ho my god... Soooooooooooooooooooooooooooooooper... Dislike adicha pottimaanikal chankupottychaakum	positive
2440	6.7k dislikes adichaa ooolanmarellam angott maaarininnnu mongikko	negative
2441	Mammokayude unda varunnu an kaliyakiyavar kedo.....unda verum undayala thokkil vediunda yamanasilaya  mammookaye kaliyakunnavare	negative
2442	Poli oru rakshayum illa pakka hvy  Ithu blockbuster adikum ikka marana mass aane	positive
2443	Ammo Porichu.... Ithu kidilan	positive
2444	Lallikkka polich eee...kanditum kandittum kodhitheerunnnillla...ante vismayameeee	positive
2445	Ouru Lúcifer erangi athe polle thanne enni kore padomm erakuum myrreeee	negative
2446	ayyoo mohanlal sangiallleeeee... poyi chawada kalla cummi a	negative
2447	Hammme poli lastathe aa scene kidu... Frames	positive
2448	Ettan fans Ethra per ee padam kanan pokum Ettan ishttam	positive
2449	Naaanavum maanavum undoda ooolakale trailer verunathinte munb Thane degrade cheyaaan.	negative
2450	Apo athum potti .. aaaa pratheekshayum poyi	negative
2451	Uff ijjadi item romanjam ikka fans like adich polikk	positive
2452	Mamookade kore naalathe flopkalk shesham oru predeeksha ulla chithram  Ith pwolikkum #haneesadeni	positive
2453	Ertti madhuram on ikku's bday..god bless ma ikkuhappywala bday ikku	positive
2454	Njan oru lalattan fan anagilum...... raja maaass akum..... urappppuuu.....	positive
2455	Katha manasilay Tv il varambam kanam	negative
2456	ithaanu A10...hatersinte vaayil adichu kayatiya adaar item...Lusifer	positive
2457	Chechi kaanaan Vendi maatram keriyavar... Lyk adichit pokaan marakkalle.... Chechi ishtam	positive
2458	Romanjam ikka predhikshichadh pazham kanjiya but kittiyadh biriyani powli...	positive
2459	E padam pottan chance undu....TIYAAN movie orma varunnu...murali gopi alle script....kandariyam	neutral
2460	Anna Ben Performance Vera Level	positive
2461	Katta waiting  Perunnal pole aaai ee divsam  Ikka minnichekkene	positive
2462	Enn a polle ethraper  prarthikunnu ettante jodi  manju avalle enn	neutral
2463	Sound  modulation  Indian cinimayil mammookka athu kayinje vere aarum varathullu..	positive
2464	Ufffff..ejaadhiii..lalettann rdjile edjelum oruu svene e jenmam vheyaan patilaa..trailer kandd karayunundaabumm ettan and ettan fanss	negative
2465	Ee onam njan ingu edukkuva.... #Lalettan	positive
2466	Kavya film company perinu Oru gummilla...	negative
2467	Padam kand kilipoyitt ivede vannavar undo...      What a movie....	positive
2468	Ithu dislike adicha pookavadi makkalodu onne parayan ullu	negative
2469	Adipoli set move ayirikum .....a10 thagarkum	positive
2470	Njan oru ikka fan alla  Pakshe ente romam vare ezhunnett ninnu apaaram	positive
2471	Dislike adich kali makkale.....  Athre ninneyekkekond pattu....	negative
2472	Mammookka look and diolouge uff... Oru rakshayum illa	positive
2473	ente ponnu....endb item aaan...he he ....ikkka...romanjjjjjjj	positive
2474	1:39 .... bhaaki ullarakh ath punch...njangal wwe fansin ath superman punch!!!	positive
2475	Theatre baaki undayal mathiyarunu...ente laletaaaaa....ingal vere level aanu man	positive
2476	Ente mammooka ninghale mass alla  Marana massum alla  Pakshe ninghal kolamass aanu ikka	positive
2477	Vyshakinte pagill ettal egane ya views thonne kittuka valiya chanalil alle edendathu luciferne pole	negative
2478	Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c'man!!!!	negative
2479	Dileepettaaa...last dialogue Karayippichallo... .5 second  Lalettan kazhinja dileepettan aanh full senti	positive
2480	KATTA WAITING...   LIKE CHEYYYYY	positive
2481	Camera work kolam Bgm set onum athra pora	neutral
2482	Ithrem dislike adichavar malayalikal aagan vazhiyilla	negative
2483	Ith nice aakum..  sure aanu	positive
2484	Ethu polikkum makalle. Our king is back	positive
2485	Laletta Ie thanne njangake vendiyirunnathe nigale egane kannane njangake ishtam	positive
2486	Angane 70 vayassulla vridhan schoolil ethiyo?	negative
2487	Enta mone ikka vere level   Lalettan fansinte abhivadyangal	positive
2488	Awesome  . lalettan mind blowing Raju kidu snap	positive
2489	L 2 LOADING KATTA WAITING LALETTA	positive
2490	Sunny chechiye kanan Vannavarkke like adikanulla cmnt	positive
2491	Theaterukal origiko June 16 house full perumazayayirikum	positive
2492	🤣🤣🤣🤣🤣🤣 tovinok  nadakkoola  eee pani   police pani  cherunnilla soundum dressing onnum	negative
2493	Ikka hvy  vere lvl trailer	positive
2494	mmale naattil degradarsinu oru kaalathhum kammi undaakilla...athaan nammala naadinte main shaapam	negative
2495	Kuthiyirunn dislike adikkand	negative
2496	Lalettan ithu thakarkum.... Prithviraj great job.....	positive
2497	Mammukkayude kude raju vettan venamennu aagrahikkunnathu njan mathramano..	positive
