	Unnamed: 0	sentence	sentiment	transliteration	translation
2681	2681	Kalakkan movie..... Fight & background music... Okke Vera level......	positive	കലാക്കന മോവീഏ ഫൈറ്റ്  ബാക്ക്ഗ്രൂണ്ട് മ്യൂസിക് ഓക്കേ വേരാ ലെവല്	Kalakana Movie Fight Background Music Okay Vera Level
2682	2682	Njaan ithuvare malayala സിനിമയിൽ ഇങ്ങനെ oru trailer kandittilla	positive	ന്ജാന ഇതുവാരേ മലയലാ സനമയൽ ഇങങന ഓരു ട്രേല്ര് കന്ദിത്തില്ലാ	Njana Ituare Malayalam Sanamayal Inganana A trailer has not been released yet.
2683	2683	Kandu njan kandu sunny chechiye njan kandu	positive	കാണ്ഡു ന്ജന കാണ്ഡു സുനയ ചേചിയേ ന്ജന കാണ്ഡു	Kandu Njana Kandu Sunaya Chechiye Njana Kandu
2684	2684	Ejjathi. Trailer..!! MAMMUKKAAAAA 🥰🥰 🥰 ...Padmakumar nigal vere level aanuu.	positive	ഏജ്ജാഥീ ട്രേല്ര് മമ്മുക്കാ   പദ്മാംകുമാര നിഗല് വേരാ ലെവല് ആനൂ	Ejjathi Trailer Mammukka Padmankumara Nigal Veera Level Anu
2685	2685	YouTube vare hang aaki ikkede piller	positive	യൌതുബേ വരേ ഹംഗ ആകീ ഇക്കേഡേ പില്ലര്	Yautube Vare Hanga Aaki Ikede Pillar
2686	2686	entammo english trailer kaanunna feel.. ith polikkum	positive	എന്റാമ്മോ ഇംഗ്ലീഷ് ട്രേല്ര് കാനുംന്നാ ഫീല ഇത പോലിക്കുംമ	I will watch the English trailer, but Phila will like this
2687	2687	Oru rekshamilla makkalee...... Varunnath oru onnonnara varava..  This deal is with a Devil	positive	ഓരു രേക്ഷാമീല്ലാ മക്കാലീ വരുണനാഥ ഓരു ഓനനോന്നാരാ വരവാ  തീസ ദീല് ഇസ വിത ആ ദേവില	Oru rekshamilla makali varunnatha oru onanonnara varava teesa deel isa vita aa devila
2688	2688	Sudeep all the best. Trailer kalakki machanea apo padam powlikkum.	positive	സുദീപ എല്ല ദ ബെസ്റ്റ് ട്രേല്ര് കലാക്കീ മചനേ അപോ പദമ പോവ്ലീക്കുംമ	Sudeepa Ella the best trailer Kalakee Machane Apo Padama Povlikumma
2689	2689	Dislike tarunavanmarku enthe naduviral  namaskaram	negative	ഡിസ്ലീകേ തരുനാവന്മാര്കു ഇന്ന നാദുവീരസ്  നമസ്കാരമ	Today&#39;s naduviras namaskaram to the tarunavans of Dislike
2690	2690	ikkaaa vere leval anuu ....  i m waitingg for madhura raja	positive	ഇക്കാ വേരാ ലേവല അനൂ   ഇ മ വൈറ്റിങ്ഗ ഫര മധുരാ രാജാ	Ika vera levala anu e ma whitinga fara madura raja
2691	2691	Just waiting lalettattan mass. Kolakolli item	positive	ജുസ്റ്റ് വൈറ്റിങ് ലാലെട്തത്തന മാസ കോലാകോല്ലീ ഇതേമ	Just Whiting Lalethattana masa kolakolli same
2692	2692	Gambeeeeeeeeeeram.	positive	ഗമ്ബീരാമ	Gambirama
2693	2693	E negative commentsitta  ella oolakalkum kadutha asooya matram...athinithuvare marunnu kandupidichittilla	negative	ഏ നേഗതിവ് കമ്മെന്റ്സിത്താ  ഏല്ലാ ലാകല്കുമ കദുതാ അസൂയാ മാത്രമാംഥീനീതുവാരേ മാരുന്നു കന്ഡുപിദിചിത്തില്ലാ	A negative comment is not enough for jealousy.
2694	2694	Ith polikkum	positive	ഇത പോലിക്കുംമ	Like this
2695	2695	Njan itrayum oru cinemayude trilarin vendi kaathirunnittilla	positive	ന്ജന ഇത്രയുംമ ഓരു സിനേമയുദേ ത്രിലാരീന വേന്ദീ കാതീരുന്നീത്തില്ലാ	I can&#39;t wait for a movie like this.
2696	2696	Ettan fan aanu  Mamankathinayi katta waiting	positive	ഏത്തന ഫന ആനു  മമനകഥീനയി കട്ടാ വൈറ്റിങ്	Ettana fana anu mamanakathinai kata whiting
2697	2697	MAnju variyar ullathu kondu oru pedi pottumop	neutral	മംജൂ വരിയാര് ഉല്ലാതും കോണ്ടു ഓരു പേദീ പോട്ടമോപ	Manju Variyar Ullatum Kondu Oru Pedi Potamopa
2698	2698	Lucifer na pola marana masss avatte ennu aashamsikkunnu by an ettan fan	positive	ലുസീഫര നാ പോളാ മാരാനാ മാസ അവത്ത് എന്നു ആശാമ്സിക്കുംന്നു ബി ആന ഏത്തന ഫന	Lucifera na pola marana masa awath b ana ettana fana
2699	2699	Eppol time 5:50am 2000 view koodi kittiyalll 2million aakum....enthoru pookku...ithu Ella recordum pottikkum	positive	എപ്പോള് തിമ 550ആമ 2000 വിഉ കൂഡി കിത്തിയല്ല 2മിലിഓന് ആകുമേന്തോരു പൂക്കുഈതും ഏല്ലാ റെക്കോര്ക്കമ പോട്ടിക്കുംമ	When will Tima get the 550th 2000th and 2 million more, will any flower and all the records be broken?
2700	2700	headset vechu kandunokk oru onnantharam kidilolski	positive	ഹെദ്സെറ്റ് വേചു കാന്ദുനോക്ക ഓരു ഓംനന്താരാമ കിദിലോല്സ്കീ	Headset vechu kandunoka oru omnantarama kidilolski
2701	2701	Innanu film kanan pattiyathu... Mutheee lalettaaa.... Superb....	positive	ഇന്നാനു ഫിലമ കാനന പത്തീയതും മുഥീ ലാലെട്ടാ സൂപ്പര്ബ്	Inanu Filma Kanana Pathiyatum Muthi Laletta Superb
2702	2702	Trailer Releasinu munne 6k dislike itta ella punnara malarukalkum nadu viral namaskaram.... Chettakale	negative	ട്രേല്ര് റേലിയാസീനും മുന്നേ 6ക ഡിസ്ലീകേ ഇത്താ ഏല്ലാ പൂന്നാരാ മലാരൂകാല്കുമ നാദു വൈറസ് നമസ്കാരമ ചെട്ടാകാലേ	Trailer reliasin and before 6k disleke itta ella punnara malarukalkuma nadu virus namaskarama chettakale
2703	2703	unlike adicha ella oolakalum ivide thanne kaananam tta	negative	ഉന്ലീകേ ആദിചാ ഏല്ലാ ലാകലുമ ഇവിഡ് ഠാന്നേ കാന്നമ ട്ടാ	Unleike adicha ella lakaluma evid thanne kannama ta
2704	2704	Dislike adicha oolakal odikooo.... Heavy trailer!!	neutral	ഡിസ്ലീകേ ആദിചാ ലാകല ഓദീകൂ ഹേവ്യ ട്രേല്ര്	Dislike Adicha Lakala Odeekoo Hevya Trailer
2705	2705	Nte ammo oru rakshayum illa pwoli	positive	നീം അമ്മോ ഓരു രക്ഷയുംമ ഇല്ലാ പ്വോലി	Neem Ammo Oru Rakshayumma Illa Powli
2706	2706	Oru rakshem illa  Marana Mass	positive	ഓരു രക്ഷേമ ഇല്ലാ  മാരാനാ മാസ	Oru Rakshema Illa Marana Masa
2707	2707	Njangalude muthanu  ingalu laletta..... Lub u Etta......	positive	ന്ജന്ഗാളുഡേ മുതാനും  ഇന്ഗാലു ലാലെട്ടാ ലബ് ഉ എട്ടാ	Njangalude muthanum ingalu laletta lab u etta
2708	2708	Age in reverse gear.. Ennu parayunnath verthe alla ikkaa..	positive	അജ് ഇന് രേവേര്സ ഗേഅര എന്നു പരയുംന്നാഥ വേര്വ്വ് അല്ലാ ഇക്കാ	Aj in reversa geara natti parayumannatha varvv alla ika
2709	2709	Kochi polee tirssur gundakaludee place aakuoo cinemakarrr.....trailer kollam...	positive	കൊച്ചി പോളീ ടിര്സസുര ഗുന്ദകാലുഡീ പ്ള്സ് ആകുഊ സിനേമകാര്ത്രേല്ര് കൊല്ലം	Kochi Poly Tirsasura Gundakaludee Pls Acuoo Cinemacartrel Kollam
2710	2710	nenchinakathu nammude lalettan aneee	positive	നേന്ചീനാകാതും നമ്മുദേ ലാലെത്തന അനീ	Nammude Lalethana Anee
2711	2711	Unbelievable.. its Awsm .. laletta .. direction Rajuvetta	positive	ഉന്ബേലീഏവാബല ഇത്സ അവസമ  ലാലെട്ടാ  ദിരേക്ഷന് രാജുവേത്താ	Unbelieevabala Itsa Avasama Laletta Direction Rajuwetha
2712	2712	Super star aakan pattiya aaal.  Tovi the mass	positive	സൂപ്പര് താര് ആകാന പത്തിയ ആല  ടോവീ ദ മാസ	Patia ala Towie da Masa to become a superstar
2713	2713	Ithu kandattuu peruchazhy ormavarunnu... Athupolle avathirunna mathiiiyeee	neutral	ഇതു കന്ദത്തൂ പേരുചഝ്ഹ്യ ഓര്മവരുന്നു അഥുപോല അവതീരുന്നാ മാംഥീഈയീ	This is the name of the person who remembers it.
2714	2714	Sathykatha anthannu vacha kandittu angottu mathivarunnilla	positive	സത്യകതാ അന്തനനു വചാ കംഡിത്തു അംഗോത്തു മാംഥീവരുന്നില്ലാ	Satyakata Anthananu vacha kanditu angottu mantheevaru not
2715	2715	Kure paavangal pedichu virachukond dislike adichondirikuva ullil bhayam und nallonam.. ettante varavine bhayakunnavarde ennam koodunu..	negative	കുരേ പാവാംഗല പേദീചു വിരചഉകോംദ ഡിസ്ലീകേ ആദിചോന്ദിരീകുവാ ഉല്ലീല ഭയമ ഉണ്ട് നല്ലണാമ ഏട്ടാന്തേ വരവിന് ഭായാകുന്നവാര്ഡ എന്നമ കുദുനു	Kure pavangala pedichu virachaukomda disleeke adichondirikua ulleela bhaima there is nallanama etante varavimin bhayakunnawarda ennama kudunu
2716	2716	hooo koritharipp romaanjam ulpullakam entammo adaar trailer	positive	ഹോ കോരിഥാരിപ്പ രോമാംജമ ഉല്പുല്ലാകമ എന്റാമ്മോ അദാര ട്രേല്ര്	Ho Koritharippa Romanjama Ulpullakama Entammo Adara Trailer
2717	2717	Sathyam parayanallo trailer vijarichathra angudu kalangiyilla....nnalum all the best	positive	സത്യമ പരായനാല്ലോ ട്രേല്ര് വിജരീചാത്രാ അന്ഗുഡു കലംഗീഇല്നാലുംമ എല്ല ദ ബെസ്റ്റ്	Satyama Parayanallo Trailer Vijarichatra Angudu Kalangeeilnalumma All The Best
2718	2718	Tovino macha ningalude time anu... adi thimarkku... bai... cutta support	positive	ടോവിനോ മചാ നീന്ഗാളുഡേ തിമ അനു ആദി തീമാംര്ക്കും ബാഈ കത്ത സുപ്പോര്ട്ട്	Tovino Macha Ningalude Thima Anu Adi Thimamrkum baai kata support
2719	2719	Oru like enikkum tharuo.....ikka uyir.love u ikka	positive	ഓരു ലീകേ ഏനീക്കുംമ താരുവിക്കാ ഉയീര്ലവ ഉ ഇക്കാ	Oru Leeke Enikumma Taruvika Uyirlava U Ika
2720	2720	Nadaka dialogue pole undallo avasanam filmum nadakamakumo.	negative	നാദകാ ദീഅലോഗു പോല ഉന്ഡാല്ലോ അവസനമ ഫില്മുമ നാദാകാമകുമോ	Nadaka will be like the dialogue or the final film will be Nadaka.
2721	2721	Dislikes adikan vendi mathram koree naarikal... Adiyeda adi... Ninneyokke thookki adikkaa tta	negative	ഡിസ്ലീക്സ് ആദികന വേന്ദീ മാതരാമ കോരീ നാരികല ആദിയേദാ ആദി നീന്നേയോക്കേ ഥഉക്കീ ആദിക്കാ ട്ടാ	DISLIKES ADIKANA VENDI MATARAMA KOREE NARIKALA ADYEDA ADI NINENEYOKE THUKEE ADIKA TA
2722	2722	10 million aayyonn nokkan vannavar indo	positive	10 മിലിഓന് ആയ്യോന നോക്കന വന്നാവര ഇന്ഡോ	10 million a year nokana vannavara indo
2723	2723	Ikka muthaanuuu...luv uuubut rajuetta ningale miss cheyyunnu	positive	ഇക്കാ മുഥാനുംഉലവ ഊബുത രാജുത്താ നീന്ഗേല് മീസ്സ ചേയ്യുന്നു	Ika Muthanum Ulava Ubuta Rajutha Ningel Meesa
2724	2724	Sunny leon undo enna poyi kananam	positive	സുനയ ലേഓം ഉന്ഡോ ഏനനാ പോയി കനനമ	Sunaya layom undo enana poi kananama
2725	2725	Vegam 6 mani ayal mathiyayirunnu .katta waiting lalettaaaaa	positive	വേഗമ 6 മണി അയാല മാംഥീയായീരുനനു കട്ടാ വൈറ്റിങ് ലാലെട്ടാ	Vegama 6 o&#39;clock Ayala Manthiyayirunanu Katta Whiting Laletta
2726	2726	Dislike adikkan vendi Kure Peru keranindalla	negative	ഡിസ്ലീകേ ആദിക്കന വേന്ദീ കുരേ പേരു കരനീന്തല്ലാ	Dislike adikana vendi kure peru karaninthalla
2727	2727	Laletta ingane wait cheypichu kollalle...vegam vaa ingadu	positive	ലാലെട്ടാ ഇന്ഗണേ വാട ചേയപീചു കൊല്ലലെവ്ഗമ വാ ഇന്ഗാദു	Laletta ingane vada cheyapechu kollalevgama wa ingadu
2728	2728	Support from ettan fan.... Ikka mwth aanu ....	positive	സുപ്പോര്ട്ട് കരോമ ഏത്തന ഫന ഇക്കാ മ്വ്ഥ ആനു 	Support karoma ethana fana ika mwtha anu
2729	2729	Ente ponnu ettaaa ningalu njngale romancham varuthichu kollum	positive	ആന്റ് പോനനും ഏത്ടാ നീന്ഗാലു ന്ജംഗേല റോമന്ചമ വരുതിചു കോല്ലമ	Ant Ponanum Eta Ningalu Njangela Romanchama Varutichu Kollama
2730	2730	Unlike cheyyunavarde annakkil adich kodukana item	neutral	ഉന്ലീകേ ചേയ്യുംനാവാര്ഡ അന്നാക്കീല ആദിച കോദുകാനാ ഇതേമ	Unleike cheyumnawarda annakila adicha kodukana itema
2731	2731	LAST DRUM SET KOND KIDU AKKI	positive	ലാസ്റ്റ് ദ്രമ സെറ്റ് കോണ്ട് കിഡു അക്കീ	Last drama set cont kidu akee
2732	2732	kand kili poyavar adi like what a editing	positive	കംദ കിലീ പോയാവര ആദി ലീകേ വെറ്റ് ആ ഏദിറ്റിങ്	Kamda kilee poawara adi leeke vet aa editing
2733	2733	Enta ikka........ningal njangale ingana vismayippikkalle  ...	positive	എന്താ ഇക്കാനീന്ഗല ന്ജംഗേല ഇന്ഗനാ വിസ്മയീപ്പീക്കല്  	What is this?
2734	2734	Namude swantham mammookkayk lalettan fansinte vaka asamsakal..mamangam nalloru thirich varav sammanikatte.. trailer kidukiyitund	positive	നാമുദേ സ്വംതമ മമൂക്കായക ലാലെത്തന ഫംസീന്റ വാകാ ആസംസാകല്മമംഗമ നല്ലോരു ഥീരീച വരവ സമ്മനികാത്ത് ട്രേല്ര് കിദുകീയിതുംദ	Namude swamtama mamookayaka lalethana phamcinta waka asamsakalmamangama nalloru thireecha varava sammanikath trailer kidukeeitumda
2735	2735	Ikkayude mass perfoamnce kaanan Kothichu Etra naalayi..Waiting april 12..Raja	positive	ഇക്കായുഡേ മാസ പെരുസമന്സ് കാനന കോതീചു ഏത്ര നാലയിവൈറ്റിങ് ഏപ്രില് 12രാജാ	Ikayude masa perusamans kanana kotheechu etera nalaiwaiting April 12 Raja
2736	2736	It’s amazing vere onnum parayan illa	positive	ഇത്സ അമാസിംഗ് വേരാ ഓനനുംമ പരായണ ഇല്ലാ	Itsa amazing vara onannumma no parayana
2737	2737	Dislike adicha sundari sundaranmarude nallathinayi namuk prarthikam	negative	ഡിസ്ലീകേ ആദിചാ സുന്ദരീ സുന്ദരന്മാംരുഡ നല്ലാഥീനയി നാമുക പ്രാര്തീകമ	Dislike adicha sundari sundaranmamruda nallathinayi namuka prathikama
2738	2738	Madhuraraja yude teaser ithinte ezhu ayalathu ethiyilla ennathanu satyam	neutral	മധുരാരാജാ യുഡേ ടീസര് ഇഥീന്റ ഈഝ്ഹു അയാലതും ഏതീഇല്ലാ എന്നാഥനും സത്യമ	Maduraraja Uday Teaser Ithinta Ejhu Ayalatum Etheililla Ennathanum Satyama
2739	2739	njaan ippo oru  83 thavana kandu	positive	ന്ജാന ഇപ്പോ ഓരു  83 താവാനാ കാണ്ഡു	Njana Ipo Oru 83 Tawana Kandu
2740	2740	Pakka poli Nigal entha manasilakiknath keraliyar k buthiyillalae thani thedrit pakka fillm Thani poli film	positive	പക്കാ പോളി നിഗല് ഏന്ഥാ മാനസിലാകീകനാഥ കേരലീയാര് ക ബുഥീഇല്ലാലഏ ഥാനീ ഥേദ്രിത പക്കാ ഫില്മ ഥാനീ പോളി ഫിലമ	Pakka Poly Nigal Entha Manasilakikanatha Keralayaar Ka Buthiillala Thani Thedritha Pakka Filma Thani Poly Filma
2741	2741	Sohan seenulal ne kandathode mood poyi	negative	സോഹന സീനുംലാല നേ കംദതോഡ് മൂഡ് പോയി	Sohana seenumlala ne kamdatod mood gone
2742	2742	Oru kgf kanda feel......🤩🤩🤩🤩🤩🤩🤩🤩🤩tovi machaan verey level aah........	positive	ഓരു ക്ഷ കംദ ഫീല്ടോവീ മചാന വേരേയ ലെവല് ആ	Oru ksha kamda fieldovee machana is different level
2743	2743	Raju ettan nde films il kaanan pettuna athe cinematography eee trailer il kaanan sathikunnu....	positive	രാജു ഏത്തന ന്ഡേ ഫിലമ ഇല കാനന പെട്ടുനാ അഥ സിനിമതോഗ്രാഫി ഈം ട്രേല്ര് ഇല കാനന സതീകുന്നു	Raju ethana nde filma ila kanana petuna atha cinematography eem trailer ila kanana sateekunnu
2744	2744	Ith kandit engana dislike cheyyan thonnane? Sambhavam kidu aait undallo	negative	ഇത കംഡിത ഇംഗാനാ ഡിസ്ലീകേ ചേയ്യാന ഠോണ്നാനേ സമഭാവമ കിഡു ആഇത ഉന്ഡാല്ലോ	Ita kandita ingana disleike cheyyana thonnane samabhavama kidu aita undallo
2745	2745	Super trailor katta ikka fanaya എനിക്ക് വരെ romanjification	positive	സൂപ്പര് ട്രേല്ര് കട്ടാ ഇക്കാ ഫനയാ എനകക വര റോമന്ജീഇസറേഷന്	Super Trailer Cutta Ika Fanaya Enakaka Vara Romanization
2746	2746	Jeyettan massa  kola mass  ennelum onnu kananm nnud	positive	ജേയേത്തന മആ  കോലാ മാസ  എന്നേലുംമ ഓനനു കനന്മ ന്നുദ	Jeyethana maa kola masa ennelumma onanu kananma nnuda
2747	2747	24k dis like adichavar ithrayum mandanmaro	negative	24ക ഡിസ് ലീകേ ആദിചവര ഇഥ്രയുംമ മംദനമാരോ	24ka Dis Leeke Adichavara Ithrayumma Mandanamaro
2748	2748	Jeevithavumaayi bandapett kidakkunna movie aayathu kond trailer kaanumbol vallatha oru santhosham battalion police kaarude real life aanu parayunnath	positive	ജീവിഥാവുംമായീ ബന്ദാപെറ്റ് കിദാക്കുംന്നാ മോവീഏ ആയാതും കോണ്ട് ട്രേല്ര് കാനുംബോല് വല്ലതാ ഓരു സംഥോഷമ ബട്ടാലീഷന് പോലീസ് കാരുഡ രെയാല് ലീഫ് ആനു പരയുംന്നാഥ	Jivethummayee Bandapet Kidakumnnna Moviee Ayatum Kont Trailer Kanambol Vallata Oru Santhoshama Battalion Police Karuda Real Leaf Anu Parayumannatha
2749	2749	ikka oru rakshayum illa ajathi item	positive	ഇക്കാ ഓരു രക്ഷയുംമ ഇല്ലാ അജാഥീ ഇതേമ	There is no salvation in this, the Ajathi is the same
2750	2750	Woah!!kidu TrailerMammukkaaThis Eid z awesome	positive	വോഹ്കീദു ട്രേല്ര്മമ്മുക്കാതീസ ഏഇഡ് ഝ് അവെസോമ	Wohkeedu Trailrmmukathisa Aid Jh Awesoma
2751	2751	Ufff aaa.. Avasaanatha ekkauda aaaa kuthhill thanne unde ellaa.... Power figuresum	positive	ഉഫ്ഫ ആ അവസ്നാതാ ഏക്കൌദാ ആ കുത്ഹീല്ല ഠാന്നേ ഉണ്ഡേ ഏല്ലാ പവര് ഫിഗുരിസുമ	Uffa aa avasnata akaudaa aa kuthilla thanne unde ella pawar figurisuma
2752	2752	Enteeee moooone kidu kidu last aah adi kandappoo killi poi angna poyavarkk lik adikaaanulla sthalam	positive	എന്റീ മൂനേ കിഡു കിഡു ലാസ്റ്റ് ആ ആദി കന്ദാപ്പൂ കില്ലീ പോയ് അംഗനാ പോയാവര്ക്ക ലിക ആദികാനുല്ലാ സ്ഥാലമ	Ente moone kidu kidu last aa adi kandappoo killee poi angana poavarka lika adikanulla sthalama
2753	2753	Ithupolathe kidilan trailer vannitt katta support kodukkathirikkan pattumo it is very awesome	positive	ഇതുപോലത കിദിലന ട്രേല്ര് വന്നിത്ത കട്ടാ സുപ്പോര്ട്ട് കോടുക്കഥീരീക്കന പത്തുമോ ഇത് ഇസ വേരി അവെസോമ	Like this kidilana trailer vannitha kata support kodukkatheerikana ten or it isa vari awesoma
2754	2754	Maduraraja 4hrs 96likes & 9k comments....Lucifer 2hrs 189likes & 12k comments...ettanodum pillerodum muttan varrale...mohanlalwood	negative	മദുരരാജാ 4ഹ്ര്സ 96ലീക്സ്  9ക കമ്മെന്റ്സ്ലുംസിഫര 2ഹ്ര്സ 189ലീക്സ്  12ക കമ്മെന്റ്സെട്തനോദുമ പിലരോദുമ മുത്തന വര്രല്മോഹനലാലവുഡ്	Maduraraja 4hrs 96Leaks 9K CommentsLumsifara 2hrs 189Leaks 12K Comments
2755	2755	Thugs of hindhustan film aahn marakar enn paranj kanikkunnath	negative	ഠുഗസ് ഓഫ് ഹിന്ധുസ്തന് ഫിലമ ആഹന മാരാകര ഏന പരംജ കനിക്കുംന്നഥ	Thugs of Hindustan Film Ahana Marakara Ena Paramja Kanikumnnatha
2756	2756	Sambhasham ..entho oru kuzhappam polae ...padam poliyum ennu enikku thonunnu	negative	സംഭാഷമ എന്ഠോ ഓരു കുഝ്ഹാപ്പമ പോലഏ പദമ പോലിയുംമ എന്നു ഏനീക്കും തോനുംന്നു	Everyone thinks that Sambhasama is like a kujhapama or a padama.
2757	2757	Dislikes kandappo kurachu vishanam thonni... Ennal comments vayichappol athu mari... Kure nalukalkkku shesham kanda ettum mikacha trailer......	positive	ഡിസ്ലീക്സ് കന്ദാപ്പോ കുരാച്ചു വിശാനാമ ഥോനനീ എന്നല കമ്മെന്റ്സ് വായീചാപ്പോല് അതു മാരീ കുരേ നാലുകല്ക്കും ശേഷമ കംദ എറ്റുമ മികാചാ ട്രേല്ര്	Disleaks kandapo kurachu vishanama thonanee enla comments read it maree kure nalukala kamda etuma mikacha trailer
2758	2758	Ee trailer Anu ippo most comments olla Malayalam trailer	positive	ഈം ട്രേല്ര് അനു ഇപ്പോ മോസ്റ്റ് കമ്മെന്റ്സ് ഒല്ലാ മലയാളം ട്രേല്ര്	Eam Trailer Anu Ipo Most Comments All Malayalam Trailer
2759	2759	Murali Gopi script oru bhayam...🤔munp cheyta padanglellam....	neutral	മുരലീ ഗോപീ സ്ക്രീപ്ത ഓരു ഭായമ്മുംപ് ചേയതാ പദംഗ്ലേല്ലാമ	Murali Gopi scripta oru bhaiyammum cheita padanglellama
2760	2760	Kidu trailar....lalettan king of Indian cinima..	positive	കിഡു ട്രീല്ര്ലാലെത്തന കിംഗ് ഓഫ് ഇന്ത്യന് സിനിമാം	Kidu Trailrlalethana King of Indian Movie
2761	2761	Rajave.  idhu nammal polikum ...inga avide ninno	positive	രാജാവേ  ഇധു നമ്മല പോളികുമ ഇംഗാ അവിഡ് നീന്നോ	King idhu nammala polykuma inga avid neenno
2762	2762	Kolamass alla Marana mass alla adhukkumeleya nummedae ikka  Ikka ki jayyi	positive	കോലാമസ അല്ലാ മാരാനാ മാസ അല്ലാ അധുക്കുംമേലേയാ നുംമ്മേദേ ഇക്കാ  ഇക്കാ കി ജയ്യീ	Kolamasa alla marana masa alla adukum meleya nummede ika ika ki jayee
2763	2763	Koothara trailer telugu padam pole und	negative	കൂതാരാ ട്രേല്ര് ടെലുഗു പദമ പോല ഉണ്ട്	Kootara trailer is like Telugu Padma
2764	2764	Kidu bgm Mamookka yude mukam kanathadil sangadam und	neutral	കിഡു ബ്ഗ്മ മമൂക്കാ യുഡേ മുകാമ കനാഥദീല സംഗദാമ ഉണ്ട്	There is kidu bgma mamooka ude mukama kanathadila sangadama
2765	2765	Ithine ale teaser en vilikunne? enthayalum kidukki	positive	ഇതീന അലേ ടീസര് ഏന വിലീകുന്ന എന്തയാലുമ കിടുക്കി	Itina Ale Teaser Ena Vilikunna enithiukuna
2766	2766	Epo madhura Raja trailer kande ollu ethu kandappo tharichu poyi. Ettan effect	positive	എപോ മധുരാ രാജാ ട്രേല്ര് കംഡേ ഓല്ലു ഏതു കന്ദാപ്പോ ഥാരീചു പോയി ഏത്തന ഇഫക്ട്	Epo madura raja trailer kamde ollu any kandapo tareechu poi ethana effect
2767	2767	Nigal polike ikka katta ikka fan	positive	നിഗല് പോളികേ ഇക്കാ കട്ടാ ഇക്കാ ഫന	Nigel Polykay Ika Katta Ika Fana
2768	2768	Padam industry hit aakatte ennu oru Lalettan Fan	positive	പദമ ഇന്ഡസ്ട്രി ഹിത ആകാത്ത് എന്നു ഓരു ലാലെത്തന ഫന	Padma industry is not a good idea
2769	2769	Kola kolli item.. Madhura Raja MEGASTAR MAMMOOTTY KING OF KINGS	positive	കോലാ കോല്ലീ ഇതേമ മധുരാ രാജാ മേഗാസ്തര് മമൂട്ടി കിംഗ് ഓഫ് കിങ്ങ്സ്	Koala Kolli Itema Madura Raja Megastar Mammootty King of Kings
2770	2770	Mohanlalinte best 100 crore film aayirikkum urappu	positive	മോഹനലാലീന്റ ബെസ്റ്റ് 100 ക്രോര് ഫിലമ ആയിരീക്കുംമ ഉറാപ്പു	Mohanala Lee&#39;s best 100 crore film Ayereekumma Urappu
2771	2771	Ee chanelil aano ithra valiya oru cinimayude trailer idunnath  Nalla subscribers ulla chanellil ittal porarnno	negative	ഈം ചനേലീല ആനോ ഇത്രാ വാലീയാ ഓരു സിനിമയുംദേ ട്രേല്ര് ഇദുന്നാഥ  നല്ലാ സബ്സ്ക്രീബര്സ ഉല്ലാ ചാനേല്ലില ഇത്തല പോരാര്ന്നോ	Eam chanelila ano itra waliya oru moviede trailer idunnath nalla subskribarsa ulla chanelila itala poraranno
2772	2772	Ithu oronnonnara allaaaa athukum mele  mammookka uff ejjadhii	positive	ഇതു ഒരോന്നോന്നാരാ അല്ലാ അതുകുമ മേല  മമൂക്കാ ഉഫ്ഫ ഏജ്ജാധീ	This is not one and only one and it is mamooka uffa ejjadhi
2773	2773	Entamooo  veendum veendum kanan thonanuuuu	positive	എന്റ്മൂ  വേംദുമ വേംദുമ കാനന തോനാനൂ	Entmoo vemduma vemduma kanana tonanoo
2774	2774	Happy birthday ikka   Happy birthday ikka Happy birthday ikka	positive	ഹേപ്പീ ബീരദയ ഇക്കാ   ഹേപ്പീ ബീരദയ ഇക്കാ ഹേപ്പീ ബീരദയ ഇക്കാ	Happy Beer Daya Ika Happy Beer Daya Ika Happy Beer Daya Ika
2775	2775	Sandarpham muthal enne  vareyullaa ella   ciinemakalum albhudappeduthiyittulla oreyoru   nadana vismayam mammokka	positive	ചംദര്തമ മുഥല ഇന്നേ  വരേയുല്ലാ ഏല്ലാ   സിനേമകാലുമ അല്ഭുഡപ്പദുതിയീത്തുല്ലാ ഓരേയോരു   നദനാ വിസ്മയമ മമോക്കാ	Chandartama Muthala Inne Vareyulla Ella Sinemakaluma Albhudapaduthieethulla Oreyoru Nadana Vismayama Mamoka
2776	2776	Super heavy  amazing  Ethil aparam onum parayan elaa	positive	സൂപ്പര് ഹേവ്യ  അമാസിംഗ്  എതീല അപരാമ ഓനമ പരായണ ഏലാ	Super Hevya Amazing Etila Aparama Onama Parayana Ela
2777	2777	Best wishes Kalki ......   Kalki Kalakkatee ........	positive	ബെസ്റ്റ് വിശ്വ്സ് കല്കീ    കല്കീ കലക്കാതീ 	Best Wishes Kalki Kalki Kalakathee
2778	2778	All Kerala lalettan fansite ellavida ashamsakkalum.	positive	എല്ല കേരള ലാലെത്തന ഫംസൈറ്റ് ഏല്ലാവിദാ അശമസാക്കാലുംമ	Ella Kerala Lalethana Farmsite Ellavida Asamasakallumma
2779	2779	Ith raja aaa kallykkan vanna eduth uduth kalayum	negative	ഇത രാജാ ആ കല്ലിക്കന വനനാ ഏദുത ഉദുത കലയുംമ	Ita raja aa kallikana vanana eduta uduta kalyumma
