sentence	sentiment	lang_of_words
@MaheshRebal_03 tq vro nannu manchodu annanduku	positive	['univ', 'en', 'en', 'te', 'te', 'te']
Excellent master piece mohan lal garu acting vere level mustwatch	neutral	['en', 'en', 'en', 'ne', 'ne', 'te', 'en', 'te', 'en', 'en']
Hamayya Ravi Anna ki okka hit . Chala happy	negative	['ne', 'ne', 'te', 'ne', 'te', 'en', 'univ', 'te', 'en']
@onlyFoRamCharan Janma antha alane brathikeyali inka Sukku RS taruwatha sigu lekundaa tisthunadu inkendhi vala hero gurinchi disco chesdhi	negative	['univ', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'te']
@nameisSaiK @PVR1988 @Telugu360 @ncbn @ysjagan Bayya niku oka 🙏 . TDP lo gaadida ni pettina vote vestaaru miru .	negative	['univ', 'univ', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'univ']
Bro about G zombie bro	neutral	['en', 'en', 'en', 'en', 'en']
@ironman0p @hemanthrko @alluarjun Me mabbuu gadu avvakamundhe avvadu ra puka	negative	['univ', 'univ', 'univ', 'en', 'ne', 'te', 'te', 'te', 'te', 'te']
First 15 min best aa AA love story endo tondaraga chachhipovadamendo	neutral	['en', 'univ', 'en', 'en', 'te', 'te', 'en', 'en', 'te', 'te', 'te']
movie chala bhagundi . fans ki poonakale congrats pspk fans . from King 👑 die hard fan . future lo maku congrats cheppe movie kosam waiting . but janaalu wild dog theatres ki rakapovachu movie matram bagundhi . any ways heartly congrats pspk fan bros #VakeelSaab	positive	['ne', 'te', 'te', 'univ', 'en', 'ne', 'te', 'en', 'ne', 'en', 'univ', 'en', 'en', 'univ', 'en', 'en', 'en', 'univ', 'en', 'te', 'te', 'en', 'te', 'en', 'te', 'en', 'univ', 'en', 'te', 'en', 'en', 'en', 'ne', 'te', 'en', 'te', 'te', 'univ', 'en', 'en', 'en', 'en', 'ne', 'ne', 'ne', 'univ']
@vennelarajyam @UttarandhraNow Gunta nakkala roads mida gumpuluga pichekki arusuntu tirugutayi simham single ga adavalo untadi . Gunta nakkalu roju road mida tirugute simham ki sigu cheta enti antha matrana simham viluva taggipotada	negative	['univ', 'univ', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
@MusicThaman @alluarjun @GeethaArts @haarikahassine aat bgm kumavv ga anno 🔥 ❤ ️ waiting just for you	positive	['univ', 'univ', 'univ', 'univ', 'te', 'en', 'te', 'te', 'te', 'univ', 'univ', 'univ', 'en', 'en', 'en', 'en']
Tfi 's most overrated actor NTR acting bane chestadu kani marii veella fans Oscar range lo leputaru gattiga cheppalante vadiki loud acting thappa subtle ga cheyadam cheta kadhu My dear potti pithres mee ntr ki Kuda limitations unnai Avi telusukunte manchidhi #SarkaruVaariPaata	negative	['univ', 'univ', 'en', 'en', 'en', 'ne', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'en', 'te', 'en', 'te', 'ne', 'ne', 'te', 'en', 'te', 'te', 'te', 'te', 'univ']
@Balayya_Garu @darling_kamalk @NBKTrends @manabalayya Poe sanka nakandii babu mohan gandi	negative	['univ', 'univ', 'univ', 'univ', 'en', 'te', 'te', 'ne', 'ne', 'te']
Yuganiki okkadu movie decode chey broo please 👍	negative	['te', 'te', 'en', 'en', 'te', 'en', 'en', 'univ']
Big fan bro niku please 💓	positive	['en', 'en', 'en', 'te', 'en', 'univ']
@VenkyHitler11 @MeghUpdates Muslim majority area lo Hindu procession cheyakudadu ani jihadi gallu Allow cheyaledu And Madras High court lo aa jihadis sigguu lekundaa ide mata chepparu Ee desham sankaa naki povadaniki jihadi gallu main reason avutharu Vallaki support ichi secular galli VP lu avutharu	negative	['univ', 'univ', 'en', 'en', 'en', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'en', 'en', 'en', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'en', 'te', 'en', 'te', 'univ', 'te', 'te']
@karthikreddi7 @alluarjun @urstrulyMahesh Ippudu alane chese time waste Ardam kadu le Last yr same time Post AVPL ki chaala constructive gaa time waste cheyatam like Anties ese chillar trolls ki morphs eyatam BO discos practice chesevadni adhi ma frnd MB fan gaddu indaka gurthu chesadu anduke cheppa 😌 Btw Edit kummindhi 🔥	negative	['univ', 'univ', 'univ', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'ne', 'en', 'en', 'en', 'en', 'en', 'univ', 'ne', 'te', 'en', 'te', 'en', 'te', 'te', 'en', 'en', 'en', 'en', 'en', 'ne', 'en', 'te', 'univ', 'en', 'en', 'te', 'te', 'te', 'en', 'ne', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'en', 'en', 'te', 'univ']
@PSPKFanHere Vesina vadini nen appreciate chesthunna bro 👏 👏 👏 Kani ee Twitter lo unna Valle naku nachaledhu Insta lo approx ila manchhi Valle untaru Trolls kuda healthy ga untay Troll to troll chesthe thappu ledhu Kani Mng ala kadhu Entha chethaga vesarante manishi annavadu silent undadu	negative	['univ', 'te', 'te', 'te', 'en', 'te', 'en', 'univ', 'univ', 'univ', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'en', 'en', 'en', 'en', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te']
@Uday08884 @imNaveenchary @tarak9999 Haaa mixing lo vadeni menchina manchodu untidy vundadu	positive	['univ', 'univ', 'univ', 'te', 'en', 'te', 'te', 'te', 'te', 'en', 'te']
Arey promotions chey ra reyy @SVC_official Intha chettha na kodukuvi entra , oka star hero movie ni ela promote cheyali kuda telidu Movie posters anni ekada pettukuntav ra ayya release cheyachu gaa #RIPSVC #VakeelSaab	negative	['te', 'en', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'en', 'en', 'en', 'te', 'te', 'en', 'te', 'te', 'ne', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'univ', 'univ']
Elanti videos chusi velte e movie nachadu	neutral	['ne', 'en', 'te', 'te', 'te', 'en', 'te']
Super anna baga chepparu 🤩 🤟 this movie has deep meaning , it is very super movie as compared to routine commercial superhero films , dc is best , wonder woman inka best 🤩 👌 👌	positive	['en', 'te', 'te', 'te', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'univ', 'en', 'en', 'te', 'en', 'univ', 'univ', 'univ']
`` Will u Miss me ? `` Really its heart breaking As u said , These doesnt seem to b dialogues , but looks like Emotional words from Sushanth . It 's Important to do things that makes U Happy `` Seri `` , may b these word , we ca n't forget in our lifetime . We all definitely will miss u forever Sushanth Same like the YouTuber said , I thought twice before watching this movie , whether to watch or not in this pathetic situation 😑 😐	positive	['univ', 'en', 'en', 'en', 'en', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'te', 'en', 'te', 'en', 'en', 'en', 'univ', 'en', 'en', 'ne', 'en', 'en', 'en', 'en', 'univ', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'te', 'univ', 'univ', 'en', 'en', 'te', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'te', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ']
@BeSriSri Nenu first alane anukunna ... Chaduvukunna gadida nenu ayithe .... Konchem kuda think cheyakunda blind ga nammesa ... 😂 😂 Enka eppatiki veyinchukoldu .... 😔	negative	['univ', 'te', 'en', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'univ', 'univ']
@Gopi_veta2 @Rebelismm Vadu barre chetha ice fruit chepichukuntu busy ga unte nen msg chesinalae Ra Kakul ga 😂 inka Nik thitindhi evarini ani Kuda Nik thelitla chudu neee mind ki 🤘🏻	negative	['univ', 'univ', 'te', 'te', 'te', 'en', 'en', 'te', 'en', 'te', 'te', 'te', 'en', 'en', 'te', 'ne', 'te', 'univ', 'te', 'univ', 'te', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'en', 'ne', 'univ']
Bhayya em undi bhayya motham entra idhi ani anipisthundi	negative	['te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
Oosthe Ummu Waste Ra Mi Midha Ninnakaka Monna Vachinollu Egaresi Koduthunna Siggu Lekunda Ikkada Thruguthunaru Miru Inkollani Bansia Anadam Banisa Batukulu 💦 💦	negative	['te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'univ', 'univ']
I watched the movie was so good I liked it and now I am not all going to watch this thyview videos	negative	['en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
Perfect nijam cheppiru bayya movie gurinchi	positive	['en', 'te', 'te', 'te', 'en', 'te']
@Urstrulynani_04 Chaala thondharaga reply ichavv ! ! 😒 god bless u happy ga undu 😷	positive	['univ', 'te', 'te', 'en', 'te', 'univ', 'univ', 'univ', 'en', 'en', 'en', 'en', 'te', 'te', 'univ']
Bro movie chustuntay aa bgm rakshasudu movie gurthu vastamdi mind aa mv ki convert ithumdi . nak Koncham disappointed ga anipinchimdii	negative	['en', 'en', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'ne', 'en', 'te', 'univ', 'te', 'te', 'en', 'te', 'te']
Apple ki shift ayyi chaalaa manchi pani chesa…Rod Avtundi Oneplus	positive	['en', 'ne', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'en']
@LB_Sriram I liked u much in chaala Bagundi movie by EVV sir . TFI now today is missing good comedy writers and comedy directors where still those old movies are remembered	positive	['univ', 'en', 'en', 'en', 'en', 'en', 'ne', 'te', 'en', 'en', 'univ', 'en', 'univ', 'ne', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
31st over lo four kotti 47th over daaka four ledha 🙏 Chahal gadhu Kuda intha chethaga aadadu	negative	['univ', 'en', 'te', 'en', 'te', 'univ', 'en', 'te', 'en', 'te', 'univ', 'univ', 'te', 'te', 'te', 'te', 'te']
Pspuk rawww , craze rawww , gaadidha modda rawww ani dabba kottukune cult gaduu lock eskunnadenti 😂 😂 😂 bookings effect ah ? repu day1 numbers chusi DA chestademo 🙃	negative	['univ', 'en', 'univ', 'en', 'en', 'univ', 'te', 'te', 'en', 'te', 'te', 'ne', 'en', 'te', 'en', 'te', 'univ', 'univ', 'univ', 'en', 'en', 'te', 'univ', 'te', 'en', 'en', 'te', 'te', 'te', 'univ']
@duba srinivasarao odiyabba badava kotha scene anta enti bayya padavalo enchukonedhaa . Inka NV chepu baya vinta	neutral	['univ', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'univ', 'te', 'te', 'te']
Bro dark series indetail and indepth explanation kavali with family trees of every character and every character time travel with times , journey and reason . Explanation video oka ganta aina parle cheyandi bro just love the showw 😍 😍	positive	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'te', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'univ', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'en', 'en', 'te', 'en', 'univ', 'univ']
Gala Gala Paruthunna Godharilaa ... 😍 Jalaa jalaa jaruthuntey kannirela ... ❤ na kosamai nuvvala ... 🙈 kannirula maraga .... 💧 nakenduko unnadhi haayiga ... 🕺🏻 #SarkaruVaariPaata @urstrulyMahesh @Ileana_Official	positive	['ne', 'te', 'te', 'te', 'univ', 'univ', 'te', 'te', 'te', 'te', 'univ', 'univ', 'te', 'te', 'te', 'univ', 'univ', 'te', 'te', 'univ', 'univ', 'te', 'te', 'te', 'univ', 'univ', 'univ', 'univ', 'univ']
@deepu_ysj @ncbn Paytm dogs baga kastapadaye mothaniki trending cheyataniki negative ga CBN bday 🤣 🤣 🤣 sarey lay atleast ayana perutho miku vachey chillar tho me kadupulu nindithunaye antey adhi chalu ley maku 😏	negative	['univ', 'univ', 'te', 'en', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'univ', 'en', 'univ', 'univ', 'univ', 'en', 'en', 'en', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ']
Bro meru present akkada unaru bro ?	neutral	['en', 'te', 'en', 'te', 'te', 'en', 'univ']
@Gautham SV I have seen them bro , that 's why . Leto was a grt a actor !	positive	['univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'univ', 'en', 'univ', 'te', 'en', 'en', 'en', 'en', 'en', 'univ']
common audience la review cheppu . edo pedda film guru la kadu . charecter depth , diameter anukuntu . telugu cinema review ki english enduku bhayya ? penultimate scenes antav . review ichedi common audience ki movie directors ki kadu and nuvvem book rayatledu	negative	['en', 'en', 'te', 'en', 'te', 'univ', 'te', 'te', 'en', 'en', 'te', 'te', 'univ', 'en', 'en', 'univ', 'en', 'te', 'univ', 'te', 'en', 'en', 'ne', 'en', 'te', 'te', 'univ', 'en', 'en', 'te', 'univ', 'en', 'te', 'en', 'en', 'ne', 'en', 'en', 'ne', 'te', 'en', 'te', 'en', 'te']
Nijanga . Bommablockster . Jaisoldiers . Hi . Remove . Ankitam	positive	['ne', 'univ', 'en', 'univ', 'en', 'univ', 'en', 'univ', 'en', 'univ', 'te']
Cool bro , glad you enjoyed the film . I really wish Naaku kooda ala anipinchi vunte bavundedhi ani	neutral	['ne', 'en', 'univ', 'en', 'en', 'en', 'te', 'en', 'univ', 'en', 'en', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
PK movie gurinchi video chei bro plzz	neutral	['en', 'en', 'te', 'en', 'te', 'en', 'ne']
@hari teja nen cheppindhi story and way of direction Gurinchi konchem laag ayindhani anthey kaani ey okka actor ni antalenu	neutral	['univ', 'ne', 'te', 'te', 'en', 'en', 'en', 'en', 'en', 'te', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te']
Nen aithe full enjoy chesa vere level movie cinema aithe super hit 🤗 🤗 😍 😍	positive	['te', 'te', 'en', 'en', 'te', 'te', 'en', 'en', 'en', 'en', 'en', 'ne', 'univ', 'univ', 'univ', 'univ']
Haarika you deserves more to be in house than monal ... 🥺 🥺 But u will get easily influenced .. Rey #Biggboss ga nag mama chethha haarika ni tittinchi motham nasanam chesav ra aame ni .. Nee monal kosam a ga .. idantha .. #Haarika #BiggBossTelugu4	negative	['ne', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'te', 'univ', 'te', 'ne', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'univ', 'te', 'en', 'te', 'en', 'te', 'univ', 'te', 'univ', 'univ', 'univ']
G Zombie movie review Kuda pettandi anna	neutral	['en', 'en', 'en', 'en', 'te', 'te', 'te']
hlo Bhaiyya . Robert movie Review ivvu Bhaiyya . soon	neutral	['ne', 'te', 'univ', 'en', 'en', 'en', 'te', 'te', 'univ', 'univ']
ONLY VJD AISWARYA RAJESH STORY WAS GOOD 👌	positive	['univ', 'univ', 'univ', 'en', 'en', 'en', 'univ', 'univ']
Bro plz do a review on ammoru thalli	neutral	['ne', 'en', 'en', 'en', 'en', 'en', 'te', 'te']
@Raju Chigula papam nuv colour photo premistha lanti movie chudalee anukunta frist time ayi untadhi parvalee ledhu lee em kadhu Kakapothee andulo hero pothadu Uppena lo hero k @@ya cut chesaru anthe pedda difference em ledhu	neutral	['univ', 'te', 'te', 'te', 'en', 'en', 'te', 'te', 'en', 'te', 'te', 'en', 'en', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'en', 'te', 'univ', 'en', 'te', 'te', 'te', 'en', 'te', 'te']
@Prakash kumar biryani bagoka pote hotel vadiki kuda nastame bro . Dabbulu petti cinema chusi nappudu or biryani tinnapadu . bagunda baleda ani cheppe right prati okkadiki untundi . sare inko logic chepta vinu oka donga ni donga anali ante nuv dongavi ayi undalsina avasram ledu	neutral	['univ', 'ne', 'te', 'te', 'en', 'en', 'te', 'te', 'en', 'en', 'univ', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'univ', 'en', 'te', 'en', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
Do n't give bad review movie is good	neutral	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
We missed your voice sai anna ❤	negative	['en', 'en', 'en', 'en', 'ne', 'te', 'univ']
pushpa movie leaked video song super undi	neutral	['ne', 'en', 'en', 'en', 'en', 'en', 'te']
𝚅𝚎𝚎𝚛𝚊 𝚋𝚑𝚘𝚐𝚊 𝚟𝚊𝚜𝚊𝚗𝚝𝚑𝚊 𝚛𝚊𝚊𝚢𝚊𝚕𝚞 𝚖𝚟𝚎 𝚖𝚒𝚍𝚑𝚊 𝚟𝚒𝚍𝚎𝚘 𝚋𝚛𝚘	neutral	['ne', 'en', 'en', 'en', 'en', 'en', 'en', 'univ']
@rambabuhere Same centres Pan India Bossbuster #SyeRaa 5.39 cr .. Aina Siggu lekunda Nizam 30+ ani cheppukuntaru kada Anna ... Idhem Faking Mari ... 🤭 🤭 😂 😂 😂	negative	['univ', 'en', 'en', 'en', 'ne', 'en', 'univ', 'univ', 'en', 'univ', 'te', 'te', 'te', 'ne', 'univ', 'te', 'te', 'te', 'te', 'univ', 'en', 'en', 'te', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ']
Order placed last week .. What the duck were we doing till last week ? Busy with Bengal kya ? Siggu leknda malla tweet .. Thu ..	negative	['en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'en', 'ne', 'ne', 'ne', 'univ', 'te', 'te', 'te', 'en', 'univ', 'en', 'univ']
Do a video on athadu bro	neutral	['en', 'en', 'en', 'en', 'te', 'en']
It is his opinon bro , you dont have right to scold him	negative	['en', 'en', 'en', 'en', 'en', 'univ', 'en', 'en', 'en', 'en', 'en', 'en', 'en']
Nenu trailer chusi chaala hopes petkunnanu na expectations ki amatram match kaledu , like rakshasudu type of movie but drama thriller V one time vachable movie Thop movie ayte kadu nani kosam chudochu 😉 parledu 👍🏻	negative	['te', 'en', 'te', 'te', 'en', 'te', 'te', 'en', 'ne', 'te', 'en', 'te', 'univ', 'te', 'te', 'en', 'en', 'en', 'en', 'te', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'univ', 'te', 'univ']
OS BAN share adhi kottamanu , 10 1M movies unnay avi kottamanu , single theatres 1cr gross 11 unnay avi kottamanu , highest footfalls behind Bahubali unndhi dukudu ki avi kottamanu .. bochuu oka fluke ki meeru denge athi 🤮	negative	['univ', 'en', 'en', 'te', 'te', 'univ', 'univ', 'univ', 'en', 'te', 'te', 'te', 'univ', 'en', 'en', 'univ', 'en', 'univ', 'te', 'te', 'te', 'univ', 'en', 'en', 'en', 'te', 'te', 'te', 'ne', 'te', 'te', 'univ', 'te', 'te', 'te', 'ne', 'te', 'en', 'te', 'univ']
@ItsNaagaMohan $ Dag 🤑 . Chala bhagndhi ee project plus ubx kuda denidega so manchiga vasthayi	positive	['univ', 'univ', 'en', 'univ', 'univ', 'te', 'te', 'te', 'en', 'en', 'en', 'te', 'en', 'en', 'te', 'te']
Movie was mind blowing 👌 👌 5 / 5 for movie . 👍 sodi baga chapinavu you tuber . Asalu movie chusinava nvu	positive	['en', 'en', 'en', 'en', 'univ', 'univ', 'univ', 'univ', 'univ', 'en', 'en', 'univ', 'univ', 'te', 'te', 'te', 'en', 'en', 'univ', 'te', 'en', 'te', 'te']
movie chala baagundhi feel good one 😙	positive	['ne', 'te', 'te', 'en', 'en', 'en', 'univ']
Climax lo ela undi bro emaina twist unnaya ledha	neutral	['en', 'te', 'te', 'te', 'en', 'te', 'en', 'univ', 'te']
Mirzapur series analysis chey bro !	neutral	['ne', 'en', 'en', 'en', 'en', 'univ']
First thing , Uppena baaledu ani Nenu analedu bro . makers hype chesinantha ledu anna . that ’ s it . Naaku nacchani cinemalu hit ayinavi chalane vunnai . MCA , Maharshi . Ila . ala ani nacchani cinemani nacchindi ani cheppalem gaa	negative	['en', 'en', 'univ', 'te', 'te', 'te', 'te', 'te', 'en', 'univ', 'en', 'en', 'te', 'te', 'te', 'univ', 'en', 'univ', 'en', 'en', 'univ', 'te', 'te', 'te', 'ne', 'te', 'te', 'te', 'univ', 'univ', 'univ', 'te', 'univ', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
@PrasadShetty_ Gap Ichav Ga Om Thus needhi @Thisisforprabha Occupied	positive	['univ', 'en', 'te', 'te', 'en', 'en', 'te', 'univ', 'ne']
#BiggBossTelugu4 wtf starmaa cheeee yakkk .. #devi ni eliminate cheyadamentra edvallaara .. Sankanakandi .. Ee thokkidubillala aata adukuntu thu daridram ... Strong contestant ni title race lo unde contestant ni pampinchadamneti thu	negative	['univ', 'en', 'te', 'te', 'te', 'univ', 'univ', 'te', 'en', 'te', 'te', 'univ', 'te', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'univ', 'en', 'en', 'te', 'en', 'en', 'te', 'te', 'en', 'te', 'te', 'te']
Arey chillar laudee mee cm ys jalagam gade pk pellalaa gurinchi direct ga matladinapudu evari modda chikuthunav Oka cm ee ala matladthe navvukunar ga bagaa ipudu kuda navvukondii	negative	['te', 'en', 'te', 'te', 'en', 'en', 'te', 'te', 'en', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'te']
Acharya teaser ela anipinchindi sai annaya	neutral	['ne', 'en', 'te', 'te', 'te', 'te']
@gambarimass @tvitterking @Kirun_View @DirKrish @KChiruTweets @tarak9999 Bala ramayanam thisinonni commercial movie ichadantav . 😀 😀 ne subject ku dandam nayana , anduke me hero lu 30 yrs ga no 1 avatledu ilanti fans valle . 😀 ika haayga movies chusko , ok magadeera , rangastalam long run lu me life lo chudaledu chudaru ,4 days stars kada mevodu . 😀	positive	['univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'te', 'te', 'te', 'en', 'en', 'te', 'univ', 'univ', 'univ', 'te', 'en', 'te', 'te', 'te', 'univ', 'te', 'en', 'en', 'te', 'univ', 'en', 'te', 'en', 'univ', 'te', 'te', 'en', 'te', 'univ', 'univ', 'te', 'te', 'en', 'te', 'univ', 'en', 'te', 'univ', 'te', 'en', 'en', 'te', 'en', 'en', 'te', 'te', 'te', 'univ', 'en', 'en', 'te', 'te', 'univ', 'univ']
Where can I watch this movie	neutral	['en', 'en', 'en', 'en', 'en', 'en']
@REBELST99790410 Valaki defend Cheskovatam chetha kadhu GA 😅 😂	negative	['univ', 'te', 'en', 'te', 'te', 'te', 'univ', 'univ', 'univ']
3	positive	['univ', 'te', 'en', 'te', 'te', 'te', 'te', 'en', 'ne', 'te', 'en', 'en', 'univ', 'univ', 'univ']
@Tarak_tweets07 Nice ra kachara gaadida 💦 💦 niku oka daughter puttalani manaspurthiga korukunta . Thanaki chedu jaragalani kadu , atleast Thanu putteka kuthuru meeda prematho aina maarathavemoni aasatho .	negative	['univ', 'en', 'te', 'te', 'te', 'univ', 'univ', 'te', 'te', 'en', 'te', 'te', 'te', 'univ', 'te', 'te', 'te', 'te', 'univ', 'en', 'en', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'univ']
FIRST THINGS FIRST . MEE VIDEO CHOODAGANE FIRST TIME DISLIKE CHESA . 😡	neutral	['univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'univ', 'en', 'en', 'en', 'en', 'univ', 'univ']
Dude read this comment not only positive comments . .	negative	['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'univ', 'univ']
@AvinashPotnuru5 @rampage_rebel @PSPKFan2You Modem kadhu na vadu aka chesadu ani official proof ledhu rumours avi 😂 😂 Mee vadu entra siggulekunda Russian Dani patkunad modda inka better Anta character Les na koduku 💦 💦	negative	['univ', 'univ', 'univ', 'te', 'te', 'te', 'te', 'te', 'te', 'te', 'en', 'en', 'te', 'en', 'te', 'univ', 'univ', 'te', 'te', 'te', 'te', 'ne', 'te', 'te', 'te', 'te', 'en', 'te', 'en', 'en', 'te', 'te', 'univ', 'univ']
Bro plz do video on marvel avengers	neutral	['ne', 'en', 'en', 'en', 'en', 'en', 'en']
Plz watch and review `` Bhimasena Nalamaharaja `` Kannada Movie	neutral	['ne', 'en', 'en', 'en', 'univ', 'te', 'te', 'univ', 'te', 'en']
3 videos in 1 day Last 13 jan lo 2 videos pettaru	neutral	['univ', 'en', 'en', 'univ', 'ne', 'ne', 'univ', 'en', 'te', 'univ', 'en', 'te']
sigu anedi lekundaa act chestadu ade na fav quality nachani quality class movies cheyadam apesadu	negative	['te', 'te', 'te', 'en', 'te', 'te', 'te', 'en', 'en', 'te', 'en', 'en', 'en', 'te', 'te']
@Bhaagi_ @PSPK_plan_B Miru oka post pedithe thousands of likes and easyga spread avthundhi andarki matter . Political gaa post vesthe , anndhariki reach avthundhi , mimmalni follow ayye varu kuda political ga post vestharu , awareness vasthundhi , Adokate reason , evari account valla Ishtam	positive	['univ', 'univ', 'te', 'te', 'en', 'te', 'en', 'en', 'en', 'en', 'te', 'en', 'te', 'te', 'en', 'univ', 'en', 'te', 'en', 'te', 'univ', 'te', 'en', 'te', 'univ', 'te', 'en', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'univ', 'en', 'te', 'univ', 'en', 'en', 'univ', 'te', 'en', 'te', 'te']
Waiting for naandi and chakra review	neutral	['en', 'en', 'te', 'en', 'univ', 'en']
@DPConverge Chetha innings emundhi anna andhulo support ichadu gaa	negative	['univ', 'te', 'en', 'te', 'te', 'te', 'en', 'te', 'te']
Hello Anna nenu Inka movie chudaledhu but ni review venna Tarvatha Defanatigaa chudalani pistundhi	positive	['te', 'te', 'te', 'te', 'en', 'te', 'en', 'te', 'en', 'te', 'te', 'te', 'te', 'te']
Akshay Kumar 's laxmi movie review broo meru Inka ivaleru plz	neutral	['ne', 'univ', 'univ', 'ne', 'en', 'en', 'en', 'te', 'te', 'te', 'en']
